cell,t_cheap,t_full,affected,harm_rate,rho
KITTI mono RT-DETR 480->640 q_brake,0.35,0.45,2649,0.3801434503586259,0.8160775256200645
KITTI mono RT-DETR 480->640 q_brake,0.35,0.55,2598,0.3418013856812933,0.7900930869366144
KITTI mono RT-DETR 480->640 q_brake,0.45,0.15,3699,0.6891051635577183,1.9402327562152266
KITTI mono RT-DETR 480->640 q_brake,0.45,0.25,2982,0.596579476861167,1.251877018581935
KITTI mono RT-DETR 480->640 q_brake,0.45,0.35,2607,0.5128500191791331,1.0607810014199905
KITTI mono RT-DETR 480->640 q_brake,0.45,0.45,2367,0.44866920152091255,0.9541180917773423
KITTI mono RT-DETR 480->640 q_brake,0.45,0.55,2217,0.40460081190798375,0.9119690457209614
KITTI mono RT-DETR 480->640 q_brake,0.55,0.15,3803,0.7010255061793321,1.680586062164107
KITTI mono RT-DETR 480->640 q_brake,0.55,0.25,3038,0.6211323238973009,1.1230711143056542
KITTI mono RT-DETR 480->640 q_brake,0.55,0.35,2565,0.549317738791423,0.9439714126086479
KITTI mono RT-DETR 480->640 q_brake,0.55,0.45,2300,0.4865217391304348,0.8341668632513751
KITTI mono RT-DETR 480->640 q_brake,0.55,0.55,2106,0.44254510921177587,0.7830580263976541
KITTI oracle Y8 320->640 q_traj,0.15,0.15,525,0.09904761904761905,0.014841168084756148
KITTI oracle Y8 320->640 q_traj,0.15,0.25,499,0.05410821643286573,0.0070144554513905865
KITTI oracle Y8 320->640 q_traj,0.15,0.35,498,0.06224899598393574,0.0027974190630488606
KITTI oracle Y8 320->640 q_traj,0.15,0.45,500,0.09,0.024365432015747767
KITTI oracle Y8 320->640 q_traj,0.15,0.55,537,0.18435754189944134,0.17855717059953957
KITTI oracle Y8 320->640 q_traj,0.25,0.15,666,0.07957957957957958,0.004615249742638785
KITTI oracle Y8 320->640 q_traj,0.25,0.25,637,0.0423861852433281,0.003690827226655898
KITTI oracle Y8 320->640 q_traj,0.25,0.35,630,0.044444444444444446,0.0012481434074528071
KITTI oracle Y8 320->640 q_traj,0.25,0.45,627,0.06060606060606061,0.007082137439582794
KITTI oracle Y8 320->640 q_traj,0.25,0.55,636,0.12264150943396226,0.05962890903826814
KITTI oracle Y8 320->640 q_traj,0.35,0.15,860,0.06511627906976744,0.0012365957061951465
KITTI oracle Y8 320->640 q_traj,0.35,0.25,830,0.03614457831325301,0.000636726915028999
KITTI oracle Y8 320->640 q_traj,0.35,0.35,821,0.03654080389768575,0.0006276002174860721
KITTI oracle Y8 320->640 q_traj,0.35,0.45,819,0.050061050061050064,0.004467216976097261
KITTI oracle Y8 320->640 q_traj,0.35,0.55,811,0.08508014796547472,0.025573891304860232
KITTI oracle Y8 320->640 q_traj,0.45,0.15,1083,0.05909510618651893,0.000886923517659501
KITTI oracle Y8 320->640 q_traj,0.45,0.25,1053,0.037037037037037035,0.0004740955322724658
KITTI oracle Y8 320->640 q_traj,0.45,0.35,1042,0.03550863723608445,0.0004660472226942685
KITTI oracle Y8 320->640 q_traj,0.45,0.45,1042,0.046065259117082535,0.0032466735670412528
KITTI oracle Y8 320->640 q_traj,0.45,0.55,1026,0.07212475633528265,0.012576781131366234
KITTI oracle Y8 320->640 q_traj,0.55,0.15,1317,0.053910402429764616,0.0007043069259723236
KITTI oracle Y8 320->640 q_traj,0.55,0.25,1287,0.035742035742035744,0.00038387286318924014
KITTI oracle Y8 320->640 q_traj,0.55,0.35,1278,0.035211267605633804,0.00037827670242481485
KITTI oracle Y8 320->640 q_traj,0.55,0.45,1272,0.041666666666666664,0.00043329419706400105
KITTI oracle Y8 320->640 q_traj,0.55,0.55,1252,0.06230031948881789,0.0052836184290706275
KITTI oracle Y8 320->640 q_brake,0.15,0.15,2008,0.36703187250996017,0.16393510513459822
KITTI oracle Y8 320->640 q_brake,0.15,0.25,1764,0.3032879818594104,0.11911652863293866
KITTI oracle Y8 320->640 q_brake,0.15,0.35,1571,0.24570337364735836,0.09327073572373798
KITTI oracle Y8 320->640 q_brake,0.15,0.45,1432,0.20810055865921787,0.08101167015133824
KITTI oracle Y8 320->640 q_brake,0.15,0.55,1330,0.19172932330827067,0.11006351487006541
KITTI oracle Y8 320->640 q_brake,0.25,0.15,2031,0.37567700640078777,0.11473499350556629
KITTI oracle Y8 320->640 q_brake,0.25,0.25,1753,0.3091842555618939,0.08074935246291767
KITTI oracle Y8 320->640 q_brake,0.25,0.35,1533,0.2491846053489889,0.05851620861055621
KITTI oracle Y8 320->640 q_brake,0.25,0.45,1358,0.2025036818851252,0.046451005910498125
KITTI oracle Y8 320->640 q_brake,0.25,0.55,1204,0.17358803986710963,0.0516131727106249
KITTI oracle Y8 320->640 q_brake,0.35,0.15,2235,0.35436241610738256,0.0898057043374099
KITTI oracle Y8 320->640 q_brake,0.35,0.25,1934,0.2905894519131334,0.061809842121907446
KITTI oracle Y8 320->640 q_brake,0.35,0.35,1698,0.2332155477031802,0.04388016607466708
KITTI oracle Y8 320->640 q_brake,0.35,0.45,1502,0.18575233022636484,0.032872876491140894
KITTI oracle Y8 320->640 q_brake,0.35,0.55,1317,0.14958238420653,0.027114656377666708
KITTI oracle Y8 320->640 q_brake,0.45,0.15,2464,0.3246753246753247,0.07215215958825588
KITTI oracle Y8 320->640 q_brake,0.45,0.25,2157,0.26379230412610105,0.04898592339053943
KITTI oracle Y8 320->640 q_brake,0.45,0.35,1911,0.20931449502878074,0.03412397046478475
KITTI oracle Y8 320->640 q_brake,0.45,0.45,1712,0.16355140186915887,0.025229159396839555
KITTI oracle Y8 320->640 q_brake,0.45,0.55,1519,0.12771560236998025,0.01736804635255587
KITTI oracle Y8 320->640 q_brake,0.55,0.15,2733,0.2890596414196853,0.05834358833019825
KITTI oracle Y8 320->640 q_brake,0.55,0.25,2434,0.23171733771569433,0.03927248882179828
KITTI oracle Y8 320->640 q_brake,0.55,0.35,2197,0.18206645425580337,0.026733027498441097
KITTI oracle Y8 320->640 q_brake,0.55,0.45,1990,0.14020100502512564,0.01813395113481969
KITTI oracle Y8 320->640 q_brake,0.55,0.55,1795,0.1075208913649025,0.010735817308447665
