section,track,geometry,system,target,split,n_inputs,n_affected,n_harmed,harmed_over_affected,harmed_over_all_inputs,signal,quota,ndg_recomputed,ndg_released,matches_3dp,trivial,n_test_frames,n_test_units,all_cheap_loss,gain,gain_random,delta_vs_random,delta_share_all_cheap,ndg,oracle_prize,undefined_reason,delta_lo_all_draws,delta_hi_all_draws,delta_share_lo_all_draws,delta_share_hi_all_draws,delta_lo_filtered,delta_hi_filtered,draws_dropped_by_filter,beats_random_all_draws,beats_random_filtered,available,ndg_full,ndg_min_leave_one_out,ndg_max_leave_one_out,gain_full,gain_min_leave_one_out,gain_max_leave_one_out,most_influential_unit,ndg_without_that_unit,gain_without_that_unit,ndg_change_without_that_unit
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_exact,0.3,0.24305018958920624,0.2430501895892062,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_exact,0.5,0.2441240103892891,0.2441240103892891,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.1,0.18839803628389942,0.1883980362838994,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.2,0.26415545449152317,0.2641554544915231,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.3,0.24305018958920624,0.2430501895892062,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.5,0.2441240103892891,0.2441240103892891,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.1,0.07119913661037781,0.0711991366103778,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.2,0.10478917569962884,0.1047891756996288,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.3,0.14021830728234425,0.1402183072823442,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.5,0.180037102236218,0.180037102236218,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.1,-0.05496607389103348,-0.0549660738910334,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.2,-0.016377199794679297,-0.0163771997946792,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.3,0.024950247719234785,0.0249502477192347,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.5,0.12853928318184987,0.1285392831818498,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E4_localization,0.1,0.14268088368022577,0.1426808836802257,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E4_localization,0.2,0.27470249763252413,0.2747024976325241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E4_localization,0.3,0.3273634968214734,0.3273634968214734,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E4_localization,0.5,0.22037219647196035,0.2203721964719603,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_combined,0.1,-0.08170240043117367,-0.0817024004311736,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_combined,0.2,-0.04867313407684958,-0.0486731340768495,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_combined,0.3,-0.08138389204425561,-0.0813838920442556,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_combined,0.5,0.10157953945576444,0.1015795394557644,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_fp_heavy,0.1,-0.06890139457951794,-0.0689013945795179,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_fp_heavy,0.2,-0.0089274573535606,-0.0089274573535606,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_fp_heavy,0.3,-0.007051938305972188,-0.0070519383059721,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_fp_heavy,0.5,-0.04804046149875097,-0.0480404614987509,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_loc_heavy,0.1,-0.02129005227041329,-0.0212900522704132,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_loc_heavy,0.2,-0.019139644999059513,-0.0191396449990595,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_loc_heavy,0.3,-0.024337272607218897,-0.0243372726072188,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E5_loc_heavy,0.5,-0.04939684435736587,-0.0493968443573658,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E6_risk_weighted,0.1,0.18021595529668719,0.1802159552966871,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E6_risk_weighted,0.2,0.2456683542189791,0.2456683542189791,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E6_risk_weighted,0.3,0.26995402914822214,0.2699540291482221,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,dE_E6_risk_weighted,0.5,0.3176973579838576,0.3176973579838576,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_ridge,0.1,-0.023657037705264533,-0.0236570377052645,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_ridge,0.2,-0.04308242201009874,-0.0430824220100987,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_ridge,0.3,0.09547778441190438,0.0954777844119043,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_ridge,0.5,0.2036420128657107,0.2036420128657107,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_gbm,0.1,0.0516761938664191,0.0516761938664191,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_gbm,0.2,0.07862635187025536,0.0786263518702553,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_gbm,0.3,0.1859409409375804,0.1859409409375804,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,gate_gbm,0.5,0.18536418341719293,0.1853641834171929,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_reg,0.1,0.1521784154515276,0.1521784154515276,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_reg,0.2,0.2602225170775465,0.2602225170775465,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_reg,0.3,0.25182021784553055,0.2518202178455305,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_reg,0.5,0.365311070310165,0.365311070310165,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_clf,0.1,0.004847750510364475,0.0048477505103644,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_clf,0.2,0.06451563092146581,0.0645156309214658,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_clf,0.3,0.19103892955883386,0.1910389295588338,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_mlp_clf,0.5,0.18389904179966346,0.1838990417996634,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_reg,0.1,-0.1153245115766636,-0.1153245115766636,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_reg,0.2,-0.06207022040858505,-0.062070220408585,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_reg,0.3,-0.0065369250984928535,-0.0065369250984928,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_reg,0.5,0.1569870725547404,0.1569870725547404,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_clf,0.1,0.0726390887865458,0.0726390887865458,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_clf,0.2,0.13124556804721843,0.1312455680472184,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_clf,0.3,0.10391328012805408,0.103913280128054,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R1_gbm_clf,0.5,0.20416971796839067,0.2041697179683906,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R2_cnn_clf,0.1,0.035943611415058425,0.0359436114150584,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R2_cnn_clf,0.2,0.08178641749311062,0.0817864174931106,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R2_cnn_clf,0.3,0.1070690114514062,0.1070690114514062,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,R2_cnn_clf,0.5,0.07834688163271891,0.0783468816327189,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,oracle,0.1,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,oracle,0.2,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,oracle,0.3,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,nuScenes,mono,plan_fde,JC_fde,,,,,,,oracle,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,uncertainty,0.1,-0.011913112921908671,-0.0119131129219086,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,uncertainty,0.2,-0.010555016596204083,-0.010555016596204,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,uncertainty,0.3,0.04089481073533322,0.0408948107353332,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,uncertainty,0.5,0.0863109984863065,0.0863109984863065,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_cheap,0.1,0.012017909414423723,0.0120179094144237,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_cheap,0.2,-0.011736968216134316,-0.0117369682161343,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_cheap,0.3,0.07404426276695532,0.0740442627669553,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_cheap,0.5,0.05420769997000277,0.0542076999700027,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_gt,0.1,0.06513452289261061,0.0651345228926106,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_gt,0.2,0.07112264243116993,0.0711226424311699,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_gt,0.3,0.0642700237727744,0.0642700237727744,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,criticality_gt,0.5,0.04600202167711386,0.0460020216771138,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_exact,0.1,0.1595010762719103,0.1595010762719103,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_exact,0.2,0.2677615519242361,0.2677615519242361,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_exact,0.3,0.4325771788757213,0.4325771788757213,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_exact,0.5,0.6343822138504808,0.6343822138504808,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E1_fn_only,0.1,0.1595010762719103,0.1595010762719103,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E1_fn_only,0.2,0.2677615519242361,0.2677615519242361,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E1_fn_only,0.3,0.4325771788757213,0.4325771788757213,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E1_fn_only,0.5,0.6343822138504808,0.6343822138504808,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.1,0.16275571928190344,0.1627557192819034,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.2,0.2574102198327919,0.2574102198327919,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.3,0.39672605195670074,0.3967260519567007,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E2_fn_fp,0.5,0.5244640553635544,0.5244640553635544,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E3_class_aware,0.1,0.16092251376437997,0.1609225137643799,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E3_class_aware,0.2,0.271825550528729,0.271825550528729,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E3_class_aware,0.3,0.4349648442196619,0.4349648442196619,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E3_class_aware,0.5,0.6332846211046151,0.6332846211046151,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E4_localization,0.1,0.18782285019489126,0.1878228501948912,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E4_localization,0.2,0.28065156518879825,0.2806515651887982,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E4_localization,0.3,0.4642958439418635,0.4642958439418635,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E4_localization,0.5,0.5836812158864135,0.5836812158864135,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_combined,0.1,0.18505662889402302,0.185056628894023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_combined,0.2,0.29177547063058434,0.2917754706305843,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_combined,0.3,0.42848883009473226,0.4284888300947322,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_combined,0.5,0.584800652826356,0.584800652826356,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.1,0.12417863804591822,0.1241786380459182,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.2,0.23332054648206607,0.233320546482066,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.3,0.2895169016117638,0.2895169016117638,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_fp_heavy,0.5,0.40803761634354085,0.4080376163435408,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.1,0.12309311341534622,0.1230931134153462,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.2,0.2094069211276166,0.2094069211276166,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.3,0.28999180943322306,0.289991809433223,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E5_loc_heavy,0.5,0.40732499805579436,0.4073249980557943,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.1,0.09836875156219835,0.0983687515621983,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.2,0.17780175555149894,0.1778017555514989,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.3,0.21024804441117714,0.2102480444111771,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,dE_E6_risk_weighted,0.5,0.7361324129294191,0.7361324129294191,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_ridge,0.1,0.06642562068705554,0.0664256206870555,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_ridge,0.2,0.23777352976812974,0.2377735297681297,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_ridge,0.3,0.3173116310413345,0.3173116310413345,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_ridge,0.5,0.312439698424948,0.312439698424948,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_gbm,0.1,0.08149261533444513,0.0814926153344451,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_gbm,0.2,0.20651883242934632,0.2065188324293463,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_gbm,0.3,0.4472758423242667,0.4472758423242667,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,gate_gbm,0.5,0.6511796960332302,0.6511796960332302,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_reg,0.1,0.11797563332799332,0.1179756333279933,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_reg,0.2,0.26668289551175844,0.2666828955117584,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_reg,0.3,0.4086798888490506,0.4086798888490506,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_reg,0.5,0.5826525569562542,0.5826525569562542,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_clf,0.1,0.16010225945349735,0.1601022594534973,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_clf,0.2,0.252936091160369,0.252936091160369,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_clf,0.3,0.4052108183804548,0.4052108183804548,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_mlp_clf,0.5,0.5788855561826143,0.5788855561826143,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_reg,0.1,0.12711712478701379,0.1271171247870137,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_reg,0.2,0.2952649023582704,0.2952649023582704,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_reg,0.3,0.5022377696657874,0.5022377696657874,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_reg,0.5,0.5873031666534573,0.5873031666534573,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_clf,0.1,0.23202760183377788,0.2320276018337778,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_clf,0.2,0.3240416248981891,0.3240416248981891,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_clf,0.3,0.5309162938596554,0.5309162938596554,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R1_gbm_clf,0.5,0.6391598142230339,0.6391598142230339,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R2_cnn_clf,0.1,0.09324837365424664,0.0932483736542466,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R2_cnn_clf,0.2,0.1318687609677234,0.1318687609677234,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R2_cnn_clf,0.3,0.15729201272069468,0.1572920127206946,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,R2_cnn_clf,0.5,0.26272346461082635,0.2627234646108263,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,oracle,0.1,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,oracle,0.2,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,oracle,0.3,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,brake,J,,,,,,,oracle,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,traj,JB,,,,,,,uncertainty,0.1,-0.0011342939364765816,-0.0011342939364765,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,traj,JB,,,,,,,uncertainty,0.2,0.03117699857250139,0.0311769985725013,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanity,KITTI,oracle,traj,JB,,,,,,,uncertainty,0.3,0.04931408493123599,0.0493140849312359,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
