section,track,geometry,system,target,split,n_inputs,n_affected,n_harmed,harmed_over_affected,harmed_over_all_inputs,signal,quota,ndg_recomputed,ndg_released,matches_3dp,trivial,n_test_frames,n_test_units,all_cheap_loss,gain,gain_random,delta_vs_random,delta_share_all_cheap,ndg,oracle_prize,undefined_reason,delta_lo_all_draws,delta_hi_all_draws,delta_share_lo_all_draws,delta_share_hi_all_draws,delta_lo_filtered,delta_hi_filtered,draws_dropped_by_filter,beats_random_all_draws,beats_random_filtered,available,ndg_full,ndg_min_leave_one_out,ndg_max_leave_one_out,gain_full,gain_min_leave_one_out,gain_max_leave_one_out,most_influential_unit,ndg_without_that_unit,gain_without_that_unit,ndg_change_without_that_unit
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E5_loc_heavy,0.1,,,,False,752.0,24.0,2978.375498800933,9.91377933914723,7.837624598871421,2.0761547402758085,0.0006970762219577919,0.06443707089828267,153.85211029838175,,-24.037127419021694,32.31499211798483,-0.00807054967672774,0.010849871727387815,-24.037127419021694,32.31499211798483,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E5_loc_heavy,0.2,,,,False,752.0,24.0,2978.375498800933,1.772146569676727,15.675249197742842,-13.903102628066115,-0.004668015377397302,0.01042824933834499,169.93711141528715,,-48.881674487585805,21.759908277669368,-0.01641219332729037,0.007305965378250562,-48.881674487585805,21.759908277669368,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E5_loc_heavy,0.3,,,,False,752.0,24.0,2978.375498800933,0.08061323258275446,23.61737545793255,-23.536762225349793,-0.007902550311344382,0.0004616260497366217,174.62886383631928,,-68.1050209928736,14.821269531949504,-0.022866499210825522,0.004976293129565567,-68.1050209928736,14.821269531949504,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E5_loc_heavy,0.5,,,,False,752.0,24.0,2978.375498800933,-1.462455590799285,39.29262465567539,-40.75508024647468,-0.013683660862400426,-0.008374629905100593,174.62928002449064,,-105.99917697674061,9.730160167428512,-0.035589594736934585,0.0032669353381888163,-105.99917697674061,9.730160167428512,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.1,,,,False,752.0,24.0,2978.375498800933,50.00130495510092,7.837624598871421,42.1636803562295,0.01415660328027954,0.32499589936158874,153.85211029838175,,-4.071674283982333,111.41560107623847,-0.0013670788943911042,0.03740817808939584,-4.071674283982333,111.41560107623847,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.2,,,,False,752.0,24.0,2978.375498800933,68.66943899974942,15.675249197742842,52.994189802006574,0.017792984740621708,0.40408736165896764,169.93711141528715,,-9.795382278657051,159.7562971098339,-0.0032888338903541824,0.05363873600697774,-9.795382278657051,159.7562971098339,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.3,,,,False,752.0,24.0,2978.375498800933,68.964935185332,23.61737545793255,45.34755972739944,0.015225601924826455,0.3949228877190271,174.62886383631928,,-14.266271813788485,147.20622507978115,-0.0047899507028351385,0.04942500538936243,-14.266271813788485,147.20622507978115,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.5,,,,False,752.0,24.0,2978.375498800933,71.88970552462214,39.29262465567539,32.597080868946755,0.010944584013019863,0.41167039980088144,174.62928002449064,,-15.928722684441995,106.0863423781016,-0.005348124402330986,0.0356188608255779,-15.928722684441995,106.0863423781016,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.1,,,,False,752.0,24.0,2978.375498800933,-1.2211050702145243,7.837624598871421,-9.058729669085945,-0.0030415001979209495,-0.00793687566485962,153.85211029838175,,-24.680043069978026,21.88620895187331,-0.008286410857164916,0.007348371271750153,-24.680043069978026,21.88620895187331,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.2,,,,False,752.0,24.0,2978.375498800933,10.647596671293366,15.675249197742842,-5.027652526449476,-0.0016880519358534755,0.06265610014561854,169.93711141528715,,-30.57990694098406,25.30435886871327,-0.010267310805267922,0.008496027072107119,-30.57990694098406,25.30435886871327,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.3,,,,False,752.0,24.0,2978.375498800933,24.454020485091117,23.61737545793255,0.8366450271585677,0.00028090649667759937,0.1400342414642978,174.62886383631928,,-26.879815611105435,25.086677566755196,-0.009024992188502425,0.008422939812946643,-26.879815611105435,25.086677566755196,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.5,,,,False,752.0,24.0,2978.375498800933,38.4079457740058,39.29262465567539,-0.8846788816695863,-0.0002970340314798285,0.21993989649742204,174.62928002449064,,-26.50215319054308,32.09354963259851,-0.008898190708731187,0.010775521637724685,-26.50215319054308,32.09354963259851,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.1,,,,False,752.0,24.0,2978.375498800933,4.597520811645431,7.837624598871421,-3.2401037872259897,-0.0010878761890602531,0.029882728307911867,153.85211029838175,,-19.466811352516363,13.142574619613303,-0.006536050058279597,0.004412665436209901,-19.466811352516363,13.142574619613303,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.2,,,,False,752.0,24.0,2978.375498800933,7.1417770190609815,15.675249197742842,-8.53347217868186,-0.0028651431567703126,0.042025999851251584,169.93711141528715,,-25.607114844073255,16.215821200886126,-0.008597678450679724,0.0054445187342611655,-25.607114844073255,16.215821200886126,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.3,,,,False,752.0,24.0,2978.375498800933,17.842231302118144,23.61737545793255,-5.775144155814406,-0.0019390248671261989,0.10217229219816593,174.62886383631928,,-21.495693319231307,9.273492325530803,-0.007217254281028459,0.0031136075116331794,-21.495693319231307,9.273492325530803,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.5,,,,False,752.0,24.0,2978.375498800933,44.470508755735,39.29262465567539,5.177884100059607,0.0017384927126026172,0.25465665751756117,174.62928002449064,,-28.717319561334932,30.555330406491915,-0.009641940572267084,0.010259059147778114,-28.717319561334932,30.555330406491915,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.1,,,,False,752.0,24.0,2978.375498800933,26.168917021691158,7.837624598871421,18.331292422819736,0.006154795602569168,0.1700913752235117,153.85211029838175,,-10.543267495419677,58.88323372669972,-0.003539938969973497,0.019770251853873218,-10.543267495419677,58.88323372669972,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.2,,,,False,752.0,24.0,2978.375498800933,42.49721238938536,15.675249197742842,26.821963191642517,0.009005568036146145,0.2500761136602585,169.93711141528715,,-12.372322270317298,72.54214151349686,-0.004154050513542796,0.024356277958471544,-12.372322270317298,72.54214151349686,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.3,,,,False,752.0,24.0,2978.375498800933,47.12051644375705,23.61737545793255,23.503140985824498,0.007891261862477263,0.2698323484937942,174.62886383631928,,-17.931224307549392,63.33329768698826,-0.006020471332365022,0.02126437640669743,-17.931224307549392,63.33329768698826,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.5,,,,False,752.0,24.0,2978.375498800933,47.24172641587957,39.29262465567539,7.949101760204179,0.0026689387430847505,0.2705258042022175,174.62928002449064,,-25.933350904641472,37.35500945357223,-0.008707213350056768,0.012542075191194333,-25.933350904641472,37.35500945357223,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.1,,,,False,752.0,24.0,2978.375498800933,10.944249352749996,7.837624598871421,3.1066247538785747,0.0010430601363492526,0.07113486666854715,153.85211029838175,,-17.99982134681622,30.858000603509193,-0.006043503028433716,0.010360681725971875,-17.99982134681622,30.858000603509193,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.2,,,,False,752.0,24.0,2978.375498800933,17.288342146574642,15.675249197742842,1.6130929488318007,0.0005416016044589465,0.10173376493569976,169.93711141528715,,-23.873844577171525,40.762109092759,-0.008015726890978963,0.013686020822145982,-23.873844577171525,40.762109092759,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.3,,,,False,752.0,24.0,2978.375498800933,21.039280784025905,23.61737545793255,-2.5780946739066444,-0.0008656043117949908,0.1204799729084085,174.62886383631928,,-30.37592103415099,36.31359606458628,-0.010198821822963578,0.01219241700020894,-30.37592103415099,36.31359606458628,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.5,,,,False,752.0,24.0,2978.375498800933,28.726755008600108,39.29262465567539,-10.565869647075282,-0.0035475277215142966,0.16450136543294094,174.62928002449064,,-42.515532059423435,31.532624449474838,-0.014274738721339804,0.01058718904388301,-42.515532059423435,31.532624449474838,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.1,,,,False,752.0,24.0,2978.375498800933,-6.525101570011802,7.837624598871421,-14.362726168883222,-0.004822335590212021,-0.042411518160894765,153.85211029838175,,-27.466943136720243,-3.5744214054617993,-0.00922212231056097,-0.0012001244997149718,-27.466943136720243,-3.5744214054617993,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.2,,,,False,752.0,24.0,2978.375498800933,-3.670346986686976,15.675249197742842,-19.345596184429816,-0.0064953516412615455,-0.02159826630051098,169.93711141528715,,-35.71953249229058,-6.100033647156669,-0.01199295807619655,-0.00204810765117175,-35.71953249229058,-6.100033647156669,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.3,,,,False,752.0,24.0,2978.375498800933,-1.362058600683966,23.61737545793255,-24.979434058616516,-0.008386932429666108,-0.007799733507747218,174.62886383631928,,-43.57403134814064,-1.871370277635636,-0.01463013356297188,-0.0006283191217457411,-43.57403134814064,-1.871370277635636,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.5,,,,False,752.0,24.0,2978.375498800933,17.25136041027482,39.29262465567539,-22.04126424540057,-0.00740043162934767,0.09878847583781727,174.62928002449064,,-43.22048899174278,-2.2130209314349014,-0.014511430479179995,-0.0007430295247613484,-43.22048899174278,-2.2130209314349014,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.1,,,,False,752.0,24.0,2978.375498800933,7.473732626468722,7.837624598871421,-0.36389197240269855,-0.0001221780035959865,0.04857738130451456,153.85211029838175,,-15.264116481623835,15.35476949285158,-0.005124980543174972,0.005155417609039985,-15.264116481623835,15.35476949285158,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.2,,,,False,752.0,24.0,2978.375498800933,15.312209086453821,15.675249197742842,-0.3630401112890205,-0.00012189198824499365,0.09010515101103672,169.93711141528715,,-41.982833795707684,51.68153822855565,-0.014095883414502164,0.017352257379689755,-41.982833795707684,51.68153822855565,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.3,,,,False,752.0,24.0,2978.375498800933,45.14579007150322,23.61737545793255,21.52841461357067,0.007228240570149,0.2585242157551838,174.62886383631928,,-41.374972768292466,87.20944812639752,-0.013891791946633208,0.029280877498994752,-41.374972768292466,87.20944812639752,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.5,,,,False,752.0,24.0,2978.375498800933,67.19134145595567,39.29262465567539,27.898716800280276,0.009367091829593699,0.38476561001988047,174.62928002449064,,-25.13429233958289,94.63827647242796,-0.008438926639606633,0.03177513262197076,-25.13429233958289,94.63827647242796,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.1,,,,False,752.0,24.0,2978.375498800933,4.986528056202017,7.837624598871421,-2.8510965426694037,-0.0009572656449185904,0.03241117750371518,153.85211029838175,,-21.258642457502454,28.092199058674215,-0.007137663624368717,0.00943205417516491,-21.258642457502454,28.092199058674215,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.2,,,,False,752.0,24.0,2978.375498800933,10.085139539564311,15.675249197742842,-5.59010965817853,-0.0018768988868022374,0.05934630438032193,169.93711141528715,,-28.20986726790155,21.75040976952988,-0.009471561688329288,0.00730277622089169,-28.20986726790155,21.75040976952988,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.3,,,,False,752.0,24.0,2978.375498800933,15.881359868730705,23.61737545793255,-7.736015589201845,-0.002597394315228652,0.09094349879992578,174.62886383631928,,-32.08768643662227,21.325067942137498,-0.010773553049150612,0.0071599662133679165,-32.08768643662227,21.325067942137498,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.5,,,,False,752.0,24.0,2978.375498800933,47.0205838301827,39.29262465567539,7.727959174507312,0.0025946893457922003,0.2692594496386194,174.62928002449064,,-19.9084128869585,32.493536517747366,-0.006684319319365019,0.010909818634631183,-19.9084128869585,32.493536517747366,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.1,,,,True,752.0,24.0,2978.375498800933,-2.4480002608044695,7.837624598871421,-10.28562485967589,-0.003453434553103458,-0.01591138565507358,153.85211029838175,,-24.653577700657813,1.3937954042205312,-0.008277525016769417,0.00046797168616974605,-24.653577700657813,1.3937954042205312,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.2,,,,True,752.0,24.0,2978.375498800933,-2.563584353076707,15.675249197742842,-18.23883355081955,-0.006123752212628105,-0.015085488577076596,169.93711141528715,,-46.35483743441624,2.9179698339179887,-0.015563798941093316,0.000979718586555905,-46.35483743441624,2.9179698339179887,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.3,,,,True,752.0,24.0,2978.375498800933,-3.778833853549148,23.61737545793255,-27.396209311481698,-0.009198373181122113,-0.02163922830701729,174.62886383631928,,-66.88755435621478,6.929191255969617,-0.02245773052563154,0.002326500220928908,-66.88755435621478,6.929191255969617,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.5,,,,True,752.0,24.0,2978.375498800933,11.486980361941143,39.29262465567539,-27.805644293734247,-0.009335842409705742,0.06577923450368785,174.62928002449064,,-104.50697680660406,19.11068579436175,-0.035088583306126984,0.006416479655454974,-104.50697680660406,19.11068579436175,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.1,,,,True,752.0,24.0,2978.375498800933,4.4974679112703235,7.837624598871421,-3.3401566876010973,-0.0011214693006123015,0.029232409633822416,153.85211029838175,,-37.62187938632141,31.44944646873518,-0.012631677705335555,0.010559261745671907,-37.62187938632141,31.44944646873518,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.2,,,,True,752.0,24.0,2978.375498800933,1.2935884599715255,15.675249197742842,-14.381660737771316,-0.004828692937999672,0.0076121598701904105,169.93711141528715,,-54.072848725640775,26.731537042535606,-0.018155148250249175,0.00897520714003237,-54.072848725640775,26.731537042535606,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.3,,,,True,752.0,24.0,2978.375498800933,-1.8254782897961634,23.61737545793255,-25.442853747728712,-0.008542527212559926,-0.010453474011645609,174.62886383631928,,-73.93551847154458,19.480825458627127,-0.024824109149873933,0.006540755343464895,-73.93551847154458,19.480825458627127,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.5,,,,True,752.0,24.0,2978.375498800933,11.032975316991397,39.29262465567539,-28.259649338683992,-0.009488276192864556,0.06317941249854603,174.62928002449064,,-93.15682364295672,13.362757027481093,-0.03127772964841431,0.0044865924504350835,-93.15682364295672,13.362757027481093,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.1,,,,True,752.0,24.0,2978.375498800933,-3.508496990445693,7.837624598871421,-11.346121589317114,-0.003809500042518131,-0.022804347523354033,153.85211029838175,,-38.38185186469462,6.05201278740344,-0.012886841125354006,0.002031984479404939,-38.38185186469462,6.05201278740344,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.2,,,,True,752.0,24.0,2978.375498800933,-10.278597763500667,15.675249197742842,-25.953846961243507,-0.00871409497281061,-0.06048471506840046,169.93711141528715,,-60.692433852960434,0.5192199247573118,-0.020377697129658316,0.00017432990734927314,-60.692433852960434,0.5192199247573118,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.3,,,,True,752.0,24.0,2978.375498800933,-17.30407613106461,23.61737545793255,-40.92145158899716,-0.01373952062306172,-0.0990905841733233,174.62886383631928,,-80.18702650799405,4.231094241215033,-0.026923074857510953,0.001420604703106923,-80.18702650799405,4.231094241215033,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.5,,,,True,752.0,24.0,2978.375498800933,0.2664794140342045,39.29262465567539,-39.02614524164119,-0.013103164882115353,0.0015259721279090909,174.62928002449064,,-102.90288778731716,10.203403703964211,-0.034550004802532425,0.003425828512245017,-102.90288778731716,10.203403703964211,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.1,,,,True,752.0,24.0,2978.375498800933,-14.86985654669076,7.837624598871421,-22.70748114556218,-0.007624116285775251,-0.09665032554868483,153.85211029838175,,-40.15092417647197,-4.681583034696539,-0.013480813346952513,-0.0015718578925260772,-40.15092417647197,-4.681583034696539,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.2,,,,True,752.0,24.0,2978.375498800933,-14.465666085113583,15.675249197742842,-30.140915282856426,-0.010119917819291384,-0.08512364347398389,169.93711141528715,,-62.208376767589456,-5.940977926042607,-0.02088668027004452,-0.001994704136007831,-62.208376767589456,-5.940977926042607,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.3,,,,True,752.0,24.0,2978.375498800933,2.9277398782057835,23.61737545793255,-20.689635579726765,-0.006946617573256369,0.016765498061935353,174.62886383631928,,-72.80382683403604,15.67918896208364,-0.0244441397209137,0.005264342581516648,-72.80382683403604,15.67918896208364,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.5,,,,True,752.0,24.0,2978.375498800933,7.274013031294953,39.29262465567539,-32.01861162438043,-0.01075036093913304,0.04165402863869575,174.62928002449064,,-104.88796786664506,15.00301264731087,-0.03521650238825561,0.005037314016768855,-104.88796786664506,15.00301264731087,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.1,,,,False,752.0,24.0,2978.375498800933,153.85211029838175,7.837624598871421,146.01448569951032,0.04902487472056308,1.0,153.85211029838175,,66.14570810577406,257.8272921879662,0.02220865305009517,0.08656641591759169,66.14570810577406,257.8272921879662,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.2,,,,False,752.0,24.0,2978.375498800933,169.93711141528715,15.675249197742842,154.26186221754432,0.05179396025774747,1.0,169.93711141528715,,77.0323359007303,263.25680161245884,0.025863876442625458,0.08838939271372721,77.0323359007303,263.25680161245884,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.3,,,,False,752.0,24.0,2978.375498800933,174.62886383631928,23.61737545793255,151.01148837838673,0.050702635862799224,1.0,174.62886383631928,,80.2122117407611,252.34849123852686,0.02693153088757741,0.08472688931940249,80.2122117407611,252.34849123852686,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.5,,,,False,752.0,24.0,2978.375498800933,174.62928002449064,39.29262465567539,135.33665536881526,0.045439755807587245,1.0,174.62928002449064,,76.84121141421728,212.85644033238535,0.02579970572721702,0.0714672949794542,76.84121141421728,212.85644033238535,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.1,,,,False,752.0,24.0,5729.766952419244,-19.51280471714583,17.368684980013377,-36.88148969715921,-0.006436821951647958,-0.046981542965391726,415.3291587617643,,-137.90872637924144,62.253862670709786,-0.024068819469352604,0.010864990354350228,-137.90872637924144,62.253862670709786,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.2,,,,False,752.0,24.0,5729.766952419244,-25.811456645217056,34.737369960026754,-60.54882660524381,-0.010567415238359502,-0.059225969948410534,435.8131520294294,,-164.7717725000511,41.58364715664115,-0.02875715083498824,0.007257476176947047,-164.7717725000511,41.58364715664115,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.3,,,,False,752.0,24.0,5729.766952419244,-44.482080614431304,52.33763740644031,-96.81971802087162,-0.016897671201093444,-0.10206686146871387,435.8131520294294,,-211.15093591037837,26.35640912949854,-0.03685157488320278,0.004599909446294362,-211.15093591037837,26.35640912949854,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.5,,,,False,752.0,24.0,5729.766952419244,25.745401589459682,87.07500736646706,-61.32960577700738,-0.010703682416108138,0.05907440257269051,435.8131520294294,,-211.82039129670576,45.19252609494184,-0.0369684130359386,0.007887323598014834,-211.82039129670576,45.19252609494184,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.1,,,,False,752.0,24.0,5729.766952419244,-4.483426715369822,17.368684980013377,-21.8521116953832,-0.003813787170899982,-0.010794875873238524,415.3291587617643,,-82.7715528446532,36.76826945407146,-0.014445884716079958,0.006417061943251813,-82.7715528446532,36.76826945407146,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.2,,,,False,752.0,24.0,5729.766952419244,-20.76865132701904,34.737369960026754,-55.5060212870458,-0.009687308706964047,-0.04765494393711318,435.8131520294294,,-130.1148180773213,11.41604263667861,-0.02270857072509445,0.001992409592131576,-130.1148180773213,11.41604263667861,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.3,,,,False,752.0,24.0,5729.766952419244,-31.934880170640625,52.33763740644031,-84.27251757708093,-0.014707843840227929,-0.07327654069623889,435.8131520294294,,-161.79434864837003,1.5915214407564096,-0.028237509481961846,0.0002777637300037886,-161.79434864837003,1.5915214407564096,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.5,,,,False,752.0,24.0,5729.766952419244,-33.45683397211573,87.07500736646706,-120.5318413385828,-0.02103608093304587,-0.07676875701506244,435.8131520294294,,-254.96019702644523,2.798590984706596,-0.04449748116174166,0.0004884301591925941,-254.96019702644523,2.798590984706596,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.1,,,,False,752.0,24.0,5729.766952419244,-39.1031748274995,17.368684980013377,-56.47185980751288,-0.009855873768769795,-0.094149842366183,415.3291587617643,,-105.13210351917111,17.436594703088144,-0.018348408302152994,0.003043159494597943,-105.13210351917111,17.436594703088144,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.2,,,,False,752.0,24.0,5729.766952419244,-16.053227572630085,34.737369960026754,-50.79059753265684,-0.008864339152783838,-0.03683511499796603,435.8131520294294,,-133.71676010708475,15.341369983300677,-0.02333720746715996,0.002677485857749098,-133.71676010708475,15.341369983300677,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.3,,,,False,752.0,24.0,5729.766952419244,-55.6290481123691,52.33763740644031,-107.96668551880941,-0.018843119871258168,-0.127644261889124,435.8131520294294,,-195.98601111314056,-10.083108948022206,-0.03420488350409969,-0.0017597764502035945,-195.98601111314056,-10.083108948022206,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.5,,,,False,752.0,24.0,5729.766952419244,40.541527429205395,87.07500736646706,-46.53347993726167,-0.00812135647464931,0.0930250205630961,435.8131520294294,,-239.1337515733007,55.457378592512946,-0.0417353364559326,0.009678819235239142,-239.1337515733007,55.457378592512946,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,PKL,0.1,,,,False,752.0,24.0,5729.766952419244,57.33859329561352,17.368684980013377,39.969908315600144,0.006975834906989348,0.1380557856004118,415.3291587617643,,-25.453121024427922,133.87755929646835,-0.004442261131350379,0.023365271294313646,-25.453121024427922,133.87755929646835,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,PKL,0.2,,,,False,752.0,24.0,5729.766952419244,33.718571223981044,34.737369960026754,-1.01879873604571,-0.000177808058251924,0.07736932918835848,435.8131520294294,,-52.097641734114646,120.81399386023877,-0.009092453875827843,0.021085324213618882,-52.097641734114646,120.81399386023877,0.0,False,False,,,,,,,,,,,
