dataset,detector,cheap_mode,full_mode,geometry,n_frames,n_seqs,JB_all_cheap,JB_all_full,JB_oracle_at_20pct,oracle_reduction_frac,all_full_reduction_frac,frames_dJB_nonzero,frames_dJB_pos,frames_dJB_neg,plan_change_rate,collision_rate_cheap,collision_rate_full
KITTI,YOLOv8s,cheap_320,full_640,mono,8008,21,20414.639598770045,17747.24855712361,16732.576733988648,0.18036384365086888,0.13066069713065823,957,556,401,0.08591408591408592,0.14647852147852147,0.12400099900099901
KITTI,YOLOv8s,cheap_320,full_640,oracle,8008,21,8484.564075786537,2630.8727297653672,2609.1877307843833,0.6924782808546937,0.6899224631618472,637,610,27,0.06018981018981019,0.04995004995004995,0.0018731268731268732
KITTI,YOLOv8s,cheap_384,full_640,mono,8008,21,18883.24513858691,17747.24855712361,16793.49530382325,0.1106668805825842,0.060158970194267664,697,392,305,0.05831668331668332,0.13336663336663337,0.12400099900099901
KITTI,YOLOv8s,cheap_512,full_640,mono,8008,21,17647.360347654736,17747.24855712361,16732.021152370293,0.05186833482470867,-0.0056602351570471,446,233,213,0.034340659340659344,0.12325174825174826,0.12400099900099901
KITTI,RT-DETR-l,rt_cheap_320,rt_full_640,mono,8008,21,17766.293016631098,17351.65407015027,16034.762813479234,0.09746153581565786,0.023338517837833812,803,425,378,0.06755744255744256,0.1245004995004995,0.121003996003996
KITTI,RT-DETR-l,rt_mid_480,rt_full_640,mono,8008,21,17880.42031162065,17351.65407015027,16627.071589452942,0.07009615547757267,0.02957236084247588,492,269,223,0.03871128871128871,0.12512487512487513,0.121003996003996
