task,variant,signal,scene_normalised,n_frames,n_scenes,eta_10,reduction_frac_10,tie_frac_10,eta_10_lo,eta_10_hi,eta_10_boot_dropped,eta_20,reduction_frac_20,tie_frac_20,eta_20_lo,eta_20_hi,eta_20_boot_dropped,eta_30,reduction_frac_30,tie_frac_30,eta_30_lo,eta_30_hi,eta_30_boot_dropped,eta_50,reduction_frac_50,tie_frac_50,eta_50_lo,eta_50_hi,eta_50_boot_dropped,spearman_vs_dJ,kendall_vs_dJ,inversion_rate_vs_dJ,top10_overlap_vs_dJ,top20_overlap_vs_dJ
longitudinal,mono,random,False,3376,85,0.05919481995541567,0.01643708200366662,,-0.01951705410362924,0.18629824928495042,0.0,0.13539251520827825,0.03759548347029891,,-0.00044448915743852425,0.28087730162474756,0.0,0.19236741642036734,0.05341614352263569,,0.03540389604844818,0.3524167514284711,0.0,0.3144250929946723,0.08730883954806415,,0.11549863261756363,0.4753715754380106,0.0,,,,,
longitudinal,mono,uncertainty,False,3376,85,0.17503588117018767,0.04860356251687865,0.0029585798816568047,0.011865036278301206,0.3549480459155439,0.0,0.24698358188073788,0.06858183523474982,0.0014814814814814814,0.10267392584449192,0.3796404339293701,0.0,0.28495700878656366,0.07912620942967791,0.0009871668311944718,0.1411070458824706,0.42578424203247,0.0,0.450216681650644,0.1250151368191342,0.0005924170616113745,0.27768998541557666,0.5595633849565865,0.0,0.01080069868537589,0.008828737280943242,0.4931597821755877,0.07396449704142012,0.14074074074074075
longitudinal,mono,criticality,False,3376,85,0.07723858589822659,0.021447433596598793,0.0029585798816568047,0.004793024678244964,0.17110159440203218,0.0,0.1764053073874748,0.048983821651858245,0.0014814814814814814,0.060193073093460586,0.32229732345768003,0.0,0.3374499812683804,0.09370233777924808,0.0009871668311944718,0.12428599581567774,0.4978134039490323,0.0,0.48386246160218155,0.1343578199214273,0.0005924170616113745,0.2990914302502561,0.6502948548023072,0.0,0.03807170291063751,0.030763412080988733,0.4603644793611952,0.1242603550295858,0.2088888888888889
longitudinal,mono,perception_oracle_dE,False,3376,85,0.01099136294372247,0.0030520564835589104,0.03550295857988166,-0.04065351350223682,0.06750358941362176,0.0,0.05275328770516546,0.014648412084468074,0.5170370370370371,-0.029829194174319784,0.1520555751410917,0.0,0.1171693165706564,0.03253530741771017,0.3168805528134255,0.0069948938855823395,0.26702378409818234,0.0,0.25986190230747747,0.07215785774961257,0.09774881516587677,0.07944243918473379,0.455122488371048,0.0,0.005635380553375443,0.005122046189110874,0.4924088840834347,0.12721893491124261,0.16444444444444445
longitudinal,mono,best_dE_metric (E6_risk_weighted),False,3376,85,0.1582487698621228,0.043942155904219515,0.0029585798816568047,0.06075645009725252,0.3144068351689299,0.0,0.22663684210831553,0.0629319991443881,0.0014814814814814814,0.06627569696753458,0.39924023716168205,0.0,0.22278245423441004,0.061861721549067425,0.0009871668311944718,0.06014063157009843,0.401235997741157,0.0,0.2729006886092984,0.07577843806107795,0.1362559241706161,0.06905802410092554,0.47152613801951954,0.0,0.02163837205940621,0.01868385050438525,0.47365708622398417,0.1863905325443787,0.25037037037037035
longitudinal,mono,multimetric_dE_oracle,False,3376,85,0.263937248799924,0.07328949062796497,0.0029585798816568047,0.08737254816334145,0.4472510674511919,0.0,0.3500913923487005,0.09721257584950124,0.0044444444444444444,0.13052536808603848,0.5221416394203803,0.0,0.34716233670033625,0.09639924238684812,0.0029615004935834156,0.125550906066326,0.5122511211103897,0.0,0.4003846785509557,0.11117790035193201,0.0005924170616113745,0.21560768001463884,0.5360826701905199,0.0,0.017215785748018284,0.013766302400552212,0.4792036971205119,0.12130177514792899,0.2088888888888889
longitudinal,mono,PKL_gain,False,3376,85,0.23675078128502766,0.06574041460629719,0.0029585798816568047,0.04963727195169955,0.4189581584549124,0.0,0.28908772312244596,0.0802732167239607,0.0014814814814814814,0.1296400631918072,0.4473169948569037,0.0,0.37189565033633804,0.10326713225902895,0.0009871668311944718,0.2122425655129493,0.5023708201766782,0.0,0.42228759837744956,0.11725985295486203,0.19075829383886256,0.2688030340021174,0.539298357237074,0.0,0.04441283702198295,0.03635301507288566,0.45586485056863263,0.14497041420118342,0.22518518518518518
longitudinal,mono,TIP_gain,False,3376,85,0.24868884373295522,0.06905534843951558,0.0029585798816568047,0.07962078706241862,0.43965517893056644,0.0,0.2706045609605365,0.07514085459546369,0.0014814814814814814,0.11191369329518555,0.44171924681332625,0.0,0.33199310625603956,0.09218708522625169,0.0009871668311944718,0.17759325808291673,0.47313423953382877,0.0,0.421055789471397,0.11691780707961681,0.1877962085308057,0.26199778979021465,0.5257437289358576,0.0,0.021322339173270748,0.017268772236728534,0.4783038776048536,0.14201183431952663,0.21925925925925926
longitudinal,mono,decision_oracle_dJ,False,3376,85,1.0,0.27767770923277907,0.5118343195266272,1.0,1.0,0.0,1.0,0.27767770923277907,0.7555555555555555,1.0,1.0,0.0,1.0,0.27767770923277907,0.8371174728529122,1.0,1.0,0.0,1.0,0.27767770923277907,0.9022511848341233,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
longitudinal,mono,uncertainty [scene-z],True,3376,85,0.02079306792879358,0.005773771470388968,0.0029585798816568047,-0.040143146134085296,0.09917428689505467,0.0,0.05557544927020375,0.015432063442932702,0.0014814814814814814,-0.03704507959494816,0.19925913796757505,0.0,0.18222634258706957,0.0506001933714451,0.0009871668311944718,0.05623637613456693,0.36238363525100303,0.0,0.31366404909657375,0.08709751462181455,0.0005924170616113745,0.14745886299439062,0.5004830597398173,0.0,0.030352366098958104,0.024362421612006368,0.4696663133892154,0.08579881656804733,0.21333333333333335
