task,variant,signal,quota,eta,eta_lo,eta_hi,reduction_frac
longitudinal,oracle,multimetric_dE_oracle,0.3,0.6245890164386878,0.38751599735596187,0.7543615149719609,0.1534244368748841
longitudinal,oracle,multimetric_dE_oracle,0.5,0.6797779436977002,0.4667838075065428,0.7952624134652473,0.16698107950482072
longitudinal,oracle,PKL_gain,0.1,0.17466032079302946,-0.03272709630867231,0.37573746034764716,0.04290367050456718
longitudinal,oracle,PKL_gain,0.2,0.2386359883084487,0.004597769047563924,0.42738457946936215,0.058618693509957374
longitudinal,oracle,PKL_gain,0.3,0.3073007523945286,0.04921082601146035,0.5134210343663319,0.07548554913146943
longitudinal,oracle,PKL_gain,0.5,0.3878046892322774,0.14567707196445998,0.5993663754292287,0.09526058655682786
longitudinal,oracle,TIP_gain,0.1,0.1642309621560044,-0.061550154556889475,0.36660362085351417,0.040341796322124125
longitudinal,oracle,TIP_gain,0.2,0.17021743070949685,-0.13760865610404818,0.40812167408015415,0.04181231620402304
longitudinal,oracle,TIP_gain,0.3,0.19852569974424297,-0.10325673640684725,0.4815921935347816,0.048765977125444296
longitudinal,oracle,TIP_gain,0.5,0.26366580737742323,-0.013546827754397,0.5498102739384253,0.06476703393008486
longitudinal,oracle,decision_oracle_dJ,0.1,1.0,1.0,1.0,0.2456406258145349
longitudinal,oracle,decision_oracle_dJ,0.2,1.0,1.0,1.0,0.2456406258145349
longitudinal,oracle,decision_oracle_dJ,0.3,1.0,1.0,1.0,0.2456406258145349
longitudinal,oracle,decision_oracle_dJ,0.5,1.0,1.0,1.0,0.2456406258145349
longitudinal,oracle,uncertainty [scene-z],0.1,-0.021335977250317915,-0.08251838109669911,0.07843703016561125,-0.0052409828041327725
longitudinal,oracle,uncertainty [scene-z],0.2,-0.01229349057941906,-0.17967386142445327,0.1393549627758875,-0.0030197807193735873
longitudinal,oracle,uncertainty [scene-z],0.3,0.11282872719325714,-0.0727057193616421,0.32187522310068645,0.027715319157609115
longitudinal,oracle,uncertainty [scene-z],0.5,0.26493514288269315,0.029689331321441925,0.4680406830097819,0.06507883429796797
longitudinal,oracle,criticality [scene-z],0.1,0.055209249275858026,-0.07698006502394412,0.2121657642905135,0.013561634542872424
longitudinal,oracle,criticality [scene-z],0.2,0.20156888394159622,0.01458452687440491,0.3780950372177283,0.049513506796151054
longitudinal,oracle,criticality [scene-z],0.3,0.2513191516663986,0.018995908207182822,0.49184576798498414,0.06173419369451217
longitudinal,oracle,criticality [scene-z],0.5,0.4861264109969105,0.19667703707971237,0.6946573501531209,0.1194123958222549
longitudinal,oracle,perception_oracle_dE [scene-z],0.1,0.23462888047126496,0.10650208992657496,0.38209615552447934,0.057634385033125235
longitudinal,oracle,perception_oracle_dE [scene-z],0.2,0.3868055760538113,0.24294199676908906,0.5504511744204207,0.09501516377040987
longitudinal,oracle,perception_oracle_dE [scene-z],0.3,0.4658177323666057,0.2959038597901073,0.6503675789755355,0.11442375929404054
