cell,dataset,system,geometry,moderate_gap_kitti,scheme,split,t_cheap,t_full,history,n_frames,n_units,cheap_det_per_frame,cheap_precision,cheap_recall,full_det_per_frame,full_precision,full_recall,affected,harmed,harm_rate,harm_rate_lo,harm_rate_hi,rho,rho_lo,rho_hi,all_full_reduction,oracle20_reduction,exact_FN_sign_disagreement,exact_FN_n_both_nonzero,exact_FN_spearman,exact_FN_harmed_given_gain_pos,exact_FN_harmed_given_gain_pos_affected,FN_FP_sign_disagreement,FN_FP_n_both_nonzero,FN_FP_spearman,FN_FP_harmed_given_gain_pos,FN_FP_harmed_given_gain_pos_affected,E5_combined_sign_disagreement,E5_combined_n_both_nonzero,E5_combined_spearman,E5_combined_harmed_given_gain_pos,E5_combined_harmed_given_gain_pos_affected,E_risk_sign_disagreement,E_risk_n_both_nonzero,E_risk_spearman,E_risk_harmed_given_gain_pos,E_risk_harmed_given_gain_pos_affected,brake_vs_plan_both_nonzero,brake_vs_plan_opposite_sign
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S0,all,0.25,0.25,none,2655,85,2.609416195856874,0.6551674364896074,0.33239841291558353,4.2531073446327685,0.582624867162593,0.48310302366944863,1612,794,0.49255583126550867,0.4655330080892737,0.5210674861899215,0.7133887667149577,0.5323159684420405,1.0070654968480761,0.01585612301609055,0.05313108272349183,0.4738562091503268,918.0,0.028971683505421498,0.3333333333333333,0.4755244755244755,0.49830508474576274,1180.0,0.009260860430229455,0.34946871310507677,0.4925124792013311,0.5006257822277848,1598.0,0.0022357878002999512,0.3435047951176983,0.4912718204488778,0.47416020671834624,774.0,0.032389671752804064,0.3333333333333333,0.47307132459970885,171.0,88.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S0,test,0.25,0.25,none,752,24,2.074468085106383,0.6685897435897435,0.31918554631488383,3.3856382978723403,0.6099764336213669,0.4794952681388013,453,225,0.4966887417218543,0.4514038876889849,0.5459489826905557,0.5499881274186688,0.28796838789871987,1.2360232634854422,0.026385272556461906,0.057056980049594926,0.5083333333333333,240.0,-0.007208007520629339,0.3708609271523179,0.5,0.5297805642633229,319.0,-0.04391703575702294,0.375,0.514792899408284,0.5235955056179775,445.0,-0.037721797802593895,0.36477987421383645,0.5178571428571429,0.4808743169398907,183.0,0.0248024495129706,0.3584905660377358,0.4691358024691358,37.0,24.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S1,all,0.25,0.498046875,none,2655,85,2.609416195856874,0.6551674364896074,0.33239841291558353,2.6365348399246704,0.7651428571428571,0.39430838692023534,1525,756,0.49573770491803276,0.4644804235531094,0.5287830275190044,0.8295297712983859,0.6039567530497987,1.135698862263147,0.007461727330769656,0.04227589500022707,0.4668470906630582,739.0,0.048535673095258206,0.33079847908745247,0.4711191335740072,0.49291784702549574,1059.0,0.01559732461531886,0.3518850987432675,0.49,0.49767750497677504,1507.0,0.005040360243745562,0.3436866981769075,0.4941747572815534,0.48755490483162517,683.0,0.028990915862323514,0.34175334323922735,0.48218029350104824,150.0,82.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S1,test,0.25,0.498046875,none,752,24,2.074468085106383,0.6685897435897435,0.31918554631488383,2.1941489361702127,0.7672727272727272,0.3934614281617436,433,210,0.48498845265588914,0.4289014895057549,0.5382875245404247,0.7096293124106964,0.35658797874724235,1.465273520060168,0.012736228602626682,0.04238294629158333,0.4919786096256685,187.0,0.018767268479684393,0.35858585858585856,0.47651006711409394,0.5,282.0,-0.010231289220771543,0.35789473684210527,0.4834123222748815,0.4988235294117647,425.0,-0.0005397844946861757,0.3427835051546392,0.4854014598540146,0.5032258064516129,155.0,-0.0007693625339375695,0.35172413793103446,0.46788990825688076,34.0,21.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S2,all,0.25,0.4,none,2655,85,2.609416195856874,0.6551674364896074,0.33239841291558353,3.143879472693032,0.7046843177189409,0.43364345327678205,1555,766,0.492604501607717,0.4618087774294671,0.5191833278622205,0.7335059420413212,0.5160319516744284,1.0241131643640216,0.01280664019433036,0.04618325608705455,0.4866920152091255,789.0,0.018363534118504884,0.3374485596707819,0.48306332842415317,0.4977210574293528,1097.0,0.0036667011467132844,0.3517305893358279,0.4908616187989556,0.5009759271307742,1537.0,-0.007166460565174099,0.34514528703047487,0.49341438703140833,0.497134670487106,698.0,0.006570745665069624,0.34413965087281795,0.48677248677248675,150.0,80.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S2,test,0.25,0.4,none,752,24,2.074468085106383,0.6685897435897435,0.31918554631488383,2.583776595744681,0.7143592382913021,0.43016919988528823,436,213,0.48853211009174313,0.4410940472678068,0.538684501390616,0.5877187222590803,0.2878234945870933,1.383331917185869,0.02134144250495942,0.05019992716628584,0.5047619047619047,210.0,0.013813853371367963,0.3662551440329218,0.489010989010989,0.51985559566787,277.0,-0.031324932058785095,0.3656716417910448,0.49746192893401014,0.5093896713615024,426.0,-0.023557404720710072,0.3451086956521739,0.49416342412451364,0.49693251533742333,163.0,0.010821571832943248,0.36046511627906974,0.46616541353383456,33.0,22.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S3,all,0.25,0.34,none,2655,85,2.609416195856874,0.6551674364896074,0.33239841291558353,3.4990583804143127,0.6618945102260495,0.4528663291831988,1570,772,0.49171974522292994,0.4619791105023097,0.5223315461527315,0.7149328058735944,0.519719137430988,1.0074167493742112,0.014752344258503578,0.04979531703776371,0.47596153846153844,832.0,0.023717427494897088,0.33271028037383177,0.4753004005340454,0.4863636363636364,1100.0,0.012606556789593968,0.3456913827655311,0.4831932773109244,0.49097938144329895,1552.0,0.008670002490398307,0.33857677902621724,0.4844587352625938,0.4755244755244755,715.0,0.024635619000321147,0.33371958285052145,0.4744645799011532,161.0,83.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S3,test,0.25,0.34,none,752,24,2.074468085106383,0.6685897435897435,0.31918554631488383,2.8404255319148937,0.6807116104868914,0.45110410094637227,444,216,0.4864864864864865,0.4397129875886525,0.5308511034497435,0.538805668764451,0.26736971783665053,1.2522206186641938,0.0269779797295671,0.05677088024660653,0.5221238938053098,226.0,-0.022753324306804025,0.37362637362637363,0.504950495049505,0.5204081632653061,294.0,-0.04120946493142549,0.3650190114068441,0.5052631578947369,0.5069124423963134,434.0,-0.02891849707450454,0.3398876404494382,0.491869918699187,0.49411764705882355,170.0,0.0040329284605503755,0.35978835978835977,0.4689655172413793,36.0,23.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S4,all,0.1,0.3,none,2655,85,5.105838041431261,0.412215992918265,0.4064851552880011,3.8177024482109227,0.6250986582478295,0.4659324120946778,1743,827,0.474469305794607,0.4421112611012177,0.504749009736053,0.7698836007051225,0.5435567814966488,1.1093209689230985,0.015791579092916827,0.06456129290341461,0.48331273176761436,809.0,0.0048612557949577395,0.3433962264150943,0.4595959595959596,0.49146757679180886,1465.0,-0.015913117967159544,0.361029842012873,0.48127925117004683,0.4959443800695249,1726.0,-0.0185574351756567,0.35564853556485354,0.4809052333804809,0.4833091436865022,689.0,-0.0076516323681102795,0.3560371517027864,0.4713114754098361,156.0,80.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S4,test,0.1,0.3,none,752,24,4.1236702127659575,0.41696227023540794,0.39518210496128475,3.0638297872340425,0.6493055555555556,0.4634356180097505,481,220,0.4573804573804574,0.40322120691769897,0.5136631016042781,0.5894582675111008,0.25247080997227334,1.4964747505170717,0.033449967165512684,0.07761643151410035,0.5,206.0,-0.01731312332693649,0.35175879396984927,0.4605263157894737,0.47354497354497355,378.0,0.006343555844616021,0.34553775743707094,0.45896656534954405,0.4787234042553192,470.0,0.014525937656642278,0.33669354838709675,0.4562841530054645,0.463855421686747,166.0,-0.0019386946933183016,0.35036496350364965,0.43636363636363634,41.0,24.0
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S0,all,0.25,0.25,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,678,328,0.4837758112094395,0.37388211382113823,0.5743275133965008,0.2824709509652807,0.12784811951236721,0.6336241437994897,0.1278204919151454,0.17813981480903146,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S0,test,0.25,0.25,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,173,100,0.5780346820809249,0.2828282828282828,0.7457627118644068,1.4571417913141056,0.0935468745311371,2.775041535214869,-0.02411911518332288,0.052760687475082425,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S1,all,0.25,0.56396484375,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,665,323,0.4857142857142857,0.36796101373001033,0.5734186967181771,0.3430282704935553,0.18251930015250592,0.7791016720898005,0.1116351954019636,0.16992389533386829,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S1,test,0.25,0.56396484375,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,169,93,0.5502958579881657,0.23622377622377622,0.7289719626168224,1.6884937623024945,0.36264671155097267,2.898363976962045,-0.036387675046050456,0.05285113248428136,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S2,all,0.2,0.35,shared,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,637,302,0.4740973312401884,0.364848506401138,0.5627443117685499,0.3474308489839061,0.16179426828702367,0.7672134006955726,0.10575075124480542,0.16205294271135,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S2,test,0.2,0.35,shared,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,167,93,0.5568862275449101,0.23958333333333334,0.7528735632183908,1.806399028597654,0.09968777647672945,4.5053295192518625,-0.03587440346767572,0.04448716106474249,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S3,all,0.25,0.3,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,671,324,0.4828614008941878,0.3765367101702273,0.5798249177113244,0.28464676288793406,0.12860670455950923,0.6422396965020052,0.12643266243612553,0.1767415814689586,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S3,test,0.25,0.3,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,169,96,0.5680473372781065,0.24541574279379158,0.7310344827586207,1.4562841319050404,0.08930396560188798,2.750509348715079,-0.024073864483281124,0.052760687475082425,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S4,all,0.1,0.1,own,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,10.18518981018981,0.4299375942522958,0.7793798015881556,1074,425,0.3957169459962756,0.29294378226385576,0.4976749146201999,0.693936989785071,0.29701433689419,1.556832609431472,0.038195820658485195,0.12479724561181756,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S4,test,0.1,0.1,own,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,10.173925339366516,0.3984711605281445,0.7865240300175634,381,178,0.4671916010498688,0.22976421316449017,0.6242774566473989,2.3344234045109644,0.10491488882241054,7.159122166787723,-0.05472315878297252,0.04100884216957148,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S0,all,0.25,0.25,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,2075,710,0.3421686746987952,0.20740756920957032,0.46632190776165666,0.16785478389768207,0.04211546281363585,0.5880342332337837,0.5168494285990892,0.6211048487666122,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S0,test,0.25,0.25,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,976,436,0.44672131147540983,0.2717402978010776,0.5609756097560976,0.6030108682469573,0.17952078459237178,1.1060373444065095,0.11092325956555882,0.27941132563437954,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S1,all,0.25,0.56396484375,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,1637,423,0.2583995113011607,0.16201084454447798,0.34750362697307335,0.1319681737420456,0.03417063670093564,0.5040658604327081,0.48539111302909754,0.5591858481982136,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S1,test,0.25,0.56396484375,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,724,268,0.3701657458563536,0.3152610441767068,0.39923954372623577,0.6535243784763131,0.28959645869942185,1.0755867570998205,0.063118291836419,0.18217238938441144,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S2,all,0.2,0.35,shared,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,1922,621,0.3231009365244537,0.19815640488216152,0.43705113911922305,0.17310391119072244,0.043841270748697606,0.6692268481962297,0.4776801361704307,0.5776785531278619,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S2,test,0.2,0.35,shared,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,905,390,0.430939226519337,0.28998242530755713,0.5187946820891624,0.6876841185326946,0.23664750572551613,1.1892247547134644,0.07325907045261547,0.23456722760441723,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S3,all,0.25,0.3,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,2004,658,0.3283433133732535,0.20339035599245722,0.43867422194489386,0.1576793499998367,0.043804434559584673,0.5394246163681702,0.5149850992718866,0.6113884294203019,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S3,test,0.25,0.3,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,929,407,0.4381054897739505,0.26377419743731056,0.5348214285714286,0.612549918073823,0.19344187983540867,1.0922103690565697,0.09951058312911865,0.25683459049591584,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S4,all,0.1,0.5,shared,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,3.9992507492507494,0.8280771872853306,0.5954722503174159,1888,530,0.2807203389830508,0.20756637802761105,0.351506456241033,0.28833364135444167,0.09885432968034381,0.6790412379043148,0.3152148570955667,0.4429250494508171,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S4,test,0.1,0.5,shared,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,3.955316742081448,0.7973687973687974,0.6169567300015967,978,346,0.3537832310838446,0.2585278276481149,0.4766439531950672,0.7884138768585003,0.36231124960108374,1.0664300647820306,0.047876449274686934,0.22627405126502262,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S0,all,0.25,0.25,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,6.131993006993007,0.6535383362183077,0.7171447631754503,458,223,0.4868995633187773,0.36301243023845764,0.6059161114177574,0.4585841134217043,0.16446875375853817,1.2499919658046834,0.059702726427005706,0.11027147135323649,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S0,test,0.25,0.25,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,6.211538461538462,0.6068566745583682,0.7345255202512108,140,74,0.5285714285714286,0.30303030303030304,0.6914210128495842,1.2393208171462256,0.09454980450631757,1.9343896117892898,-0.010764847619890773,0.0449808242686779,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S1,all,0.25,0.43408203125,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,4.454170829170829,0.7927331856794415,0.6342507908498138,449,216,0.48106904231625836,0.3733526689914163,0.5979420716740305,0.4836669075932189,0.20148017929989412,1.2840863465028083,0.056585548078227965,0.10959117071978862,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S1,test,0.25,0.43408203125,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,4.4389140271493215,0.7552242609582059,0.6551173558997285,131,65,0.4961832061068702,0.24990079365079365,0.6775956284153005,1.236948852753347,0.08603604604141575,1.9584382024033282,-0.010658154706363148,0.0449808242686779,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S2,all,0.25,0.35,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.083791208791209,0.7410282233303038,0.6756116981213282,452,218,0.4823008849557522,0.37269198656383623,0.5892440619932424,0.4689083168851969,0.16443739032447252,1.292957918993046,0.05820816909820906,0.10960098029934032,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S2,test,0.25,0.35,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.1218891402714934,0.6975871017613605,0.6972164564372771,133,67,0.5037593984962406,0.2791466123657904,0.6890756302521008,1.2375794239708702,0.08603604604141575,1.9584072064731304,-0.010686518319487446,0.0449808242686779,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S3,all,0.25,0.29,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.660964035964036,0.6906447841528246,0.7004454582624976,455,221,0.4857142857142857,0.37729074107655575,0.5907465385494562,0.46898559969897274,0.17910072722257606,1.2974028963124329,0.05819969882605893,0.10960098029934032,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S3,test,0.25,0.29,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.739253393665158,0.6435399625505075,0.7203150779711534,136,70,0.5147058823529411,0.28340920275590553,0.6942675159235668,1.2383274802787156,0.08871703478139013,1.971154206412459,-0.010720166508813711,0.0449808242686779,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S4,all,0.1,0.1,own,8008,21,8.204295704295705,0.4489954337899543,0.6567604209257785,10.18518981018981,0.4299375942522958,0.7793798015881556,847,350,0.4132231404958678,0.32913372859025036,0.4873947948703069,0.644398330378317,0.30106412893440126,1.7651305186488773,0.03617575982219472,0.10173113039846368,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S4,test,0.1,0.1,own,3536,6,8.462669683257918,0.41648843737468255,0.6852945872585023,10.173925339366516,0.3984711605281445,0.7865240300175634,307,128,0.4169381107491857,0.22340425531914893,0.5147540983606558,1.5242493255090985,0.11698917415336307,2.4253467316851913,-0.020875968066959637,0.03982068655345791,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S0,all,0.25,0.25,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,6.131993006993007,0.6535383362183077,0.7171447631754503,1771,705,0.39808018068887635,0.2993469697627001,0.4922539380144083,0.4731134004370673,0.19471593689252778,0.8801200319332988,0.19380767715798808,0.36783565442498867,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S0,test,0.25,0.25,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,6.211538461538462,0.6068566745583682,0.7345255202512108,967,426,0.4405377456049638,0.2990102244468028,0.526431718061674,0.7333757569082529,0.2328685383514083,1.202538048681522,0.06564887040857979,0.24622243516689407,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S1,all,0.25,0.43408203125,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,4.454170829170829,0.7927331856794415,0.6342507908498138,1541,538,0.3491239454899416,0.26449764167713496,0.43280647850790516,0.43609374166746817,0.16997120159635162,0.7743814845603751,0.1838783590513686,0.3260796565640112,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S1,test,0.25,0.43408203125,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,4.4389140271493215,0.7552242609582059,0.6551173558997285,816,330,0.40441176470588236,0.34441489361702127,0.4727272727272727,0.8276848355107358,0.36419204059105276,1.0503120094377818,0.03298078010152432,0.19139801304939222,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S2,all,0.25,0.35,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.083791208791209,0.7410282233303038,0.6756116981213282,1644,610,0.3710462287104623,0.27976946925809515,0.4593508407583573,0.4494336289482889,0.1872082220613112,0.833775768726881,0.19086538485641324,0.3466709826316045,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S2,test,0.25,0.35,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.1218891402714934,0.6975871017613605,0.6972164564372771,883,371,0.420158550396376,0.31592356750585593,0.5031746031746032,0.7774712095875277,0.2539625483695679,1.1014216070444167,0.04832168949659933,0.2171480346746677,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S3,all,0.25,0.29,shared,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.660964035964036,0.6906447841528246,0.7004454582624976,1715,665,0.3877551020408163,0.27463688935069674,0.49041683187946067,0.47266246423911146,0.17735284826804623,0.8565993534467485,0.18840749998086356,0.3572806546171853,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S3,test,0.25,0.29,shared,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.739253393665158,0.6435399625505075,0.7203150779711534,926,401,0.4330453563714903,0.31767955801104975,0.5181286549707602,0.7702418596073505,0.2624790963938979,1.1496580279723116,0.05297746229768963,0.23057926133608528,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S4,all,0.1,0.5,shared,8008,21,8.204295704295705,0.4489954337899543,0.6567604209257785,3.9992507492507494,0.8280771872853306,0.5954722503174159,1847,607,0.3286410395235517,0.24944918479349437,0.446028439261929,0.7547574903867239,0.32656738611904196,1.2027101689651367,0.07898971472413492,0.32208818466543343,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S4,test,0.1,0.5,shared,3536,6,8.462669683257918,0.41648843737468255,0.6852945872585023,3.955316742081448,0.7973687973687974,0.6169567300015967,1033,386,0.3736689254598258,0.2593086187339041,0.5732142857142857,1.1904048884209257,0.5869665092377825,2.5075964440560234,-0.04571319359590978,0.2400841384641981,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S0,all,0.25,0.25,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.131993006993007,0.6535383362183077,0.7171447631754503,266,143,0.5375939849624061,0.4065934065934066,0.6568584859898419,1.114138429663965,0.44969718854401597,3.8208468738407846,-0.00589026124569438,0.05160629301661071,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S0,test,0.25,0.25,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.211538461538462,0.6068566745583682,0.7345255202512108,86,53,0.6162790697674418,0.32653061224489793,0.8055555555555556,8.16874352692456,0.40145683706999413,112.47450851791068,-0.07790626710150214,0.010867492582054257,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S1,all,0.25,0.30078125,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,5.557942057942058,0.6997169048260987,0.6968947039962126,263,141,0.5361216730038023,0.40982825917252147,0.6481831151393085,1.1478136285222762,0.44491349013865655,4.004748586388798,-0.007495716003833615,0.050710587912426316,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S1,test,0.25,0.30078125,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,5.633484162895928,0.6526606425702811,0.7171749427856725,84,50,0.5952380952380952,0.3148148148148148,0.7846153846153846,8.160949183692104,0.47278538668662773,167.5307915123276,-0.07786422275592879,0.010873449979683127,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S2,all,0.3,0.35,shared,8008,21,4.951298701298701,0.7157629255989911,0.6358217306161097,5.083791208791209,0.7410282233303038,0.6756116981213282,261,138,0.5287356321839081,0.4021150384552446,0.6440677966101694,1.0587710676715196,0.4137270322755243,3.299720809269774,-0.0031758457917663934,0.05403757184600886,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S2,test,0.3,0.35,shared,3536,6,4.964366515837104,0.6777942349322091,0.6585236042365213,5.1218891402714934,0.6975871017613605,0.6972164564372771,79,46,0.5822784810126582,0.26919642857142856,0.8035714285714286,8.149398031234563,0.4793941784165397,145.3356768321082,-0.07768622062174578,0.010866120515650024,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S3,all,0.25,0.26,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.0054945054945055,0.6628129418614322,0.7124965030450408,265,142,0.5358490566037736,0.40707011898208917,0.6561956233650997,1.1142184800406465,0.4307408624240476,3.6387370648133563,-0.00589366214996407,0.05159990001501255,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S3,test,0.25,0.26,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.088235294117647,0.615709773318469,0.7305338229815318,86,52,0.6046511627906976,0.3064516129032258,0.7837837837837838,8.163178447665356,0.39857510564028503,125.76342297952417,-0.07788846254623345,0.010873449979683127,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S4,all,0.1,0.1,own,8008,21,9.656968031968033,0.42946736839382926,0.7381049732079451,10.18518981018981,0.4299375942522958,0.7793798015881556,570,284,0.4982456140350877,0.402892191580718,0.5871488534275645,1.2312659315525325,0.5399414562075369,3.6478548024379327,-0.011676572629153354,0.050489808640495897,,,,,,,,,,,,,,,,,,,,,,
