part,system,setting,pair,geometry,parameter,value,default_value,is_default,n_inputs,affected,harmed,harmed_share,harmed_share_lo,harmed_share_hi,rho,rho_lo,rho_hi,all_full,oracle20
B,traj,Y8 320->640|mono,Y8 320->640,mono,collision,10.0,10.0,True,8008,678,328,0.4837758112094395,0.3831750125423304,0.581828096400244,0.2824709509652807,0.12834727574411747,0.6390223347078678,0.1278204919151454,0.17813981480903146
B,traj,Y8 320->640|mono,Y8 320->640,mono,clearance,1.5,1.5,True,8008,678,328,0.4837758112094395,0.37609631331150317,0.5785095203880006,0.2824709509652807,0.1329705110581578,0.6170777525617667,0.1278204919151454,0.17813981480903146
B,traj,Y8 320->640|mono,Y8 320->640,mono,progress,1.0,1.0,True,8008,678,328,0.4837758112094395,0.3742367103465351,0.580327174941487,0.2824709509652807,0.1264232991889629,0.6176250220471639,0.1278204919151454,0.17813981480903146
B,traj,Y8 320->640|oracle,Y8 320->640,oracle,collision,10.0,10.0,True,8008,463,14,0.03023758099352052,0.009388574437277874,0.07462841394686319,0.0033946367285793266,0.0002770732004048058,0.012728403024031549,0.6834446714145355,0.6857726203389918
B,traj,Y8 320->640|oracle,Y8 320->640,oracle,clearance,1.5,1.5,True,8008,463,14,0.03023758099352052,0.010694474153297683,0.07444781553398057,0.0033946367285793266,0.0002915297998335036,0.012281554690367931,0.6834446714145355,0.6857726203389918
B,traj,Y8 320->640|oracle,Y8 320->640,oracle,progress,1.0,1.0,True,8008,463,14,0.03023758099352052,0.00958725976964907,0.0798273909189402,0.0033946367285793266,0.0002673785037074298,0.012454162926454307,0.6834446714145355,0.6857726203389918
B,traj,Y8 384->640|mono,Y8 384->640,mono,collision,10.0,10.0,True,8008,458,223,0.4868995633187773,0.36681639528354854,0.5919793951169569,0.4585841134217043,0.17157856951937164,1.211452036039595,0.059702726427005706,0.11027147135323649
B,traj,Y8 384->640|mono,Y8 384->640,mono,clearance,1.5,1.5,True,8008,458,223,0.4868995633187773,0.3774602176956261,0.5882730015082956,0.4585841134217043,0.16753661580777957,1.2810615606827112,0.059702726427005706,0.11027147135323649
B,traj,Y8 384->640|mono,Y8 384->640,mono,progress,1.0,1.0,True,8008,458,223,0.4868995633187773,0.36712455779984027,0.6077106374239687,0.4585841134217043,0.15991066366034953,1.3210599250737811,0.059702726427005706,0.11027147135323649
B,traj,Y8 512->640|mono,Y8 512->640,mono,collision,10.0,10.0,True,8008,266,143,0.5375939849624061,0.4076413049296152,0.6681177295388451,1.114138429663965,0.45445913290217266,4.057693848195997,-0.00589026124569438,0.05160629301661071
B,traj,Y8 512->640|mono,Y8 512->640,mono,clearance,1.5,1.5,True,8008,266,143,0.5375939849624061,0.40603567318757194,0.6643496131528047,1.114138429663965,0.4425185579135599,3.9784599220551145,-0.00589026124569438,0.05160629301661071
B,traj,Y8 512->640|mono,Y8 512->640,mono,progress,1.0,1.0,True,8008,266,143,0.5375939849624061,0.4097185283687943,0.6651430325796431,1.114138429663965,0.4486079232554838,4.126347723124413,-0.00589026124569438,0.05160629301661071
B,traj,RT 320->640|mono,RT 320->640,mono,collision,10.0,10.0,True,8008,517,257,0.49709864603481624,0.4046318928008043,0.6045303935837488,0.7624495469329582,0.21179734738242845,3.4262802914146553,0.023022549545892244,0.09691646237102643
