track,geometry,system,target,split,signal,deployable,input_dim,width_mult,gflops,trt_vs_torch_spearman,quota,k,eta,eta_lo,eta_hi,minus_random,minus_random_lo,minus_random_hi,p_le_random,tie_frac,responsive_frac,boot_dropped,n_units,n_frames
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997617826336751,0.1,96,-0.1074558688206536,-0.4835052655707974,0.033996731930617356,-0.18389467346598048,-0.4923747764233632,-0.03535226360996065,0.9959758551307847,0.010416666666666666,0.052083333333333336,6,24,955
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997617826336751,0.2,191,-0.09667367378700524,-0.5008712220629661,0.032024456465014305,-0.25004960005438026,-0.5281540426649597,-0.09337963110688055,0.9979879275653923,0.005235602094240838,0.05759162303664921,6,24,955
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997617826336751,0.3,286,-0.09667367378700524,-0.48511066944512743,0.27162870690566604,-0.25120133032869846,-0.5388683684872575,0.06084635642558204,0.9336016096579477,0.0034965034965034965,0.045454545454545456,6,24,955
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997617826336751,0.5,478,0.2648074447579419,-0.233643620607069,0.5415638365697933,-0.09520853415716987,-0.3545297584014766,0.18922114280535474,0.7917505030181087,0.0020920502092050207,0.05230125523012552,6,24,955
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998448636132327,0.1,75,-0.03307578899644341,-0.15556603752394615,0.09089314707743681,-0.03356684002277719,-0.11692100759187458,0.11025571343792936,0.772,0.02666666666666667,0.4666666666666667,0,24,752
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998448636132327,0.2,150,-0.05495711935264491,-0.32220363202712426,0.1521846410610848,-0.037470868803038494,-0.23578617259987975,0.13417844761728623,0.671,0.006666666666666667,0.49333333333333335,0,24,752
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998448636132327,0.3,226,-0.2026599595820002,-0.5786494492339087,0.11511700018652798,-0.16036453580596072,-0.45599712963459726,0.06866135108009658,0.905,0.004424778761061947,0.45132743362831856,0,24,752
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998448636132327,0.5,376,-0.224890655775239,-0.7066208184020495,0.10376265565628627,-0.20670434336829485,-0.49298589659982445,0.038236192610427155,0.948,0.0026595744680851063,0.425531914893617,0,24,752
nuScenes,oracle,plan_fde,JC_fde,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997339449121323,0.1,75,-0.04912936429440921,-0.1599304021856675,0.18289148840372518,-0.05325761007708584,-0.1624916058401155,0.15348947782228006,0.859,0.013333333333333334,0.16,0,24,752
nuScenes,oracle,plan_fde,JC_fde,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997339449121323,0.2,150,0.029044066768565833,-0.1981098242134562,0.3851433488984628,-5.229819869190688e-05,-0.1986366706191605,0.2969004571107412,0.537,0.006666666666666667,0.18,0,24,752
