dataset,detector,cheap_mode,full_mode,task,geometry,perception_metric,best_perception_metric,n_sequences,n_frames,action_change_rate,improved_same_action_rate,harmful_full_rate,corr_deltaE_deltaJ,eta_random_20,eta_uncertainty_20,eta_criticality_20,eta_perception_oracle_20,eta_best_perception_metric_20,eta_multimetric_perception_oracle_20,eta_decision_oracle_20,top20_cross_task_overlap,best_trivial_heuristic,best_trivial_eta20,eta_perception_oracle_10,eta_perception_oracle_30,eta_perception_oracle_50
KITTI,YOLOv8s,cheap_320,full_640,longitudinal,mono,E1_fn_only,E6_risk_weighted,21,8008,0.2591158841158841,0.6868353502016868,0.13723776223776224,0.049674499046895464,0.17573222821097997,0.02176894648726631,0.026110843020351483,0.16208581221358714,0.2755404510752968,0.7100267188322792,1.0,0.28963795255930086,ego speed,0.7979761253517327,0.04890648580089797,0.25559990325997267,0.5222965616048172
KITTI,YOLOv8s,cheap_320,full_640,lateral,mono,E1_fn_only,E1_fn_only,21,8008,0.0673076923076923,0.9176751008434176,0.051573426573426576,-0.016421785750276443,-0.2666834373039446,-0.12749180204649913,0.06481991464403249,-0.14198382046843183,-0.14198382046843183,-0.0805367465144579,1.0,0.28963795255930086,criticality,0.06481991464403249,-0.027925649339061366,-0.26935103738018834,-0.6288923020761056
KITTI,YOLOv8s,cheap_320,full_640,longitudinal,oracle,E1_fn_only,E6_risk_weighted,21,8008,0.16183816183816183,0.7915291529152916,0.06768231768231768,0.13314954928940995,0.19665911472004058,0.005244303417031403,0.023340669902481168,0.19996667293527953,0.32969757848997666,0.7989947143249878,1.0,0.4968789013732834,ego speed,0.8681752294669733,0.07011248807982479,0.30844846394832615,0.60734138172601
KITTI,YOLOv8s,cheap_320,full_640,lateral,oracle,E1_fn_only,E1_fn_only,21,8008,0.04220779220779221,0.9433443344334433,0.034340659340659344,-0.05307575157729513,-0.6681287478200351,0.0020050564675372588,-0.060762735487559755,-0.6504760926886682,-0.6504760926886682,-0.11388630559792282,1.0,0.4968789013732834,uncertainty,0.0020050564675372588,-0.15068851178429127,-0.9088670261228792,-1.8450468504004225
KITTI,YOLOv8s,cheap_384,full_640,longitudinal,mono,E1_fn_only,E4_localization,21,8008,0.22115384615384615,0.7233079122974261,0.1321178821178821,0.04445724693576075,0.0998059070920972,0.07720017012575574,0.06578473553799725,0.1516507831607905,0.22138713743225136,0.40897400208746715,1.0,0.30586766541822724,ego speed,0.5254270523384266,0.09273090959667674,0.24423917612723722,0.47246939822128436
KITTI,YOLOv8s,cheap_384,full_640,lateral,mono,E1_fn_only,E5_fp_heavy,21,8008,0.04070929070929071,0.9501906577693041,0.027972027972027972,-0.012291145933867858,-0.1239494016352757,-0.06637883986978715,0.14561379718488987,-0.19892160037278248,-0.10808538897598192,-0.19064154534565406,1.0,0.30586766541822724,criticality,0.14561379718488987,-0.10680686144203322,-0.22863880585482166,-0.3124166939234718
KITTI,YOLOv8s,cheap_512,full_640,longitudinal,mono,E1_fn_only,E6_risk_weighted,21,8008,0.18356643356643357,0.767333049766057,0.12162837162837163,0.04190534997211746,0.06470002978160706,0.08990179465922411,0.07899367682121922,0.16972402732913586,0.2360447160460868,0.2378082616083361,1.0,0.37640449438202245,ego speed,0.24330782625112032,0.07541875386530912,0.2559134901943212,0.3005103543022222
KITTI,YOLOv8s,cheap_512,full_640,lateral,mono,E1_fn_only,E6_risk_weighted,21,8008,0.020604395604395604,0.981709910676308,0.015234765234765234,-0.018971423503773777,-0.09505191009965552,0.058909394494412744,0.15919085290187324,-0.22145910306201566,0.018205857199150872,-0.5650014367271365,1.0,0.37640449438202245,criticality,0.15919085290187324,-0.15785970549083916,-0.24465180514010365,-0.21384160752319764
KITTI,RT-DETR-l,rt_cheap_320,rt_full_640,longitudinal,mono,E1_fn_only,E5_fp_heavy,21,8008,0.29395604395604397,0.6683254002596278,0.19005994005994006,-0.0021964749476583193,0.07602295559453205,0.04881770478464032,0.033980172550723386,0.0746273175452373,0.11995103622895952,0.14716371163267025,1.0,0.22034956304619227,ego speed,0.27552704443798737,0.013333330303046568,0.1439175195807238,0.25543251295523867
KITTI,RT-DETR-l,rt_cheap_320,rt_full_640,lateral,mono,E1_fn_only,E5_fp_heavy,21,8008,0.045579420579420576,0.9472090004327132,0.03558941058941059,-0.03254421613859011,-0.12263427363602732,-0.37572637200459247,-0.32793984860779063,-0.34212505326602644,-0.26956554391951476,-0.16309203445661116,1.0,0.22034956304619227,few detections,0.009450997505563791,-0.12294955555418217,-0.4910412885899367,-0.6373376917413356
KITTI,RT-DETR-l,rt_mid_480,rt_full_640,longitudinal,mono,E1_fn_only,E5_fp_heavy,21,8008,0.24313186813186813,0.7311475409836066,0.16071428571428573,-0.0027388715820877265,0.06495043202426375,0.13312501094168064,0.06492724159790543,0.10362501250003556,0.13561384267733226,-0.02180681031489511,1.0,0.2365792759051186,n detections,0.13533088263235662,0.04858332782515783,0.13286363494247366,0.17999311166725304
KITTI,RT-DETR-l,rt_mid_480,rt_full_640,lateral,mono,E1_fn_only,E6_risk_weighted,21,8008,0.022477522477522476,0.9726775956284153,0.017232767232767232,0.010322998604717516,0.019289950931531203,-0.01943782274671218,0.11924355058911447,-0.0484699144948356,-0.012254063925797046,0.13993764811496298,1.0,0.2365792759051186,criticality,0.11924355058911447,-0.03240995443070088,-0.04107719777997816,0.021992327548960886
nuScenes,YOLOv8s,ns_cheap_320,ns_full_640,longitudinal,mono,E1_fn_only,E6_risk_weighted,85,3376,0.0808649289099526,0.891661195009849,0.05687203791469194,-0.007546577402799498,0.15655713345166597,0.24305592141027385,0.17316183950826045,0.052205013522674155,0.2240801839972767,0.2970512760440109,1.0,0.677037037037037,speed + detections,0.28515005745180466,0.01123517145917318,0.11682962803527147,0.25867085644280186
nuScenes,YOLOv8s,ns_cheap_320,ns_full_640,lateral,mono,E1_fn_only,E4_localization,85,3376,0.013033175355450236,0.9816152330925805,0.010959715639810427,-0.008335433023372972,0.04990715182802591,0.26488298171438035,-0.1775090848504068,0.3087401419470423,0.42307563214351285,0.29158981841757103,1.0,0.677037037037037,n detections,0.298206542643117,0.1911265359670114,0.08145508868083835,-0.26909630619880615
