track,geometry,system,target,split,signal,deployable,input_dim,width_mult,gflops,trt_vs_torch_spearman,quota,k,eta,eta_lo,eta_hi,minus_random,minus_random_lo,minus_random_hi,p_le_random,tie_frac,responsive_frac,boot_dropped,n_units,n_frames
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998350064651523,0.1,96,0.004719509186743094,0.0,0.06404164920813463,-0.05887411843951534,-0.09149437908332239,0.03315374440891758,0.9466800804828974,0.03125,0.03289473684210526,6,24,955
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998350064651523,0.2,191,0.29773907055464416,-0.03927251067390232,0.5301373469849241,0.0775251801669972,-0.16171604061491163,0.3914601161934165,0.3762575452716298,0.010471204188481676,0.04712041884816754,6,24,955
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998350064651523,0.3,286,0.515003995006227,0.010805987898949819,0.682788943700602,0.21865218960920457,-0.1620556375568124,0.4961577314162473,0.10865191146881288,0.0034965034965034965,0.04895104895104895,6,24,955
nuScenes,oracle,brake,J,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9998350064651523,0.5,478,0.5966567509613245,0.023017133087947363,0.8554616737150278,0.20480629261690708,-0.15797394270084403,0.5400652659614966,0.12374245472837023,0.0020920502092050207,0.04602510460251046,6,24,955
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997299738281846,0.1,75,-0.022570036363722207,-0.10952869044883944,0.0829426685273211,-0.017954087577905068,-0.09963885305449106,0.08522850632738183,0.669,0.09333333333333334,0.3354838709677419,0,24,752
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997299738281846,0.2,150,-0.06945852786677897,-0.21887075240210038,0.07155301876065714,-0.056674522982860805,-0.1597168686824972,0.0791851538540846,0.839,0.04,0.36,0,24,752
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997299738281846,0.3,226,0.00997667565977818,-0.24674530716290557,0.2646214792800292,0.03162328906278701,-0.1532741159133142,0.2571478625894515,0.412,0.004424778761061947,0.37079646017699114,0,24,752
nuScenes,oracle,plan_ade,JC_ade,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997299738281846,0.5,376,0.01973550088877745,-0.4671653323023125,0.3395961870225755,0.049613357378230374,-0.28871897812976677,0.30633347904508235,0.329,0.0026595744680851063,0.4015957446808511,0,24,752
nuScenes,oracle,plan_fde,JC_fde,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997092067959986,0.1,75,-0.0156773280105415,-0.12606943640957616,0.07119716837816059,-0.04408316718364197,-0.11917734173621483,0.037816087845734404,0.881,0.06666666666666667,0.11333333333333333,0,24,752
nuScenes,oracle,plan_fde,JC_fde,test,R2_cnn_clf,True,49152,1.2,0.151331328,0.9997092067959986,0.2,150,-0.02974724897113902,-0.2642273566263564,0.14665412234911554,-0.08550353040588249,-0.22187751877456255,0.07639276556284078,0.9,0.03333333333333333,0.13272727272727272,0,24,752
