setting,pair,geometry,scheme,t_cheap,t_full,system,variant,n,affected,harmed,harmed_share_affected,harmed_share_all,rho,sum_V,all_full_reduction,oracle20_reduction,affected_same_action,note
nuSc Y8 320->640|oracle|S0,nuSc Y8 320->640,oracle,S0,0.25,0.25,brake,own,3376,240,97,0.4041666666666667,0.028732227488151657,0.42140513212355013,129.99119508670645,0.14212640543824925,0.2456406258145354,99.0,
nuSc Y8 320->640|oracle|S0,nuSc Y8 320->640,oracle,S0,0.25,0.25,brake,shared,3376,141,50,0.3546099290780142,0.01481042654028436,0.41816360735952834,128.10119508670647,0.1400599661990445,0.24072053238785693,0.0,
nuSc Y8 320->640|oracle|S0,nuSc Y8 320->640,oracle,S0,0.25,0.25,brake,memoryless,3376,141,51,0.3617021276595745,0.015106635071090047,0.4102201014146848,129.72119508670647,0.1442104873164076,0.2445157721758918,0.0,
nuSc Y8 320->640|oracle|S0,nuSc Y8 320->640,oracle,S0,0.25,0.25,lateral,own,3376,40,17,0.425,0.005035545023696682,0.8721008089726479,1.3766780202773523,0.009279674317789836,0.07255459743920742,17.0,
nuSc Y8 320->640|oracle|S0,nuSc Y8 320->640,oracle,S0,0.25,0.25,lateral,shared,3376,23,11,0.4782608695652174,0.003258293838862559,0.9506737215249534,0.47667802027735173,0.003213109178376713,0.06513990671325808,0.0,
nuSc Y8 320->640|oracle|S0,nuSc Y8 320->640,oracle,S0,0.25,0.25,lateral,memoryless,3376,23,11,0.4782608695652174,0.003258293838862559,0.9152447454262622,0.776678020277352,0.005666943521232334,0.06686244469128524,0.0,
nuSc Y8 320->640|oracle|S1,nuSc Y8 320->640,oracle,S1,0.25,0.498046875,brake,own,3376,196,77,0.39285714285714285,0.022808056872037914,0.538949057621467,79.74610403488984,0.08719072939227583,0.18911300547931775,87.0,
nuSc Y8 320->640|oracle|S1,nuSc Y8 320->640,oracle,S1,0.25,0.498046875,brake,shared,3376,109,42,0.3853211009174312,0.012440758293838863,0.5397001036803506,77.93610403488984,0.08521175848065646,0.18512226303323398,0.0,
nuSc Y8 320->640|oracle|S1,nuSc Y8 320->640,oracle,S1,0.25,0.498046875,brake,memoryless,3376,109,43,0.3944954128440367,0.01273696682464455,0.5369143213891349,77.93610403488981,0.08664122724818674,0.18709545824886564,0.0,
nuSc Y8 320->640|oracle|S2,nuSc Y8 320->640,oracle,S2,0.25,0.4,brake,own,3376,207,80,0.3864734299516908,0.023696682464454975,0.390831760278647,117.6553862880653,0.12863899837537127,0.21117154504675734,91.0,
nuSc Y8 320->640|oracle|S2,nuSc Y8 320->640,oracle,S2,0.25,0.4,brake,shared,3376,116,40,0.3448275862068966,0.011848341232227487,0.38710235707179685,115.98538628806529,0.1268130970370263,0.2069074640769693,0.0,
nuSc Y8 320->640|oracle|S2,nuSc Y8 320->640,oracle,S2,0.25,0.4,brake,memoryless,3376,116,41,0.35344827586206895,0.012144549763033176,0.38206580804970786,116.5253862880653,0.12954076417583507,0.20963521012971478,0.0,
nuSc Y8 320->640|oracle|S3,nuSc Y8 320->640,oracle,S3,0.25,0.34,brake,own,3376,229,90,0.3930131004366812,0.02665876777251185,0.41275339400302563,122.8628625699725,0.13433261389185863,0.22874991957390917,100.0,
nuSc Y8 320->640|oracle|S3,nuSc Y8 320->640,oracle,S3,0.25,0.34,brake,shared,3376,129,44,0.34108527131782945,0.013033175355450236,0.4082854000890178,121.28286256997251,0.13260511442204725,0.22410316467093502,0.0,
nuSc Y8 320->640|oracle|S3,nuSc Y8 320->640,oracle,S3,0.25,0.34,brake,memoryless,3376,129,45,0.3488372093023256,0.013329383886255925,0.4017947416746324,122.36286256997252,0.1360302611215665,0.2273973008902886,0.0,
nuSc Y8 320->640|mono|S1,nuSc Y8 320->640,mono,S1,0.25,0.498046875,brake,own,3376,383,140,0.36553524804177545,0.041469194312796206,0.34232340119658633,240.48453038248556,0.16194449588292817,0.24623727859189884,159.0,
nuSc Y8 320->640|mono|S1,nuSc Y8 320->640,mono,S1,0.25,0.498046875,brake,shared,3376,224,81,0.36160714285714285,0.023992890995260665,0.3386765281570793,236.56453038248557,0.15930473180807725,0.2408877630853481,0.0,
nuSc Y8 320->640|mono|S1,nuSc Y8 320->640,mono,S1,0.25,0.498046875,brake,memoryless,3376,224,78,0.3482142857142857,0.0231042654028436,0.3380013501986922,234.32453038248553,0.1607162818649603,0.24277433483164595,0.0,
nuSc Y8 320->640|mono|S2,nuSc Y8 320->640,mono,S2,0.25,0.4,brake,own,3376,407,159,0.3906633906633907,0.047097156398104266,0.344153512628552,257.3988283655357,0.17333473980307587,0.2642916340038361,169.0,
nuSc Y8 320->640|mono|S2,nuSc Y8 320->640,mono,S2,0.25,0.4,brake,shared,3376,238,88,0.3697478991596639,0.026066350710900472,0.33848172018663475,254.34882836553567,0.17128084173463318,0.2589207992603876,0.0,
nuSc Y8 320->640|mono|S2,nuSc Y8 320->640,mono,S2,0.25,0.4,brake,memoryless,3376,238,84,0.35294117647058826,0.024881516587677725,0.3356187528104605,253.37882836553564,0.1737850626724336,0.2615743045240632,0.0,
nuSc Y8 320->640|mono|S3,nuSc Y8 320->640,mono,S3,0.25,0.34,brake,own,3376,427,171,0.40046838407494145,0.050651658767772514,0.3712422744531195,255.24965798182444,0.17188746868836807,0.27337631285383296,174.0,
nuSc Y8 320->640|mono|S3,nuSc Y8 320->640,mono,S3,0.25,0.34,brake,shared,3376,253,95,0.37549407114624506,0.028139810426540283,0.3656382484470586,252.50965798182443,0.1700423274727835,0.26805261675457814,0.0,
nuSc Y8 320->640|mono|S3,nuSc Y8 320->640,mono,S3,0.25,0.34,brake,memoryless,3376,253,91,0.35968379446640314,0.026954976303317536,0.36175075945853735,252.0996579818244,0.17290771744696246,0.27090939787139423,0.0,
Y8 320->640|mono|S1,Y8 320->640,mono,S1,0.25,0.56396484375,traj,own,8008,942,401,0.4256900212314225,0.05007492507492507,0.3410821019256437,2299.0952861971837,0.11261993017675909,0.17091648368618104,268.0,
Y8 320->640|mono|S1,Y8 320->640,mono,S1,0.25,0.56396484375,traj,shared,8008,665,323,0.4857142857142857,0.040334665334665336,0.3430282704935552,2278.9922806693576,0.1116351954019636,0.16992389533386829,0.0,
Y8 320->640|mono|S1,Y8 320->640,mono,S1,0.25,0.56396484375,traj,memoryless,8008,665,323,0.4857142857142857,0.040334665334665336,0.3395798016711213,2301.6391556693575,0.11290470224219486,0.17095888727796027,0.0,
Y8 320->640|mono|S1,Y8 320->640,mono,S1,0.25,0.56396484375,brake,own,8008,2388,658,0.27554438860971525,0.08216783216783216,0.1325147014503622,9374.866020806385,0.48851295080445784,0.5628269442362305,751.0,
Y8 320->640|mono|S1,Y8 320->640,mono,S1,0.25,0.56396484375,brake,shared,8008,1637,423,0.2583995113011607,0.052822177822177824,0.13196817374204564,9314.956020806385,0.48539111302909754,0.5591858481982136,0.0,
Y8 320->640|mono|S1,Y8 320->640,mono,S1,0.25,0.56396484375,brake,memoryless,8008,1637,414,0.2529016493585828,0.051698301698301696,0.13112065263553763,9322.836020806384,0.48912917971709324,0.5629425779318481,0.0,
Y8 320->640|mono|S2,Y8 320->640,mono,S2,0.2,0.35,traj,own,8008,923,368,0.39869989165763814,0.04595404595404595,0.3397397105705489,2161.8469308247422,0.10843291949989607,0.16422753455852265,273.0,
Y8 320->640|mono|S2,Y8 320->640,mono,S2,0.2,0.35,traj,shared,8008,637,302,0.4740973312401884,0.03771228771228771,0.3474308489839061,2108.3720521904097,0.10575075124480542,0.16205294271135,0.0,
