track,geometry,system,target,signal,budget_level,budget_per_frame,n_frames,feasible,overhead,overhead_source,escalated_frac,eta,eta_lo,eta_hi,minus_random,minus_random_lo,minus_random_hi,note,row_type,n_cells,n_feasible
nuScenes,oracle,plan_ade,JC_ade,R1_gbm_reg,0.2,16.5801677512718,752.0,False,15.909292499998172,measured,,,,,,,,"infeasible: allocator overhead 15.9093 ms per input exceeds the budget headroom b - C_c = 3.8703 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,R1_gbm_clf,0.2,16.5801677512718,752.0,False,15.909292499998172,measured,,,,,,,,"infeasible: allocator overhead 15.9093 ms per input exceeds the budget headroom b - C_c = 3.8703 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,R2_cnn_clf,0.2,16.5801677512718,752.0,False,9.765887999975575,measured,,,,,,,,"infeasible: allocator overhead 9.7659 ms per input exceeds the budget headroom b - C_c = 3.8703 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,criticality_gt,0.2,16.5801677512718,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,dE_exact,0.2,16.5801677512718,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,dE_E6_risk_weighted,0.2,16.5801677512718,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,PKL,0.2,16.5801677512718,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,TIP,0.2,16.5801677512718,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,random,0.3,18.51529400119034,752.0,True,0.0,none,0.3,-0.0087241060915583,-0.1844354889969594,0.1082273759674377,0.0,0.0,0.0,,cell,,
nuScenes,oracle,plan_ade,JC_ade,oracle,0.3,18.51529400119034,752.0,True,0.0,none,0.3,1.0,1.0,1.0,1.018267397241176,0.8917726240325623,1.1844354889969595,,cell,,
