track,geometry,system,target,n_test_frames,n_test_units,n_affected,rate_target,oracle_prize,all_cheap_loss,ndg_defined,undefined_reason,variant,signal,policy,available,rate_realised,rate_unit_min,rate_unit_max,gain,gain_share_all_cheap,ndg,tau,tie_p,ndg_lo,ndg_hi,boot_dropped,minus_random,minus_random_lo,minus_random_hi,budget_level,budget_ms,cheap_ms,full_ms,overhead_ms,feasible,note
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V1,criticality_cheap,B,True,0.027225130890052355,0.0,0.10256410256410256,12.193137307950144,0.04944142769743911,0.2576315855426825,0.911048931,0.6000000000000014,-0.017268477862405842,0.7080190534738635,8.0,0.2570302609658248,-0.04157070429425838,0.7126931341314106,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V2,criticality_cheap,A,True,0.06387434554973823,0.0,0.38461538461538464,14.693954860121428,0.059581885158665686,0.3104719312918253,0.903125329,0.10000000000002274,0.056268959431343905,0.7080190534738635,8.0,0.2891885221482515,0.0008084486645303781,0.6886158278251758,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V2,criticality_cheap,B,True,0.028272251308900525,0.0,0.10256410256410256,12.193137307950144,0.04944142769743911,0.2576315855426825,0.903125329,0.10000000000002274,-0.017268477862405842,0.7080190534738635,8.0,0.2570302609658248,-0.04157070429425838,0.7126931341314106,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,TEST,criticality_cheap,A_expected,True,0.10052356020942407,,,14.555146876484025,0.059019038639881616,0.30753902567391106,0.806121283,1.0,,,,,,,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,official,gate_ridge,C,True,0.10052356020942409,,,3.6900000000000004,0.01496242218847129,0.07796685353757567,,,-0.33068138250873547,0.4772200570014087,8.0,0.04571353715039864,-0.3174608148051194,0.4323113690445909,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V1,gate_ridge,A,True,0.1225130890052356,0.0,0.65,8.01893778594403,0.03251564570633598,0.16943396961615972,0.150353787,0.6000000000000014,-0.3178153390132811,0.5122310747290982,8.0,0.10575693660199943,-0.27330580579976294,0.45438910289387574,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V1,gate_ridge,B,True,0.05340314136125655,0.0,0.125,-0.75,-0.003041142721234002,-0.015846921450726758,0.150353787,0.6000000000000014,-0.45399149046237014,0.25621839452444045,8.0,-0.05503109490899722,-0.4248146576296811,0.23552793796268107,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V2,gate_ridge,A,True,0.05445026178010471,0.0,0.325,-0.75,-0.003041142721234002,-0.015846921450726758,0.13603505,0.10000000000002274,-0.45399149046237014,0.25621839452444045,8.0,-0.07437795849039776,-0.444051595491713,0.2196181590075638,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,V2,gate_ridge,B,True,0.033507853403141365,0.0,0.1,-0.75,-0.003041142721234002,-0.015846921450726758,0.13603505,0.10000000000002274,-0.45399149046237014,0.25621839452444045,8.0,-0.05503109490899722,-0.4248146576296811,0.23552793796268107,,,,,,,
nuScenes,oracle,brake,J,955.0,24.0,25.0,0.1,47.32780447811231,246.6178238736764,True,,TEST,gate_ridge,A_expected,True,0.10052356020942407,,,3.6900000000000004,0.01496242218847129,0.07796685353757567,0.117809735,1.0,,,,,,,,,,,,,
