section,track,unit,budget_level,budget,Cc,Cf,Cs,signal,eligible,feasible,share_cascade,share_skipping,ineligible_reason,geometry,system,target,k,n_test,n_units,coverage,n_positive,n_nonnegative,share_positive,share_nonnegative,share_skipping_exceeds_nonnegative,regime,denominator,oracle_same_k,oracle_capacity,oracle_same_k_over_capacity,gain_r2,gain_random,tie_frac_r2,ndg_r2,ndg_random,ndg_minus_random,all_cheap_loss,gain_share_all_cheap_r2,gain_share_all_cheap_random,n_draws,n_draws_oracle_nonpositive,gain_minus_random_mean,gain_minus_random_lo,gain_minus_random_hi,ndg_r2_lo,ndg_r2_hi,ndg_minus_random_lo,ndg_minus_random_hi,p_le_random,beats_random,loses_to_random,cascade_eta_shipped,cascade_minus_random_lo_shipped,cascade_minus_random_hi_shipped,convention
evaluation,KITTI,mJ,0.2,57.99929094829842,41.112641173187015,84.43324887555701,12.889927276750532,R2_cnn_clf,,,0.04733588428240509,0.09225915125244705,,mono,brake,J,326.0,3536.0,6.0,1.0,540.0,3100.0,0.15271493212669685,0.8766968325791855,False,share_below_positives,oracle escalating the same k (budget-constrained),1931.892851136091,2208.5818695025328,0.8747209590972672,43.4227140743244,80.83463167479046,0.003067484662576687,0.02247677144660934,0.041842192038369995,-0.019365420591760656,7904.410690898589,0.005493478991966195,0.010226522233702538,1000.0,0.0,-37.959873501911275,-181.49975559281017,88.5837774668491,-0.06987921253947542,0.11125114257396587,-0.07243327581768626,0.071020325523109,0.692,False,False,,,,module
evaluation,KITTI,mJ,0.3,66.44261583585411,41.112641173187015,84.43324887555701,12.889927276750532,R2_cnn_clf,,,0.14733588428240496,0.28716234710705574,,mono,brake,J,1015.0,3536.0,6.0,1.0,540.0,3100.0,0.15271493212669685,0.8766968325791855,False,at_capacity,oracle escalating the same k (budget-constrained),2208.5818695025364,2208.5818695025328,1.0000000000000016,317.4856747263805,251.6783777604672,0.0009852216748768472,0.14375091958800304,0.1139547422877086,0.02979617730029443,7904.410690898589,0.04016563500324502,0.031840245604932746,1000.0,0.0,83.43905955321529,-133.51354883541592,345.48024537042846,0.038602186141375505,0.2494082158263908,-0.05462087428607697,0.15247918630338633,0.246,False,False,,,,module
evaluation,KITTI,mJ,0.5,83.32926561096552,41.112641173187015,84.43324887555701,12.889927276750532,R2_cnn_clf,,,0.34733588428240497,0.6769687388162737,,mono,brake,J,2393.0,3536.0,6.0,1.0,540.0,3100.0,0.15271493212669685,0.8766968325791855,False,at_capacity,oracle escalating the same k (budget-constrained),2208.5818695025364,2208.5818695025328,1.0000000000000016,739.7788002507804,593.3658699318208,0.0004178854993731718,0.3349564761289148,0.2686637421620559,0.0662927339668589,7904.410690898589,0.09359063302500048,0.07506769234739319,1000.0,0.0,141.54758870253676,-129.9962613004626,355.3215287197846,0.016281670775969623,0.5621101526345127,-0.05597552659317658,0.16335895151863108,0.128,False,False,,,,module
evaluation,KITTI,mJ,0.2,57.99929094829842,41.112641173187015,84.43324887555701,12.889927276750532,R2_cnn_clf,,,0.04733588428240509,0.09225915125244705,,mono,traj,JB,326.0,3536.0,6.0,1.0,73.0,3436.0,0.020644796380090497,0.9717194570135747,False,at_capacity,oracle escalating the same k (budget-constrained),247.6403471904048,247.64034719040475,1.0000000000000002,9.42139225199243,-10.437047829384504,0.003067484662576687,0.038044657742094604,-0.04214599094128916,0.08019064868338377,4693.652775228891,0.002007262297227128,-0.002223651456381012,1000.0,0.0,19.079387286015518,-18.400945579601686,64.86210625572518,-0.09826338158814754,0.19042984571013666,-0.14156149148036842,0.19892920179886978,0.195,False,False,,,,module
evaluation,KITTI,mJ,0.3,66.44261583585411,41.112641173187015,84.43324887555701,12.889927276750532,R2_cnn_clf,,,0.14733588428240496,0.28716234710705574,,mono,traj,JB,1015.0,3536.0,6.0,1.0,73.0,3436.0,0.020644796380090497,0.9717194570135747,False,at_capacity,oracle escalating the same k (budget-constrained),247.6403471904048,247.64034719040475,1.0000000000000002,-55.307417131377775,-32.49571640130451,0.0009852216748768472,-0.22333766592910326,-0.131221413513523,-0.09211625241558026,4693.652775228891,-0.01178344879349978,-0.006923331988425544,1000.0,0.0,-13.935815291165508,-49.07388956736882,46.52292231562469,-0.5115863880799312,0.18650852405825005,-0.24343871252607804,0.25520062926338827,0.809,False,False,,,,module
evaluation,KITTI,mJ,0.5,83.32926561096552,41.112641173187015,84.43324887555701,12.889927276750532,R2_cnn_clf,,,0.34733588428240497,0.6769687388162737,,mono,traj,JB,2393.0,3536.0,6.0,1.0,73.0,3436.0,0.020644796380090497,0.9717194570135747,False,at_capacity,oracle escalating the same k (budget-constrained),247.6403471904048,247.64034719040475,1.0000000000000002,-96.63546264493655,-76.61305354514454,0.0004178854993731718,-0.39022503296135275,-0.30937225865799073,-0.08085277430336203,4693.652775228891,-0.02058854100902767,-0.01632269305251461,1000.0,0.0,-12.825771773285052,-103.42000841556465,92.4796632826676,-1.0522875953614288,0.5391723568853731,-0.534011927719571,0.27818462762040447,0.612,False,False,,,,module
shares,nuScenes,mJ,0.1,77.43051218845689,61.77722045959682,156.53291728860071,33.43068123340503,R2_cnn_clf,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_rails
shares,nuScenes,mJ,0.2,93.08380391731697,61.77722045959682,156.53291728860071,33.43068123340503,R2_cnn_clf,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_rails
shares,nuScenes,mJ,0.3,108.73709564617704,61.77722045959682,156.53291728860071,33.43068123340503,R2_cnn_clf,True,True,0.08643034441267922,0.14277974207281666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_rails
shares,nuScenes,mJ,0.5,140.04367910389718,61.77722045959682,156.53291728860071,33.43068123340503,R2_cnn_clf,True,True,0.28643034441267917,0.4731723675865733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_rails
shares,KITTI,mJ,0.1,57.49704988921544,47.68856377340951,98.08486115805927,16.48830993497926,R2_cnn_clf,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_rails
