registry_version,track,geometry,system,target,signal,budget_level,unit,budget_per_frame,overhead,overhead_provenance,n_frames,k_zero_overhead,feasible,all_cheap_loss,O_0_share,G_rank_zero_overhead_equals_scorer,note,share_after_overhead,k_after_overhead,stream_rate_realised,O_o_share,G_rank_share,G_stream_share,gap_share,term_overhead_share,term_ranking_share,term_causal_share,term_causal_sign,tau,tie_p,tie_draws,gap_share_lo,gap_share_hi,term_overhead_share_lo,term_overhead_share_hi,term_ranking_share_lo,term_ranking_share_hi,term_causal_share_lo,term_causal_share_hi
2026-09-23.1,KITTI,mono,traj,JB,R1_mlp_reg,0.2,ms,16.87258609890705,0.6543920000012804,measured on KITTI,3536,707,True,4693.652775228891,0.052760687475082425,True,,0.16456837818364362,581.0,0.13178733031674209,0.052760687475082425,0.005382171547049049,-9.008698311346277e-05,0.05285077445819589,0.0,0.04737851592803337,0.005472258530162512,positive,2.651687809,0.5827716675574379,32.0,0.0342956328494959,0.06694857896025404,0.0,0.0,0.03125916138553363,0.06415040623530188,-0.004901478845878398,0.008741541494927372
2026-09-23.1,KITTI,mono,traj,JB,R1_mlp_reg,0.5,ms,22.41333162328374,0.6543920000012804,measured on KITTI,3536,1768,True,4693.652775228891,0.052760687475082425,True,,0.4645683781836436,1642.0,0.44202488687782804,0.052760687475082425,-0.012462658500150086,-0.00899927603458053,0.06175996350966296,0.0,0.06522334597523251,-0.0034633824655695552,negative,0.134863033,0.18277166755740382,32.0,0.03236431018219447,0.08969329179678616,0.0,0.0,0.03287028259712989,0.09622158221774353,-0.010597457270779508,0.0006269634821381535
2026-09-23.1,KITTI,mono,traj,JB,R1_mlp_clf,0.2,ms,16.87258609890705,0.6543920000012804,measured on KITTI,3536,707,True,4693.652775228891,0.052760687475082425,True,,0.16456837818364362,581.0,0.10209276018099547,0.052760687475082425,0.006688527557107129,-0.0033775272980142547,0.056138214773096676,0.0,0.046072159917975294,0.010066054855121383,positive,0.119026269,0.5827716675574379,32.0,0.03444981974113555,0.07398397125257121,0.0,0.0,0.03528852353984171,0.07313044928449464,-0.009960834748404535,0.01879564185778441
2026-09-23.1,KITTI,mono,traj,JB,R1_mlp_clf,0.5,ms,22.41333162328374,0.6543920000012804,measured on KITTI,3536,1768,True,4693.652775228891,0.052760687475082425,True,,0.4645683781836436,1642.0,0.31759049773755654,0.052760687475082425,-0.02806208097115709,-0.0174256592362954,0.07018634671137781,0.0,0.08082276844623952,-0.010636421734861687,negative,1.653e-05,0.18277166755740382,32.0,0.036720937432586157,0.10325016531278956,0.0,0.0,0.028815215443020566,0.12146919224330356,-0.03238978103933028,0.024492507610722608
2026-09-23.1,KITTI,mono,traj,JB,R1_gbm_reg,0.2,ms,16.87258609890705,15.914492499945254,measured on KITTI,3536,707,False,4693.652775228891,0.052760687475082425,True,infeasible: overhead 15.9145 ms exceeds the headroom 3.6938 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,KITTI,mono,traj,JB,R1_gbm_reg,0.5,ms,22.41333162328374,15.914492499945254,measured on KITTI,3536,1768,False,4693.652775228891,0.052760687475082425,True,infeasible: overhead 15.9145 ms exceeds the headroom 9.2346 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,KITTI,mono,traj,JB,R1_gbm_clf,0.2,ms,16.87258609890705,15.914492499945254,measured on KITTI,3536,707,False,4693.652775228891,0.052760687475082425,True,infeasible: overhead 15.9145 ms exceeds the headroom 3.6938 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,KITTI,mono,traj,JB,R1_gbm_clf,0.5,ms,22.41333162328374,15.914492499945254,measured on KITTI,3536,1768,False,4693.652775228891,0.052760687475082425,True,infeasible: overhead 15.9145 ms exceeds the headroom 9.2346 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,gate_ridge,0.2,ms,19.08861560821533,3.925717499981829,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,True,416.60737989077694,0.3940213439457438,True,,0.03345300559798462,12.0,0.020833333333333332,0.331247132578832,0.14013871690342736,0.05478777809551417,0.3392335658502296,0.06277421136691183,0.19110841567540457,0.0853509388079132,positive,0.142564334,0.8315934778679406,1.0,0.0,0.5403123886752728,0.0,0.43460666869748,0.0,0.2673757647265739,0.0,0.13522867897798402
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,gate_ridge,0.5,ms,26.159984588623047,3.925717499981829,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,True,416.60737989077694,0.3940213439457438,True,,0.33345300559798463,128.0,0.25,0.3940213439457438,0.36210621785907604,0.2184222533982728,0.175599090547471,0.0,0.031915126086667724,0.14368396446080328,positive,0.061852315,0.03159347786794342,1.0,0.0,0.3055479998330201,0.0,0.0,0.0,0.05674170810849361,0.0,0.2738126360920887
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,gate_gbm,0.2,ms,19.08861560821533,21.376582500010954,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,False,416.60737989077694,0.3940213439457438,True,infeasible: overhead 21.3766 ms exceeds the headroom 4.7142 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,gate_gbm,0.5,ms,26.159984588623047,21.376582500010954,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,False,416.60737989077694,0.3940213439457438,True,infeasible: overhead 21.3766 ms exceeds the headroom 11.7856 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_mlp_reg,0.2,ms,19.08861560821533,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,True,416.60737989077694,0.3940213439457438,True,,0.17245828911546476,66.0,0.07552083333333333,0.3940213439457438,0.08292007459287111,0.11173036922055318,0.2822909747251906,0.0,0.3111012693528727,-0.02881029462768208,negative,0.99813085,0.5289883264826969,1.0,0.0,0.4892621816679764,0.0,0.0,0.0,0.5361449457477024,-0.07744762303630627,0.037985977081120816
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_mlp_reg,0.5,ms,26.159984588623047,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,True,416.60737989077694,0.3940213439457438,True,,0.4724582891154648,181.0,0.2604166666666667,0.3940213439457438,0.16873963067950765,0.13812793002267645,0.25589341392306736,0.0,0.22528171326623614,0.0306117006568312,positive,0.247071349,0.7289883264827068,1.0,0.0,0.39529787494554214,0.0,0.0,0.0,0.426248762671549,-0.04618025192201701,0.050165055319883106
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_mlp_clf,0.2,ms,19.08861560821533,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,True,416.60737989077694,0.3940213439457438,True,,0.17245828911546476,66.0,0.0625,0.3940213439457438,0.02891858607584519,0.027183850380611507,0.3668374935651323,0.0,0.3651027578698986,0.0017347356952336873,positive,0.005836121,0.5289883264826969,1.0,0.0,0.5883441004257597,0.0,0.0,0.0,0.5714219357106131,-0.07581301017984206,0.049414106285031456
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_mlp_clf,0.5,ms,26.159984588623047,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,True,416.60737989077694,0.3940213439457438,True,,0.4724582891154648,181.0,0.21614583333333334,0.3940213439457438,0.11348649612789881,0.00011284436465964065,0.39390849958108415,0.0,0.280534847817845,0.11337365176323916,positive,0.001204274,0.7289883264827068,1.0,0.0,0.587416799728049,0.0,0.0,0.0,0.5063689344340322,0.0,0.25187924761262814
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_gbm_reg,0.2,ms,19.08861560821533,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,False,416.60737989077694,0.3940213439457438,True,infeasible: overhead 15.9093 ms exceeds the headroom 4.7142 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_gbm_reg,0.5,ms,26.159984588623047,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,False,416.60737989077694,0.3940213439457438,True,infeasible: overhead 15.9093 ms exceeds the headroom 11.7856 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_gbm_clf,0.2,ms,19.08861560821533,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,False,416.60737989077694,0.3940213439457438,True,infeasible: overhead 15.9093 ms exceeds the headroom 4.7142 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,safety,R1_gbm_clf,0.5,ms,26.159984588623047,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,False,416.60737989077694,0.3940213439457438,True,infeasible: overhead 15.9093 ms exceeds the headroom 11.7856 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,gate_ridge,0.2,ms,19.08861560821533,3.925717499981829,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,True,490.3724125650554,0.35360740052744855,True,,0.03345300559798462,12.0,0.020833333333333332,0.2938035814227116,0.12683316567794609,0.049414492639196624,0.3041929078882519,0.059803819104736915,0.16697041574476554,0.07741867303874946,positive,0.155947997,0.8315934778679406,1.0,0.00452643399735208,0.5055669824386501,0.0,0.40344605896492963,0.00452643399735208,0.23204908815608644,-4.97234313814169e-19,0.1169148401126237
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,gate_ridge,0.5,ms,26.159984588623047,3.925717499981829,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,True,490.3724125650554,0.35360740052744855,True,,0.33345300559798463,128.0,0.25,0.35360740052744855,0.3220257003175879,0.19169157415258603,0.1619158263748625,0.0,0.031581700209860585,0.13033412616500192,positive,0.065517938,0.03159347786794342,1.0,0.0015255400134522173,0.2913563395739636,0.0,0.0,7.71887013888198e-05,0.05808559568832616,0.0,0.26195227881411987
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,gate_gbm,0.2,ms,19.08861560821533,21.376582500010954,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,False,490.3724125650554,0.35360740052744855,True,infeasible: overhead 21.3766 ms exceeds the headroom 4.7142 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,gate_gbm,0.5,ms,26.159984588623047,21.376582500010954,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,False,490.3724125650554,0.35360740052744855,True,infeasible: overhead 21.3766 ms exceeds the headroom 11.7856 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_mlp_reg,0.2,ms,19.08861560821533,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,True,490.3724125650554,0.35360740052744855,True,,0.17245828911546476,66.0,0.06770833333333333,0.35360740052744855,0.07340974508246617,0.09759665261124634,0.2560107479162022,0.0,0.2801976554449824,-0.024186907528780163,negative,1.101155984,0.5289883264826969,1.0,0.0014622378512104972,0.4592067177393861,0.0,8.934132825703765e-07,0.004010573819082467,0.4932069919633887,-0.06376120604289552,0.011587140680769447
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_mlp_reg,0.5,ms,26.159984588623047,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,True,490.3724125650554,0.35360740052744855,True,,0.4724582891154648,181.0,0.24739583333333334,0.35360740052744855,0.17327089155470213,0.12201983261782258,0.23158756790962595,0.0,0.1803365089727464,0.05125105893687954,positive,0.262500108,0.7289883264827068,1.0,0.00452643399735208,0.37458525748746613,0.0,0.0,0.00452643399735208,0.36251308304137386,-0.0017171803628706539,0.08382757329399891
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_mlp_clf,0.2,ms,19.08861560821533,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,True,490.3724125650554,0.35360740052744855,True,,0.17245828911546476,66.0,0.044270833333333336,0.35360740052744855,0.12169230696712288,0.02447467948007177,0.32913272104737673,0.0,0.23191509356032564,0.09721762748705111,positive,0.037157267,0.5289883264826969,1.0,0.00452643399735208,0.5495767085981473,0.0,8.934132825703765e-07,4.5174160591791253e-05,0.4674804490166785,-0.001800555676390608,0.20202782204636538
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_mlp_clf,0.5,ms,26.159984588623047,0.6491920000541995,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,True,490.3724125650554,0.35360740052744855,True,,0.4724582891154648,181.0,0.2526041666666667,0.35360740052744855,0.11817729176105841,0.21746722772092858,0.13614017280651994,0.0,0.23543010876639012,-0.09928993595987018,negative,0.000844213,0.7289883264827068,1.0,0.0,0.24066707405710153,0.0,0.0,0.0,0.36331908946296565,-0.1365103400945138,0.01127902325633041
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_gbm_reg,0.2,ms,19.08861560821533,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,False,490.3724125650554,0.35360740052744855,True,infeasible: overhead 15.9093 ms exceeds the headroom 4.7142 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_gbm_reg,0.5,ms,26.159984588623047,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,False,490.3724125650554,0.35360740052744855,True,infeasible: overhead 15.9093 ms exceeds the headroom 11.7856 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_gbm_clf,0.2,ms,19.08861560821533,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,76,False,490.3724125650554,0.35360740052744855,True,infeasible: overhead 15.9093 ms exceeds the headroom 4.7142 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuPlan,n/a,pdm_closed,scalar_J,R1_gbm_clf,0.5,ms,26.159984588623047,15.909292499998173,"measured on nuScenes, inherited by nuPlan as a proxy (track features not timed)",384,192,False,490.3724125650554,0.35360740052744855,True,infeasible: overhead 15.9093 ms exceeds the headroom 11.7856 ms,,,,,,,,,,,,,,,,,,,,,,
