system,unit,budget_level,budget_per_frame,n_frames,signal,overhead,eta,eta_lo,eta_hi,gain,oracle_gain,oracle_lp_bound_gap,share_384,share_512,share_640,extra_ms_per_frame,extra_ms_budget_at_same_level,boot_dropped,feasible,note,table,convention
traj,mJ,0.3,66.44261583585411,3536,gate_gbm (multi-fidelity),127.4353834565595,,,,,745.8602380901859,0.0,,,,,5.540745524376689,36.0,False,"infeasible: allocator overhead 127.4354 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",1thread,as_specified
traj,mJ,0.3,66.44261583585411,3536,random (640 only),0.0,0.1549604678495489,,,115.57885144483113,745.8602380901859,,,,0.2997737556561086,,,,True,,1thread,as_specified
traj,mJ,0.3,66.44261583585411,3536,uncertainty (640 only),0.7048255561267925,0.20235556543074137,,,150.92897021104696,745.8602380901859,,,,0.29157239819004527,,,,True,,1thread,as_specified
traj,mJ,0.3,66.44261583585411,3536,gate_gbm (640 only),50.15592775517192,,,,,745.8602380901859,,,,,,,,False,"infeasible: allocator overhead 50.1559 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",1thread,as_specified
traj,mJ,0.3,66.44261583585411,3536,oracle (640 only),0.0,0.7763824351236358,,,579.0727879103533,745.8602380901859,,,,0.2997737556561086,,,,True,,1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901859,745.8602380901859,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,9.234575873961148,36.0,True,,1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,gate_ridge (multi-fidelity),15.054151917646355,0.22542718204435822,0.07689398081133646,0.3031363840093183,168.1371716716047,745.8602380901859,0.0,0.09445701357466063,0.30175339366515835,0.04666289592760181,7.265549019840833,9.234575873961148,36.0,True,,1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,gate_gbm (multi-fidelity),127.4353834565595,,,,,745.8602380901859,0.0,,,,,9.234575873961148,36.0,False,"infeasible: allocator overhead 127.4354 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,random (640 only),0.0,0.25846236524339855,,,192.77680127779382,745.8602380901859,,,,0.5,,,,True,,1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,uncertainty (640 only),0.7048255561267925,0.34547415839485385,,,257.6754380343923,745.8602380901859,,,,0.4915158371040724,,,,True,,1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,gate_gbm (640 only),50.15592775517192,,,,,745.8602380901859,,,,,,,,False,"infeasible: allocator overhead 50.1559 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",1thread,as_specified
traj,mJ,0.5,83.32926561096552,3536,oracle (640 only),0.0,0.7763824351236358,,,579.0727879103533,745.8602380901859,,,,0.5,,,,True,,1thread,as_specified
