track,geometry,system,target,signal,quota,n_test_units,n_test_frames,available,undefined_reason,all_cheap_loss,gain,gain_random,delta_vs_random,delta_lo_all_draws,delta_hi_all_draws,delta_share_all_cheap,delta_share_lo_all_draws,delta_share_hi_all_draws,beats_random_all_draws,ndg,ndg_official,ndg_lo_filtered,ndg_hi_filtered,ndg_draws_dropped_by_filter,delta_lo_filtered,delta_hi_filtered,beats_random_filtered,interval
nuPlan,n/a,idm,safety,R1_mlp_clf,0.5,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,5.8350133432127524,5.8350133432127524,0.0,-1.1379786002407839e-16,2.6645352591003757e-15,0.0,-3.4870722857353835e-19,8.16485218123408e-18,False,,,,,380.0,-8.881784197001252e-16,3.552713678800501e-15,False,includes 0
nuPlan,n/a,idm,scalar_J,R1_mlp_clf,0.5,9.0,384.0,,,391.74710064502096,12.220584011192287,5.9823910874527515,6.238192923739535,-0.5838263525744231,18.312981689787488,0.015924030869579383,-0.00149031441869803,0.04674694888522398,False,0.9437931667005246,0.9437931667005246,0.8447850838298505,1.0,341.0,5.209995894486452,18.479982400314544,True,includes 0
nuPlan,n/a,idm,safety,R1_mlp_reg,0.1,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,0.0,1.1548463908441906,-1.1548463908441906,-3.5040520961929027,0.10721770173284587,-0.003538759729701625,-0.01073735740709172,0.00032854385501954197,False,,,,,380.0,-3.5696438571469,-1.035025110561844,False,includes 0
nuPlan,n/a,idm,scalar_J,R1_mlp_reg,0.1,9.0,384.0,,,391.74710064502096,0.34035762745174264,1.1840149027250237,-0.8436572752732812,-3.5217965662718176,0.8701584187169858,-0.002153576309522596,-0.008989974808934374,0.0022212249108780873,False,0.026285748924041594,0.026285748924041594,0.0,0.07491866056922833,341.0,-3.6128605278487327,-0.2664846951460092,False,includes 0
nuPlan,n/a,idm,safety,R1_mlp_reg,0.2,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,0.0,2.3400834761842813,-2.3400834761842813,-7.042379174668901,0.21394507861020615,-0.00717064471544803,-0.021579742571988518,0.0006555852228972263,False,,,,,380.0,-7.137491756309619,-2.0783485803434556,False,includes 0
nuPlan,n/a,idm,scalar_J,R1_mlp_reg,0.2,9.0,384.0,,,391.74710064502096,0.39849022440712617,2.399188092363864,-2.000697867956738,-6.937593902202555,0.8650475236044782,-0.005107115954815087,-0.01770936885245517,0.0022081784962292173,False,0.030775317321001854,0.030775317321001854,0.004358630486208983,0.0791839939989658,341.0,-7.1176142836909255,-1.3712618288671135,False,includes 0
nuPlan,n/a,idm,safety,R1_mlp_reg,0.3,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,0.0,3.4949298670284716,-3.4949298670284716,-10.576512369044792,0.32008406566098374,-0.010709404445149654,-0.03240927654881203,0.0009808236062046813,False,,,,,380.0,-10.737095666519657,-3.1196874508934638,False,includes 0
nuPlan,n/a,idm,scalar_J,R1_mlp_reg,0.3,9.0,384.0,,,391.74710064502096,0.44394637501477335,3.5832029950888877,-3.1392566200741143,-10.487765699031872,0.9526794350225684,-0.008013477610696424,-0.026771776183572297,0.002431873607881102,False,0.03428588639762831,0.03428588639762831,0.005131881355730622,0.08123530445420252,341.0,-10.691127491747658,-2.4420526786192887,False,includes 0
nuPlan,n/a,idm,safety,R1_mlp_reg,0.5,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,0.0,5.8350133432127524,-5.8350133432127524,-17.601750064596906,0.5334734427683062,-0.017880049160597683,-0.05393649302167003,0.0016347060103411356,False,,,,,380.0,-17.880147530813172,-5.216526557231694,False,includes 0
nuPlan,n/a,idm,scalar_J,R1_mlp_reg,0.5,9.0,384.0,,,391.74710064502096,0.44394637501477335,5.9823910874527515,-5.538444712437978,-17.744789087993887,1.2808917047776942,-0.014137806516803306,-0.04529654223037431,0.0032696903248771348,False,0.03428588639762831,0.03428588639762831,0.007766814090603247,0.08251922498688784,341.0,-17.88832423859454,-4.511801263565982,False,includes 0
nuPlan,n/a,idm,safety,criticality_cheap,0.1,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,0.0021982237939389138,1.1548463908441906,-1.1526481670502517,-3.5040520961929027,0.10670776388314085,-0.0035320237811802147,-0.01073735740709172,0.00032698126839200996,False,,,,,380.0,-3.5681140280415042,-1.035025110561844,False,includes 0
nuPlan,n/a,idm,scalar_J,criticality_cheap,0.1,9.0,384.0,,,391.74710064502096,0.06625640882231487,1.1840149027250237,-1.1177584939027088,-3.5986553095216736,0.29858944594076003,-0.0028532655176318924,-0.009186169606862186,0.0007621995043463637,False,0.0051169687012786414,0.0051169687012786414,0.0,0.008477656893449084,341.0,-3.654107319274446,-0.8894086609894583,False,includes 0
nuPlan,n/a,idm,safety,criticality_cheap,0.2,9.0,384.0,,near-zero oracle: 4 affected states on this split (< 10),326.3421308746392,0.0021982237939389138,2.3400834761842813,-2.3378852523903424,-7.054845279481539,0.2129331169260075,-0.00716390876692662,-0.021617942067650407,0.0006524843003118204,False,,,,,380.0,-7.143756381628178,-2.0866106228926777,False,includes 0
