status,track,geometry,system,target,signal,seed,shipped_seed,quota,plan,ndg,minus_random,minus_random_lo,minus_random_hi,win,loss,row_type,ndg_min,ndg_median,ndg_max,wins,seeds,shipped_win,flag_shipped_win_not_robust
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,brake,J,gate_gbm,1.0,False,0.2,benchmark_table,0.22621226805083577,0.14132820640279342,-0.060422750613506646,0.4082880467988298,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,brake,J,gate_gbm,2.0,False,0.2,benchmark_table,0.22621226805083577,0.14132820640279342,-0.060422750613506646,0.4082880467988298,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,brake,J,gate_gbm,3.0,False,0.2,benchmark_table,0.22621226805083577,0.14132820640279342,-0.060422750613506646,0.4082880467988298,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,brake,J,gate_gbm,4.0,False,0.2,benchmark_table,0.22621226805083577,0.14132820640279342,-0.060422750613506646,0.4082880467988298,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,brake,J,gate_gbm,5.0,False,0.2,benchmark_table,0.22621226805083577,0.14132820640279342,-0.060422750613506646,0.4082880467988298,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_reg,0.0,True,0.2,routers_r1,0.35627222688647997,0.16675002089262783,-0.019651549773683264,0.5155328963677515,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_reg,1.0,False,0.2,routers_r1,0.4242656458381347,0.2520036961818002,0.04678519729642285,0.6545136005999704,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_reg,2.0,False,0.2,routers_r1,0.3780708286886904,0.18174759185079728,0.018027568161774917,0.5141951738102395,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_reg,3.0,False,0.2,routers_r1,0.3902358323309625,0.1586005827494544,-0.011131513247817637,0.5496745634412443,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_reg,4.0,False,0.2,routers_r1,0.3914125177333981,0.21448228671946631,0.010725851110184157,0.6077126592494864,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_reg,5.0,False,0.2,routers_r1,0.39632358990794797,0.22107340204768555,0.008637036578352405,0.6435898446010134,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_clf,0.0,True,0.2,routers_r1,0.4221724711836316,0.28393814466914213,0.06558847845894611,0.6414451566815109,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_clf,1.0,False,0.2,routers_r1,0.44858023809434683,0.2838099823781959,0.1005219140234549,0.7270192452031812,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_clf,2.0,False,0.2,routers_r1,0.4405378254424732,0.26750413875080226,0.048927505532070675,0.6753879795601807,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_clf,3.0,False,0.2,routers_r1,0.39719319993821084,0.2574348180434161,0.03154783906374406,0.692943169366364,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_clf,4.0,False,0.2,routers_r1,0.42715424849827976,0.25374844387127093,0.05707242677311344,0.6162393509578795,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_mlp_clf,5.0,False,0.2,routers_r1,0.36123704502033555,0.2242238572600822,0.020661712853635696,0.6589439375660225,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_reg,0.0,True,0.2,routers_r1,0.5160470612892895,0.36258847727736665,0.08839274545644626,0.7165586034706342,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_reg,1.0,False,0.2,routers_r1,0.5160470612892895,0.36258847727736665,0.08839274545644626,0.7165586034706342,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_reg,2.0,False,0.2,routers_r1,0.5160470612892895,0.36258847727736665,0.08839274545644626,0.7165586034706342,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_reg,3.0,False,0.2,routers_r1,0.5160470612892895,0.36258847727736665,0.08839274545644626,0.7165586034706342,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_reg,4.0,False,0.2,routers_r1,0.5160470612892895,0.36258847727736665,0.08839274545644626,0.7165586034706342,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_reg,5.0,False,0.2,routers_r1,0.5160470612892895,0.36258847727736665,0.08839274545644626,0.7165586034706342,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_clf,0.0,True,0.2,routers_r1,0.4836554181685283,0.3453307316487527,0.08847526370552697,0.6824673407897806,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_clf,1.0,False,0.2,routers_r1,0.4836554181685283,0.3453307316487527,0.08847526370552697,0.6824673407897806,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_clf,2.0,False,0.2,routers_r1,0.4836554181685283,0.3453307316487527,0.08847526370552697,0.6824673407897806,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_clf,3.0,False,0.2,routers_r1,0.4836554181685283,0.3453307316487527,0.08847526370552697,0.6824673407897806,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_clf,4.0,False,0.2,routers_r1,0.4836554181685283,0.3453307316487527,0.08847526370552697,0.6824673407897806,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,R1_gbm_clf,5.0,False,0.2,routers_r1,0.4836554181685283,0.3453307316487527,0.08847526370552697,0.6824673407897806,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,gate_gbm,0.0,True,0.2,benchmark_table,0.5382735606266613,0.3986211463620645,0.15800805937331144,0.6935397937185623,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,gate_gbm,1.0,False,0.2,benchmark_table,0.5382735606266613,0.3986211463620645,0.15800805937331144,0.6935397937185623,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,gate_gbm,2.0,False,0.2,benchmark_table,0.5382735606266613,0.3986211463620645,0.15800805937331144,0.6935397937185623,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,gate_gbm,3.0,False,0.2,benchmark_table,0.5382735606266613,0.3986211463620645,0.15800805937331144,0.6935397937185623,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,gate_gbm,4.0,False,0.2,benchmark_table,0.5382735606266613,0.3986211463620645,0.15800805937331144,0.6935397937185623,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,oracle,traj,JB,gate_gbm,5.0,False,0.2,benchmark_table,0.5382735606266613,0.3986211463620645,0.15800805937331144,0.6935397937185623,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),nuScenes,mono,brake,J,R1_mlp_reg,0.0,True,0.2,routers_r1,0.36610081250937354,0.22024234283863625,0.03579660641339672,0.5240220859818011,True,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),nuScenes,mono,brake,J,R1_mlp_reg,1.0,False,0.2,routers_r1,0.14533561786578766,0.0705890178663938,-0.11623643140542841,0.3341653785549426,False,False,seed,,,,,,,
post-hoc (decided after Task 24's test results were seen),nuScenes,mono,brake,J,R1_mlp_reg,2.0,False,0.2,routers_r1,0.3625903994566744,0.2640435147187887,0.030115915756675476,0.5555270848865582,True,False,seed,,,,,,,
