registry_version,section,track,geometry,system,target,objective,pool,quota,e_dec_defined_test,n_signals,optimal_dec,optimal_perc,no_shared_optimum,argmax_dec,argmax_perc,kendall_tau,n_val,n_affected_val_dec,n_affected_val_perc,included,drop_reason,selected_dec,selected_perc,same_winner,gain_test_dec_selected,gain_test_perc_selected,diff_gain,all_cheap_loss,diff_share,diff_share_lo,diff_share_hi,diff_gain_lo,diff_gain_hi,note_gain_interval,n_cells,n_same_winner,cells
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P1,0.1,,,,,,,,,499.0,146.0,236.0,True,,criticality_cheap,criticality_cheap,True,-4.483426715369822,-4.483426715369822,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P1,0.2,,,,,,,,,499.0,146.0,236.0,True,,criticality_cheap,criticality_cheap,True,-20.76865132701904,-20.76865132701904,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P1,0.3,,,,,,,,,499.0,146.0,236.0,True,,criticality_cheap,criticality_cheap,True,-31.934880170640625,-31.934880170640625,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P1,0.5,,,,,,,,,499.0,146.0,236.0,True,,criticality_cheap,criticality_cheap,True,-33.45683397211573,-33.45683397211573,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P2,0.1,,,,,,,,,499.0,146.0,236.0,True,,gate_gbm,gate_gbm,True,13.034665455921386,13.034665455921386,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P2,0.2,,,,,,,,,499.0,146.0,236.0,True,,R1_gbm_clf,criticality_cheap,False,61.507604852971056,-20.76865132701904,-82.2762561799901,5729.766952419244,-0.014359441991833734,-0.043245804368799046,0.006125243607170582,-247.78838070313256,35.09621839588324,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P2,0.3,,,,,,,,,499.0,146.0,236.0,True,,R1_gbm_clf,R1_gbm_clf,True,92.22888782691264,92.22888782691264,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuScenes,mono,plan_fde,JC_fde,E_perc_risk,P2,0.5,,,,,,,,,499.0,146.0,236.0,True,,R1_gbm_clf,R1_gbm_clf,True,99.81823171467333,99.81823171467333,0.0,5729.766952419244,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P1,0.1,,,,,,,,,1152.0,70.0,911.0,True,,trivial_ego_speed,uncertainty,False,684.701686999524,-19.832609982161003,-704.534296981685,4585.479391436285,-0.1536446327285766,-0.2959719470756454,-0.017072118832006627,-1357.1732637586429,-78.2838490723177,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P1,0.2,,,,,,,,,1152.0,70.0,911.0,True,,trivial_ego_speed,uncertainty,False,1034.6279198767213,-18.565588758039155,-1053.1935086347605,4585.479391436285,-0.22968013128609313,-0.41223655652388863,-0.04209569083726457,-1890.3022343369507,-193.02892280254994,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P1,0.3,,,,,,,,,1152.0,70.0,911.0,True,,trivial_ego_speed,uncertainty,False,1098.5592022158194,72.33113818306092,-1026.2280640327585,4585.479391436285,-0.22379951504074225,-0.484924662180624,-0.011352347226087136,-2223.612044828454,-52.05595424965144,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P1,0.5,,,,,,,,,1152.0,70.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,1144.8245886702252,95.55125717346726,-1049.273331496758,4585.479391436285,-0.22882522020627807,-0.5239568838454632,0.0409255521157772,-2402.5934928745473,187.663275810048,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P2,0.1,,,,,,,,,1152.0,70.0,911.0,True,,gate_gbm,uncertainty,False,115.10483162177337,-19.832609982161003,-134.93744160393436,4585.479391436285,-0.029427117665372086,-0.17561477276197413,-0.010353635385449521,-805.2779213317987,-47.47638168642426,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P2,0.2,,,,,,,,,1152.0,70.0,911.0,True,,R1_gbm_clf,uncertainty,False,517.9909744575118,-18.565588758039155,-536.556563215551,4585.479391436285,-0.11701209784468974,-0.3826038476093931,-0.04773025431131422,-1754.422058297101,-218.86609749254424,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P2,0.3,,,,,,,,,1152.0,70.0,911.0,True,,R1_gbm_clf,uncertainty,False,975.2668666491337,72.33113818306092,-902.9357284660728,4585.479391436285,-0.19691195868252523,-0.45362735825263895,-0.06239469657353844,-2080.0989026591606,-286.1095952728807,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_dE,P2,0.5,,,,,,,,,1152.0,70.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,1144.8245886702252,95.55125717346726,-1049.273331496758,4585.479391436285,-0.22882522020627807,-0.5239568838454632,0.0409255521157772,-2402.5934928745473,187.663275810048,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P1,0.1,,,,,,,,,1152.0,70.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,684.701686999524,21.367980139293234,-663.3337068602308,4585.479391436285,-0.14465962012588138,-0.28608050245195454,0.011432970975005289,-1311.8162482851753,52.42565278877596,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P1,0.2,,,,,,,,,1152.0,70.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,1034.6279198767213,-22.33039852858265,-1056.958318405304,4585.479391436285,-0.23050115989600786,-0.40399284534419033,-0.024847266612478817,-1852.5008666134913,-113.93662898504449,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P1,0.3,,,,,,,,,1152.0,70.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,1098.5592022158194,130.77387473041097,-967.7853274854084,4585.479391436285,-0.2110543402054794,-0.4822629963491056,-0.02445248211377599,-2211.407031011136,-112.12635280218417,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P1,0.5,,,,,,,,,1152.0,70.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,1144.8245886702252,95.55125717346726,-1049.273331496758,4585.479391436285,-0.22882522020627807,-0.5239568838454632,0.0409255521157772,-2402.5934928745473,187.663275810048,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P2,0.1,,,,,,,,,1152.0,70.0,692.0,True,,gate_gbm,criticality_cheap,False,115.10483162177337,21.367980139293234,-93.73685148248013,4585.479391436285,-0.02044210506267687,-0.15574732692356485,0.010848575732964752,-714.1761578792964,49.745920449945665,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P2,0.2,,,,,,,,,1152.0,70.0,692.0,True,,R1_gbm_clf,criticality_cheap,False,517.9909744575118,-22.33039852858265,-540.3213729860945,4585.479391436285,-0.11783312645460446,-0.383363519061334,-0.03740629962659329,-1757.9055160842386,-171.52581604763435,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P2,0.3,,,,,,,,,1152.0,70.0,692.0,True,,R1_gbm_clf,criticality_cheap,False,975.2668666491337,130.77387473041097,-844.4929919187227,4585.479391436285,-0.1841667838472624,-0.45741512703968706,-0.05921568730438986,-2097.4676383716956,-271.53231378401495,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,brake,J,E_perc_risk,P2,0.5,,,,,,,,,1152.0,70.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,1144.8245886702252,95.55125717346726,-1049.273331496758,4585.479391436285,-0.22882522020627807,-0.5239568838454632,0.0409255521157772,-2402.5934928745473,187.663275810048,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P1,0.1,,,,,,,,,1152.0,56.0,911.0,True,,trivial_ego_speed,uncertainty,False,257.1038450260962,-1.101556192871035,-258.20540121896727,1799.2805109286678,-0.1435048063104396,-0.35455363457556144,0.024282805357996172,-637.9414447707323,43.69157843131674,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P1,0.2,,,,,,,,,1152.0,56.0,911.0,True,,trivial_ego_speed,uncertainty,False,745.0331458393895,29.096456618862856,-715.9366892205267,1799.2805109286678,-0.39790165283956097,-0.5530604730177159,0.012073620268332816,-995.1109304657665,21.72382964516459,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P1,0.3,,,,,,,,,1152.0,56.0,911.0,True,,trivial_ego_speed,uncertainty,False,856.5055908287922,46.08545840449857,-810.4201324242936,1799.2805109286678,-0.45041344443063475,-0.645780475776736,0.00021547462245393787,-1161.9402244033238,0.3876992887810831,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P1,0.5,,,,,,,,,1152.0,56.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,932.7396212709591,46.3493219019296,-886.3902993690295,1799.2805109286678,-0.49263596975856444,-0.6332894203275989,-0.027966230788701803,-1139.465311772762,-50.31909402224442,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P2,0.1,,,,,,,,,1152.0,56.0,911.0,True,,gate_gbm,uncertainty,False,312.95273530504556,-1.101556192871035,-314.0542914979166,1799.2805109286678,-0.1745443745932772,-0.3009407530896775,-0.031917014382976665,-541.476831978453,-57.427661946319894,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P2,0.2,,,,,,,,,1152.0,56.0,911.0,True,,gate_gbm,uncertainty,False,608.9772876474668,29.096456618862856,-579.880831028604,1799.2805109286678,-0.3222848396936776,-0.3969594637529582,-0.032056150425251756,-714.2414267593927,-57.67800671555321,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P2,0.3,,,,,,,,,1152.0,56.0,911.0,True,,R1_mlp_clf,uncertainty,False,577.4141749046622,46.08545840449857,-531.3287165001636,1799.2805109286678,-0.2953006567196837,-0.3523644014552883,-0.029478583862633127,-634.0024002835454,-53.04024143381211,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_dE,P2,0.5,,,,,,,,,1152.0,56.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,932.7396212709591,46.3493219019296,-886.3902993690295,1799.2805109286678,-0.49263596975856444,-0.6332894203275989,-0.027966230788701803,-1139.465311772762,-50.31909402224442,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P1,0.1,,,,,,,,,1152.0,56.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,257.1038450260962,1.253397160089244,-255.850447866007,1799.2805109286678,-0.1421959757314073,-0.3534314270296905,0.00659028479390997,-635.9222786042296,11.85777099115176,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P1,0.2,,,,,,,,,1152.0,56.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,745.0331458393895,14.196551008629967,-730.8365948307595,1799.2805109286678,-0.4061826882421745,-0.5801825261907098,0.0015200423631677965,-1043.9111121563055,2.7349825998337725,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P1,0.3,,,,,,,,,1152.0,56.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,856.5055908287922,14.100965740692338,-842.4046250880998,1799.2805109286678,-0.4681897124830786,-0.6872472757030542,-0.020025565500716495,-1236.5506293613264,-36.031609725764675,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P1,0.5,,,,,,,,,1152.0,56.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,932.7396212709591,46.3493219019296,-886.3902993690295,1799.2805109286678,-0.49263596975856444,-0.6332894203275989,-0.027966230788701803,-1139.465311772762,-50.31909402224442,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P2,0.1,,,,,,,,,1152.0,56.0,692.0,True,,gate_gbm,criticality_cheap,False,312.95273530504556,1.253397160089244,-311.6993381449563,1799.2805109286678,-0.1732355440142449,-0.30016243284590804,-0.03191101763441106,-540.0764155325774,-57.41687211349686,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P2,0.2,,,,,,,,,1152.0,56.0,692.0,True,,gate_gbm,criticality_cheap,False,608.9772876474668,14.196551008629967,-594.7807366388369,1799.2805109286678,-0.3305658750962911,-0.41582816582901,-0.030762438318836027,-748.1915146713519,-55.35025573572692,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P2,0.3,,,,,,,,,1152.0,56.0,692.0,True,,R1_mlp_clf,criticality_cheap,False,577.4141749046622,14.100965740692338,-563.3132091639699,1799.2805109286678,-0.3130769247721276,-0.3805858202155248,-0.02894853459896012,-684.7806490495956,-52.086534123853184,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,oracle,traj,JB,E_perc_risk,P2,0.5,,,,,,,,,1152.0,56.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,932.7396212709591,46.3493219019296,-886.3902993690295,1799.2805109286678,-0.49263596975856444,-0.6332894203275989,-0.027966230788701803,-1139.465311772762,-50.31909402224442,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P1,0.1,,,,,,,,,1152.0,109.0,911.0,True,,trivial_ego_speed,uncertainty,False,600.4712952314214,42.55297090796627,-557.9183243234552,7904.410690898589,-0.070583165037953,-0.16126810554139254,0.0012586266775381557,-1274.729337542345,9.948702165782768,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P1,0.2,,,,,,,,,1152.0,109.0,911.0,True,,trivial_ego_speed,uncertainty,False,916.3977048672953,77.42367143431721,-838.9740334329781,7904.410690898589,-0.10613998516031078,-0.23308171710349926,1.0932577808700061e-05,-1842.3736165259,0.08641558491016943,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P1,0.3,,,,,,,,,1152.0,109.0,911.0,True,,trivial_ego_speed,uncertainty,False,977.3675845326683,-18.834315045587108,-996.2018995782554,7904.410690898589,-0.12603114116088587,-0.30472699669452996,-0.004902089743610654,-2408.6873304776614,-38.74813057714037,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P1,0.5,,,,,,,,,1152.0,109.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,962.5778230889681,-42.96536871146862,-1005.5431918004367,7904.410690898589,-0.12721292340721288,-0.3202274650750702,-0.005963014068213079,-2531.2093984587395,-47.13411215076215,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P2,0.1,,,,,,,,,1152.0,109.0,911.0,True,,gate_gbm,uncertainty,False,108.85484161767378,42.55297090796627,-66.30187070970752,7904.410690898589,-0.008387958736259716,-0.05471661186265183,0.002653981083739411,-432.50257177689366,20.978156451752422,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P2,0.2,,,,,,,,,1152.0,109.0,911.0,True,,trivial_ego_speed,uncertainty,False,916.3977048672953,77.42367143431721,-838.9740334329781,7904.410690898589,-0.10613998516031078,-0.23308171710349926,1.0932577808700061e-05,-1842.3736165259,0.08641558491016943,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P2,0.3,,,,,,,,,1152.0,109.0,911.0,True,,gate_gbm,uncertainty,False,415.4902508506737,-18.834315045587108,-434.3245658962608,7904.410690898589,-0.0549471153360436,-0.14646587663256028,0.008472244857793498,-1157.7264411062433,66.96810282985352,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_dE,P2,0.5,,,,,,,,,1152.0,109.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,962.5778230889681,-42.96536871146862,-1005.5431918004367,7904.410690898589,-0.12721292340721288,-0.3202274650750702,-0.005963014068213079,-2531.2093984587395,-47.13411215076215,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P1,0.1,,,,,,,,,1152.0,109.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,600.4712952314214,112.9466798236312,-487.52461540779024,7904.410690898589,-0.06167754111880129,-0.15290185994620295,0.02455878021553511,-1208.5990964170453,194.12268489110446,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P1,0.2,,,,,,,,,1152.0,109.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,916.3977048672953,163.48945048733341,-752.9082543799618,7904.410690898589,-0.0952516618660625,-0.22227119527092198,0.011890385578854964,-1756.9228121782835,93.98649088840757,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P1,0.3,,,,,,,,,1152.0,109.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,977.3675845326683,245.51346812091967,-731.8541164117486,7904.410690898589,-0.09258806823567893,-0.28802738363115693,0.020786176571831225,-2276.686730445666,164.3024763172885,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P1,0.5,,,,,,,,,1152.0,109.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,962.5778230889681,-42.96536871146862,-1005.5431918004367,7904.410690898589,-0.12721292340721288,-0.3202274650750702,-0.005963014068213079,-2531.2093984587395,-47.13411215076215,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P2,0.1,,,,,,,,,1152.0,109.0,692.0,True,,gate_gbm,criticality_cheap,False,108.85484161767378,112.9466798236312,4.091838205957416,7904.410690898589,0.0005176651828919896,-0.046717350140813865,0.021745431371847302,-369.2731219035018,171.88482021383138,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P2,0.2,,,,,,,,,1152.0,109.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,916.3977048672953,163.48945048733341,-752.9082543799618,7904.410690898589,-0.0952516618660625,-0.22227119527092198,0.011890385578854964,-1756.9228121782835,93.98649088840757,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P2,0.3,,,,,,,,,1152.0,109.0,692.0,True,,gate_gbm,criticality_cheap,False,415.4902508506737,245.51346812091967,-169.97678272975404,7904.410690898589,-0.02150404241083667,-0.13776956181586786,0.03398334882929597,-1088.9871972977598,268.6183457988231,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,brake,J,E_perc_risk,P2,0.5,,,,,,,,,1152.0,109.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,962.5778230889681,-42.96536871146862,-1005.5431918004367,7904.410690898589,-0.12721292340721288,-0.3202274650750702,-0.005963014068213079,-2531.2093984587395,-47.13411215076215,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P1,0.1,,,,,,,,,1152.0,89.0,911.0,True,,random,uncertainty,False,-11.33348138528256,15.105327342556778,26.438808727839337,4693.652775228891,0.0056328855145340445,-0.004704072466090967,0.011709773101567386,-22.079282785345683,54.96160901547238,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P1,0.2,,,,,,,,,1152.0,89.0,911.0,True,,random,uncertainty,False,-22.634947286425906,36.58232673960186,59.217274026027766,4693.652775228891,0.01261645819617323,-0.0042877302367910165,0.022388819861729574,-20.125116925346987,105.08534647810673,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P1,0.3,,,,,,,,,1152.0,89.0,911.0,True,,trivial_ego_speed,uncertainty,False,-220.61146705633246,37.55559519822964,258.1670622545621,4693.652775228891,0.055003442865875884,-0.009402945028222831,0.08803132039144428,-44.1341590270428,413.18845126236613,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P1,0.5,,,,,,,,,1152.0,89.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,-157.44691446478785,44.919875751226165,202.366790216014,4693.652775228891,0.04311498952031989,-0.018641597489504322,0.0781383591784057,-87.49718579131189,366.7543264095558,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P2,0.1,,,,,,,,,1152.0,89.0,911.0,True,,gate_ridge,uncertainty,False,61.28155986877234,15.105327342556778,-46.176232526215564,4693.652775228891,-0.009838016303616266,-0.023983593097512627,0.00757997211545958,-112.57065830210063,35.57775715588447,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P2,0.2,,,,,,,,,1152.0,89.0,911.0,True,,gate_ridge,uncertainty,False,88.97764240173036,36.58232673960186,-52.3953156621285,4693.652775228891,-0.011163014856712188,-0.03055422696127607,0.006290580127617559,-143.41093217176683,29.52579887379187,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P2,0.3,,,,,,,,,1152.0,89.0,911.0,True,,trivial_ego_speed,uncertainty,False,-220.61146705633246,37.55559519822964,258.1670622545621,4693.652775228891,0.055003442865875884,-0.009402945028222831,0.08803132039144428,-44.1341590270428,413.18845126236613,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_dE,P2,0.5,,,,,,,,,1152.0,89.0,911.0,True,,trivial_ego_speed,criticality_cheap,False,-157.44691446478785,44.919875751226165,202.366790216014,4693.652775228891,0.04311498952031989,-0.018641597489504322,0.0781383591784057,-87.49718579131189,366.7543264095558,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P1,0.1,,,,,,,,,1152.0,89.0,692.0,True,,random,criticality_cheap,False,-11.33348138528256,11.788254919456602,23.121736304739162,4693.652775228891,0.0049261710254252045,-0.003717328572226702,0.014556052282219654,-17.44784956946951,68.32105519081712,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P1,0.2,,,,,,,,,1152.0,89.0,692.0,True,,random,criticality_cheap,False,-22.634947286425906,44.19062524984256,66.82557253626847,4693.652775228891,0.014237434198146378,-0.0029432946827056177,0.03145888716215259,-13.814803255797662,147.65709303425004,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P1,0.3,,,,,,,,,1152.0,89.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,-220.61146705633246,93.20195252458723,313.8134195809197,4693.652775228891,0.06685910411547566,-0.011696534985640352,0.09565553283768764,-54.89947389591266,448.97385716961094,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P1,0.5,,,,,,,,,1152.0,89.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,-157.44691446478785,44.919875751226165,202.366790216014,4693.652775228891,0.04311498952031989,-0.018641597489504322,0.0781383591784057,-87.49718579131189,366.7543264095558,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P2,0.1,,,,,,,,,1152.0,89.0,692.0,True,,gate_ridge,criticality_cheap,False,61.28155986877234,11.788254919456602,-49.49330494931574,4693.652775228891,-0.010544730792725106,-0.021417834023050714,0.005845323798263404,-100.52787610168376,27.435920267830507,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P2,0.2,,,,,,,,,1152.0,89.0,692.0,True,,gate_ridge,criticality_cheap,False,88.97764240173036,44.19062524984256,-44.7870171518878,4693.652775228891,-0.00954203885473904,-0.02253675957594391,0.005675143595060509,-105.77972412829543,26.637153484778224,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P2,0.3,,,,,,,,,1152.0,89.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,-220.61146705633246,93.20195252458723,313.8134195809197,4693.652775228891,0.06685910411547566,-0.011696534985640352,0.09565553283768764,-54.89947389591266,448.97385716961094,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,KITTI,mono,traj,JB,E_perc_risk,P2,0.5,,,,,,,,,1152.0,89.0,692.0,True,,trivial_ego_speed,criticality_cheap,False,-157.44691446478785,44.919875751226165,202.366790216014,4693.652775228891,0.04311498952031989,-0.018641597489504322,0.0781383591784057,-87.49718579131189,366.7543264095558,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P1,0.1,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P1,0.2,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P1,0.3,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P1,0.5,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P2,0.1,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P2,0.2,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P2,0.3,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
