registry_version,section,track,geometry,system,target,objective,pool,quota,e_dec_defined_test,n_signals,optimal_dec,optimal_perc,no_shared_optimum,argmax_dec,argmax_perc,kendall_tau,n_val,n_affected_val_dec,n_affected_val_perc,included,drop_reason,selected_dec,selected_perc,same_winner,gain_test_dec_selected,gain_test_perc_selected,diff_gain,all_cheap_loss,diff_share,diff_share_lo,diff_share_hi,diff_gain_lo,diff_gain_hi,note_gain_interval,n_cells,n_same_winner,cells
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_dE,P2,0.5,,,,,,,,,264.0,4.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P1,0.1,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P1,0.2,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P1,0.3,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P1,0.5,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P2,0.1,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P2,0.2,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P2,0.3,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,safety,E_perc_risk,P2,0.5,,,,,,,,,264.0,4.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P1,0.1,,,,,,,,,264.0,16.0,233.0,True,,criticality_cheap,trivial_ego_speed,False,0.11963684525031305,-0.08922232823250725,-0.2088591734828203,490.3724125650554,-0.00042591950144648874,-0.0913662721558998,0.21420750241112427,-44.803499304164035,105.04144974687793,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P1,0.2,,,,,,,,,264.0,16.0,233.0,True,,random,trivial_ego_speed,False,21.713684708372345,34.787054354440485,13.07336964606814,490.3724125650554,0.026660083869081353,-0.07022952162955733,0.238469501280853,-34.43861995477577,116.93886466627747,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P1,0.3,,,,,,,,,264.0,16.0,233.0,True,,trivial_ego_speed,trivial_ego_speed,True,96.26739956641188,96.26739956641188,0.0,490.3724125650554,0.0,0.0,0.0,0.0,0.0,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P1,0.5,,,,,,,,,264.0,16.0,233.0,True,,criticality_cheap,trivial_ego_speed,False,159.079367509338,108.18583095074437,-50.893536558593624,490.3724125650554,-0.10378548069696278,-0.18487532987037333,0.08271075457855871,-90.65776153229542,40.55907226776404,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P2,0.1,,,,,,,,,264.0,16.0,233.0,True,,gate_gbm,trivial_ego_speed,False,107.7624248955391,-0.08922232823250725,-107.85164722377161,490.3724125650554,-0.21993824379234106,-0.33632100297930606,-0.0009875919540700416,-164.9225416272615,-0.4842878491471637,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P2,0.2,,,,,,,,,264.0,16.0,233.0,True,,R1_gbm_reg,trivial_ego_speed,False,-2.520987095181009,34.787054354440485,37.30804144962149,490.3724125650554,0.07608103656253706,-0.005684121452007712,0.3026023684447616,-2.7873363497338075,148.38785346215755,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P2,0.3,,,,,,,,,264.0,16.0,233.0,True,,R1_mlp_clf,trivial_ego_speed,False,70.574611697282,96.26739956641188,25.692787869129887,490.3724125650554,0.05239443983958079,-0.22330953966766506,0.1337257103596805,-109.50483771562486,65.57539921105236,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_dE,P2,0.5,,,,,,,,,264.0,16.0,233.0,True,,criticality_cheap,trivial_ego_speed,False,159.079367509338,108.18583095074437,-50.893536558593624,490.3724125650554,-0.10378548069696278,-0.18487532987037333,0.08271075457855871,-90.65776153229542,40.55907226776404,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P1,0.1,,,,,,,,,264.0,16.0,181.0,True,,criticality_cheap,trivial_ego_speed,False,0.11963684525031305,-0.08922232823250725,-0.2088591734828203,490.3724125650554,-0.00042591950144648874,-0.0913662721558998,0.21420750241112427,-44.803499304164035,105.04144974687793,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P1,0.2,,,,,,,,,264.0,16.0,181.0,True,,random,criticality_cheap,False,21.713684708372345,11.500126437939553,-10.213558270432792,490.3724125650554,-0.020828166529612443,-0.0719723964039859,0.19035258506703226,-35.293277662711084,93.34365637731555,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P1,0.3,,,,,,,,,264.0,16.0,181.0,True,,trivial_ego_speed,criticality_cheap,False,96.26739956641188,58.26212013929679,-38.00527942711509,490.3724125650554,-0.07750289056498078,-0.2691444370241562,0.27163093161668117,-131.9810069119991,133.20031526416554,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P1,0.5,,,,,,,,,264.0,16.0,181.0,True,,criticality_cheap,trivial_ego_speed,False,159.079367509338,108.18583095074437,-50.893536558593624,490.3724125650554,-0.10378548069696278,-0.18487532987037333,0.08271075457855871,-90.65776153229542,40.55907226776404,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P2,0.1,,,,,,,,,264.0,16.0,181.0,True,,gate_gbm,gate_ridge,False,107.7624248955391,125.14687833434535,17.384453438806247,490.3724125650554,0.03545153233207207,-0.0636497655773356,0.16226119844960132,-31.212089105358277,79.56841534942824,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P2,0.2,,,,,,,,,264.0,16.0,181.0,True,,R1_gbm_reg,gate_ridge,False,-2.520987095181009,172.46492890730488,174.98591600248588,490.3724125650554,0.3568429045328306,0.0,0.5913522204755927,0.0,289.98281503031893,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P2,0.3,,,,,,,,,264.0,16.0,181.0,True,,R1_mlp_clf,gate_ridge,False,70.574611697282,170.11234117656625,99.53772947928425,490.3724125650554,0.20298395041968037,-0.0008365933755602492,0.3058798400271618,-0.41024231190942284,149.99503510913252,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,pdm_closed,scalar_J,E_perc_risk,P2,0.5,,,,,,,,,264.0,16.0,181.0,True,,criticality_cheap,trivial_ego_speed,False,159.079367509338,108.18583095074437,-50.893536558593624,490.3724125650554,-0.10378548069696278,-0.18487532987037333,0.08271075457855871,-90.65776153229542,40.55907226776404,share interval x the test all-cheap loss,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P1,0.1,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P1,0.2,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P1,0.3,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P1,0.5,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P2,0.1,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P2,0.2,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P2,0.3,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_dE,P2,0.5,,,,,,,,,264.0,0.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P1,0.1,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P1,0.2,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P1,0.3,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P1,0.5,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P2,0.1,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P2,0.2,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P2,0.3,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,safety,E_perc_risk,P2,0.5,,,,,,,,,264.0,0.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P1,0.1,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P1,0.2,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P1,0.3,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P1,0.5,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P2,0.1,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P2,0.2,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P2,0.3,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_dE,P2,0.5,,,,,,,,,264.0,7.0,233.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P1,0.1,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P1,0.2,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P1,0.3,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P1,0.5,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P2,0.1,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P2,0.2,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P2,0.3,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection,nuPlan,n/a,idm,scalar_J,E_perc_risk,P2,0.5,,,,,,,,,264.0,7.0,181.0,False,decision value undefined on the validation units,,,,,,,,,,,,,,,,
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P1,0.1,,,,,,,,,,,,,,,,,,,,,-0.0385137255610527,-0.06669441681395227,-0.0007694671033831336,,,,11.0,0.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P1,0.2,,,,,,,,,,,,,,,,,,,,,-0.07362443565881543,-0.10792342828593027,-0.01013558187828351,,,,11.0,1.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P1,0.3,,,,,,,,,,,,,,,,,,,,,-0.07401954216340743,-0.13016457826747166,-0.01492895727045763,,,,11.0,3.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P1,0.5,,,,,,,,,,,,,,,,,,,,,-0.0910291540979801,-0.14423812100429204,-0.016519870147231865,,,,11.0,0.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P2,0.1,,,,,,,,,,,,,,,,,,,,,-0.04696127955080274,-0.07086615200450194,-0.017469006033072856,,,,11.0,0.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P2,0.2,,,,,,,,,,,,,,,,,,,,,-0.06039021921315891,-0.10285691052787826,-0.013524605510720248,,,,11.0,0.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P2,0.3,,,,,,,,,,,,,,,,,,,,,-0.04750273981400797,-0.10119569841441907,-0.018694921428204347,,,,11.0,0.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_dE,P2,0.5,,,,,,,,,,,,,,,,,,,,,-0.09502314217810799,-0.14830784987703857,-0.017827947165732185,,,,11.0,1.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P1,0.1,,,,,,,,,,,,,,,,,,,,,-0.02928310626206091,-0.05519229312707753,0.010285100786291431,,,,11.0,5.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P1,0.2,,,,,,,,,,,,,,,,,,,,,-0.06368814195877509,-0.09919307710589395,0.0036628397518903614,,,,11.0,3.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P1,0.3,,,,,,,,,,,,,,,,,,,,,-0.07840984346971477,-0.13970518685290212,-0.008589628179185387,,,,11.0,2.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P1,0.5,,,,,,,,,,,,,,,,,,,,,-0.08909064972533455,-0.13929791479663453,-0.013887558040218389,,,,11.0,4.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P2,0.1,,,,,,,,,,,,,,,,,,,,,-0.009327663551008841,-0.036898249778233125,0.013443742772299521,,,,11.0,1.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P2,0.2,,,,,,,,,,,,,,,,,,,,,-0.018182490908587624,-0.07460208926976017,0.029296134926629257,,,,11.0,1.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P2,0.3,,,,,,,,,,,,,,,,,,,,,-0.026796000585253277,-0.07513160659344424,0.006298091343675672,,,,11.0,3.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
2026-09-23.1,validation_selection_pooled,pooled,,,,E_perc_risk,P2,0.5,,,,,,,,,,,,,,,,,,,,,-0.08859368824185686,-0.13834157244405335,-0.012032472750794693,,,,11.0,3.0,nuScenes__oracle__brake__J; nuScenes__oracle__plan_ade__JC_ade; nuScenes__oracle__plan_fde__JC_fde; nuScenes__mono__brake__J; nuScenes__mono__plan_ade__JC_ade; nuScenes__mono__plan_fde__JC_fde; KITTI__oracle__brake__J; KITTI__oracle__traj__JB; KITTI__mono__brake__J; KITTI__mono__traj__JB; nuPlan__na__pdm_closed__scalar_J
