group,file,item,statistic,old,new,delta,note
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.2,eta_lo,-0.1063660438855359,-0.142415691660521,-0.03604964777498511,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.2,eta_hi,0.1274443507119008,0.0951731563016844,-0.032271194410216406,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.2,minus_random,-0.0145702794019184,-0.0499212066122202,-0.0353509272103018,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.2,minus_random_lo,-0.1126207021687835,-0.1550206125353516,-0.042399910366568094,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.2,minus_random_hi,0.0903247066099057,0.0649478968144833,-0.025376809795422395,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.2,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,eta,0.0366488793086702,0.0025551465564269,-0.034093732752243304,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,eta_lo,-0.1198260128474306,-0.1457447770819311,-0.0259187642345005,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,eta_hi,0.141426400012162,0.1231679259466717,-0.018258474065490304,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,minus_random,-0.0226153335750637,-0.0503909749268159,-0.0277756413517522,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,minus_random_lo,-0.1296019582753287,-0.1693044326025968,-0.03970247432726812,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,minus_random_hi,0.0856778670696601,0.0840271016952165,-0.0016507653744435996,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.3,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,eta,0.0241432109364531,-0.0124704513168316,-0.036613662253284704,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,eta_lo,-0.208044567144319,-0.2428293206758781,-0.034784753531559104,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,eta_hi,0.17305309342355,0.125241433335318,-0.04781166008823198,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,minus_random,-0.08489183817022,-0.1216796893602859,-0.036787851190065904,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,minus_random_lo,-0.2090712723821213,-0.2676938873455542,-0.058622614963432906,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,minus_random_hi,0.0583796782479188,0.0228404733914747,-0.0355392048564441,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | uncertainty | 0.5,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,eta,0.0206810134969258,0.0440594080677819,0.0233783945708561,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,eta_lo,-0.038147214405457,-0.0762118251727788,-0.0380646107673218,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,eta_hi,0.0916470007343092,0.1415382455195067,0.04989124478519749,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,minus_random,0.0108907991918692,0.0185242903286085,0.0076334911367393,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,minus_random_lo,-0.0455925452226788,-0.0873857324774872,-0.0417931872548084,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,minus_random_hi,0.0740475434409847,0.1224568073081671,0.0484092638671824,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.1,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,eta,0.0753939194702914,-0.0037040220499233,-0.07909794152021471,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,eta_lo,-0.0477557707917724,-0.1337988679756094,-0.08604309718383699,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,eta_hi,0.2216140825736414,0.1773149565582436,-0.04429912601539779,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,minus_random,0.044978592631733,-0.0107052956250042,-0.055683888256737195,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,minus_random_lo,-0.0637163289532869,-0.1317556136491516,-0.06803928469586469,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,minus_random_hi,0.1829213574759387,0.1313111952489251,-0.05161016222701362,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.2,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,eta,0.1386790540694551,0.1247443587620711,-0.013934695307384004,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,eta_lo,-0.029337684950553,-0.0761620682784128,-0.046824383327859806,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,eta_hi,0.2826894131325017,0.26144067936779,-0.021248733764711702,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,minus_random,0.0896986386222018,0.0538651251273908,-0.035833513494811,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,minus_random_lo,-0.0376597912041409,-0.0790213499148141,-0.04136155871067321,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,minus_random_hi,0.2279185533315573,0.1931535535865598,-0.0347649997449975,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.3,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,eta,0.1101287563010817,0.045065470925363,-0.0650632853757187,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,eta_lo,-0.0865937808930759,-0.1697896231882926,-0.0831958422952167,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,eta_hi,0.2566802344542387,0.2457919232922405,-0.010888311161998204,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,minus_random,0.0249965091422658,-0.0253197709796077,-0.0503162801218735,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,minus_random_lo,-0.0948203753652028,-0.1776469798128474,-0.08282660444764461,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,minus_random_hi,0.1536731168594287,0.1213053407480537,-0.03236777611137499,
2 deployable nDG,benchmark_table.csv,nuScenes | mono | plan_fde | JC_fde | all | criticality_cheap | 0.5,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,eta,0.0666036783861288,0.0701230519465844,0.003519373560455605,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,eta_lo,0.0112898290044695,0.0270242874228152,0.015734458418345698,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,eta_hi,0.1402457404424648,0.1374600700013404,-0.002785670441124405,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,minus_random,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,minus_random_lo,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,minus_random_hi,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.1,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,eta,0.1313330182270132,0.139051794234919,0.007718776007905798,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,eta_lo,0.0243230622085709,0.0540082115602283,0.029685149351657402,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,eta_hi,0.1841446171886476,0.1840086000082079,-0.000136017180439707,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,minus_random,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,minus_random_lo,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,minus_random_hi,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.2,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,eta,0.1970924078343154,0.2086760306693763,0.011583622835060897,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,eta_lo,0.0364845933128564,0.0809724733277287,0.04448788001487229,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,eta_hi,0.2709389445240492,0.2728612095003365,0.00192226497628728,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,minus_random,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,minus_random_lo,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,minus_random_hi,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.3,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,eta,0.3284254260613286,0.3477278249042954,0.019302398842966806,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,eta_lo,0.0608076555214273,0.1350210481733593,0.074213392651932,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,eta_hi,0.4516158563030385,0.4547686825005608,0.0031528261975222738,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,minus_random,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,minus_random_lo,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,minus_random_hi,0.0,0.0,0.0,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | random | 0.5,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,eta,-0.0058831872559477,-0.0112762061564936,-0.005393018900545899,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,eta_lo,-0.0542763842552915,-0.0650967124537997,-0.010820328198508193,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,eta_hi,0.0708808284134039,0.0374390191782269,-0.033441809235177,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,minus_random,-0.0705405468804538,-0.0842483231201765,-0.013707776239722691,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,minus_random_lo,-0.1342885944579404,-0.1337182998622148,0.0005702945957255789,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,minus_random_hi,0.0443696809227839,-0.0291629593809205,-0.0735326403037044,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.1,paired 95% CI against random,includes random,below random,,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,eta,0.0487363975529926,-0.0104807291537291,-0.0592171267067217,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,eta_lo,-0.033608533742218,-0.0623014723093695,-0.0286929385671515,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,eta_hi,0.1490177296838594,0.0851569434391687,-0.0638607862446907,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,minus_random,-0.0713287776277756,-0.1339903290720313,-0.06266155144425568,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,minus_random_lo,-0.180720777550679,-0.1853195805293885,-0.0045988029787094875,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,minus_random_hi,0.1014790583114784,-0.0278620627685142,-0.1293411210799926,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.2,paired 95% CI against random,includes random,below random,,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,eta,0.0734246455046862,0.0408326974467405,-0.032591948057945706,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,eta_lo,-0.1055638674018047,-0.0855196696344934,0.02004419776731131,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,eta_hi,0.1744623489835787,0.1125282152355876,-0.0619341337479911,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,minus_random,-0.1280750843622014,-0.1770820857153066,-0.04900700135310518,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,minus_random_lo,-0.261273844628118,-0.2679751534413528,-0.00670130881323483,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,minus_random_hi,0.0854278171533584,-0.0240079666934605,-0.1094357838468189,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.3,paired 95% CI against random,includes random,below random,,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,eta,0.0908791612339047,0.0860912016307695,-0.004787959603135203,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,eta_lo,-0.2417298505299471,-0.0974073039860114,0.14432254654393573,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,eta_hi,0.1988389731250292,0.2144293225989312,0.015590349473901977,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,minus_random,-0.243233759622046,-0.2602457609411467,-0.017012001319100717,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,minus_random_lo,-0.3948358854316697,-0.4041127654992428,-0.009276880067573101,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,minus_random_hi,0.0171895856925083,-0.0609770998805507,-0.078166685573059,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | uncertainty | 0.5,paired 95% CI against random,includes random,below random,,interval changes side
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,eta,-4.472460085354579e-05,0.0121491699486482,0.012193894549501745,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,eta_lo,-0.020177334173548,-0.0194132711225114,0.0007640630510366009,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,eta_hi,0.0249609935899312,0.0742327661160168,0.0492717725260856,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,minus_random,-0.066259922466047,-0.056104501390545,0.010155421075502005,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,minus_random_lo,-0.1431639612848689,-0.1391982277459672,0.0039657335389017,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,minus_random_hi,0.0036748026864615,0.0347919634376415,0.03111716075118,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.1,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,eta,-0.0143243598884336,-0.0126060563940675,0.0017183034943660993,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,eta_lo,-0.0610140105862773,-0.0652244921603058,-0.004210481574028507,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,eta_hi,0.0544522221745891,0.088384006903094,0.0339317847285049,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,minus_random,-0.1301899382073542,-0.1342831087870576,-0.0040931705797034035,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,minus_random_lo,-0.198393979750627,-0.1991959570736999,-0.0008019773230728833,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,minus_random_hi,-0.0329430769405408,-0.0073611080206121,0.0255819689199287,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.2,paired 95% CI against random,below random,below random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,eta,0.0830519946967229,0.0738250523210396,-0.009226942375683306,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,eta_lo,-0.1071530109366134,-0.0838528507276975,0.0233001602089159,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,eta_hi,0.2269987812391235,0.1301551385104579,-0.09684364272866561,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,minus_random,-0.1399202973502671,-0.1652211371644184,-0.02530083981415132,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,minus_random_lo,-0.2928764279824072,-0.2893181355554108,0.003558292426996401,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,minus_random_hi,0.0772250361465273,0.0159795166330685,-0.0612455195134588,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.3,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,eta,0.0406747191423991,0.0539410228129605,0.013266303670561405,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,eta_lo,-0.2855474409124672,-0.115362155357081,0.1701852855553862,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,eta_hi,0.3441281907159608,0.2893091551560621,-0.0548190355598987,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,minus_random,-0.2470474641110061,-0.2506533243602034,-0.00360586024919729,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,minus_random_lo,-0.4323157102342294,-0.4265895142132096,0.005726196021019758,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,minus_random_hi,0.1834247194137771,0.1211066273454742,-0.06231809206830291,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | criticality_cheap | 0.5,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,eta,0.0587310662455254,0.0660606145469639,0.007329548301438497,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,eta_lo,0.004694014005938,0.0168360867661345,0.0121420727601965,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,eta_hi,0.2553890533111802,0.2633333544297546,0.00794430111857436,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,minus_random,0.0221111381005614,0.0243904156371885,0.0022792775366271,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,minus_random_lo,-0.0839590145275474,-0.0823348619786913,0.0016241525488560893,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,minus_random_hi,0.1905859361712118,0.1891261860490468,-0.00145975012216501,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.1,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,eta,0.2335820469095396,0.2379227095968486,0.00434066268730901,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,eta_lo,0.0220872378551835,0.0773360705568518,0.05524883270166829,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,eta_hi,0.2940985744199371,0.3233333278484107,0.029234753428473592,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,minus_random,0.0614609976037076,0.0710833309541784,0.009622333350470802,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,minus_random_lo,-0.0878147949230045,-0.08565805544567,0.002156739477334496,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,minus_random_hi,0.2267310085781954,0.2441587886281706,0.017427780049975194,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.2,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,eta,0.2786321405064416,0.317838904017267,0.039206763510825415,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,eta_lo,0.0045094196134915,0.087324607000503,0.0828151873870115,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,eta_hi,0.4627990033520269,0.4989032463880485,0.03610424303602161,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,minus_random,0.0791164922366583,0.0966398585525441,0.017523366315885802,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,minus_random_lo,-0.0956974897004261,-0.067605094732664,0.0280923949677621,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,minus_random_hi,0.3792594237351376,0.369705384914588,-0.009554038820549615,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.3,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,eta,0.2665490546314794,0.3155952377704544,0.04904618313897502,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,eta_lo,-0.0312184610372335,0.0473144321687352,0.0785328932059687,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,eta_hi,0.610410807556253,0.676029337603685,0.06561853004743201,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,minus_random,-0.0082320949626593,0.0185063577808649,0.026738452743524203,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,minus_random_lo,-0.1906788351384924,-0.182817088560535,0.007861746577957407,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,minus_random_hi,0.3729322166539268,0.3885952122698245,0.015662995615897735,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_ridge | 0.5,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,eta,0.0782373527326096,0.0818611024429692,0.0036237497103596,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,eta_lo,0.0269079942975463,0.0445222422589445,0.0176142479613982,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,eta_hi,0.3171092519844355,0.3951840563265738,0.07807480434213826,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,minus_random,0.0559803675020903,0.0679742311605545,0.011993863658464193,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,minus_random_lo,-0.0615239885133663,-0.0531742271181885,0.008349761395177804,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,minus_random_hi,0.233524007877686,0.2978274659879484,0.06430345811026239,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.1,paired 95% CI against random,includes random,includes random,,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.2,eta,0.2013597056903986,0.2262122680508357,0.02485256236043709,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.2,eta_lo,0.1047744229587781,0.1133644141191802,0.0085899911604021,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.2,eta_hi,0.4764964106647373,0.5304793608983995,0.05398295023366223,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.2,minus_random,0.1023425094690591,0.1413282064027934,0.0389856969337343,
2 deployable nDG,benchmark_table.csv,KITTI | oracle | brake | J | test | gate_gbm | 0.2,minus_random_lo,-0.0556741799553618,-0.0604227506135066,-0.004748570658144796,
