group,file,item,statistic,old,new,delta,note
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.2,minus_random_lo,-0.0574283489342439,-0.0769925629537216,-0.0195642140194777,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.2,minus_random_hi,0.2360014176183612,0.231270103984725,-0.004731313633636186,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.2,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,eta,0.3487564401431962,0.2605820813639035,-0.0881743587792927,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,eta_lo,0.2152160008634791,0.0940188673169746,-0.1211971335465045,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,eta_hi,0.5669810239538943,0.4620523430032298,-0.10492868095066449,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,minus_random,0.0863978691760665,0.068368808929735,-0.018029060246331496,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,minus_random_lo,-0.0669158051334923,-0.1105024202026972,-0.0435866150692049,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,minus_random_hi,0.2975947527294706,0.284499253928908,-0.0130954988005626,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.3,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,eta,0.6209234980516868,0.457196392416723,-0.1637271056349638,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,eta_lo,0.4844774969150335,0.2954403321791871,-0.18903716473584642,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,eta_hi,0.7769085088515341,0.6065155540086574,-0.17039295484287664,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,minus_random,0.1616125604535962,0.1123346336213975,-0.0492779268321987,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,minus_random_lo,0.0252856318104459,-0.0202663264355301,-0.045551958245976,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,minus_random_hi,0.3136249525763892,0.2420728516380196,-0.07155210093836964,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E1_fn_only | 0.5,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,eta,0.1152440228012119,0.0960636536214864,-0.0191803691797255,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,eta_lo,0.0679492266396224,0.0413801098913429,-0.026569116748279498,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,eta_hi,0.2007170141528876,0.1783108176855264,-0.022406196467361195,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,minus_random,0.0309611630353316,0.0325982214709579,0.0016370584356263027,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,minus_random_lo,-0.0272370814325728,-0.0277605857570082,-0.0005235043244353997,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,minus_random_hi,0.111582891591713,0.1236044932946881,0.012021601702975102,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.1,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,eta,0.2666853690808608,0.1745283131948669,-0.09215705588599393,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,eta_lo,0.1898605309322967,0.064509042754059,-0.1253514881782377,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,eta_hi,0.4045287558723029,0.332671890009347,-0.07185686586295592,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,minus_random,0.0922561332626422,0.0445033183212163,-0.04775281494142591,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,minus_random_lo,0.0021079993256619,-0.0742546079638614,-0.0763626072895233,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,minus_random_hi,0.2272624690896025,0.2073146210178967,-0.019947848071705798,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.2,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,eta,0.4423784053304008,0.2975818957081172,-0.14479650962228358,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,eta_lo,0.3261226072575362,0.1631731937959903,-0.16294941346154593,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,eta_hi,0.5660541419772583,0.445670131319617,-0.12038401065764132,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,minus_random,0.16790866476651,0.0944304806479676,-0.07347818411854241,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,minus_random_lo,0.0483985820671133,-0.0496443051337003,-0.0980428872008136,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,minus_random_hi,0.2831919012752902,0.2417813158923559,-0.041410585382934295,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.3,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,eta,0.7753334827521193,0.5688438588004016,-0.20648962395171777,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,eta_lo,0.5496351656782115,0.3447074308264613,-0.20492773485175014,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,eta_hi,0.8793008979406219,0.6808289084582929,-0.19847198948232903,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,minus_random,0.2820670670228714,0.1958356967325454,-0.08623137029032599,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,minus_random_lo,0.1321638593370419,0.0335708783051293,-0.09859298103191258,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,minus_random_hi,0.392615468611833,0.3327193779954329,-0.05989609061640011,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E2_fn_fp | 0.5,paired 95% CI against random,above random,above random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,eta,0.1048240268692685,0.0885423991833464,-0.016281627685922104,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,eta_lo,0.0432979411499113,0.0309437926532805,-0.012354148496630798,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,eta_hi,0.2326002551647262,0.2019531127154488,-0.03064714244927741,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,minus_random,0.022552731532238,0.0301785359670978,0.007625804434859801,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,minus_random_lo,-0.0524270800650286,-0.0405120918729275,0.0119149881921011,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,minus_random_hi,0.1415920867988559,0.1449140073715954,0.0033219205727395007,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.1,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,eta,0.2422415500567181,0.1871881065228009,-0.055053443533917196,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,eta_lo,0.1318604223012078,0.0578962934852932,-0.0739641288159146,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,eta_hi,0.4214859637043808,0.3449348129560972,-0.07655115074828361,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,minus_random,0.0670957432354037,0.0595109576462533,-0.007584785589150399,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,minus_random_lo,-0.05622394478813,-0.0779163038681413,-0.021692359080011304,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,minus_random_hi,0.2402679498974205,0.2309200231385893,-0.009347926758831199,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.2,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,eta,0.3519545066281022,0.2588991067241967,-0.09305539990390549,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,eta_lo,0.2167834693247025,0.0907193843137219,-0.1260640850109806,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,eta_hi,0.5741492250619485,0.4628388676353164,-0.11131035742663214,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,minus_random,0.0891698270975777,0.0654451990962875,-0.0237246280012902,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,minus_random_lo,-0.0668543731358174,-0.1134799810274019,-0.0466256078915845,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,minus_random_hi,0.300749173042391,0.2787254862579448,-0.022023686784446217,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.3,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,eta,0.6275636588507989,0.4569586830805165,-0.17060497577028239,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,eta_lo,0.4887990090168145,0.2932283492577094,-0.1955706597591051,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,eta_hi,0.7800190976223894,0.6031239933998058,-0.1768951042225836,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,minus_random,0.1674741519395011,0.1102292319973022,-0.05724491994219891,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,minus_random_lo,0.0319476267434318,-0.0177189333313849,-0.04966656007481671,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,minus_random_hi,0.3160945049451201,0.2353069538391955,-0.08078755110592459,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E3_class_aware | 0.5,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,eta,0.1211467438082962,0.1108076133446099,-0.0103391304636863,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,eta_lo,0.0649135216146032,0.0416761323851854,-0.0232373892294178,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,eta_hi,0.2557568133004894,0.2366428527572351,-0.019113960543254288,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,minus_random,0.0455791021919674,0.0501942219884989,0.004615119796531501,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,minus_random_lo,-0.0316467411824078,-0.0321732893499314,-0.0005265481675235939,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,minus_random_hi,0.1659457300256381,0.1782238945648341,0.012278164539196001,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.1,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,eta,0.2603221660091128,0.2004836614264919,-0.05983850458262088,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,eta_lo,0.1475478469253065,0.0578259259392978,-0.0897219209860087,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,eta_hi,0.4447752924882432,0.3682541601604419,-0.07652113232780133,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,minus_random,0.0866536987347527,0.073525526643642,-0.01312817209111071,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,minus_random_lo,-0.0389321669771769,-0.0741382497070024,-0.035206082729825505,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,minus_random_hi,0.2701697182706356,0.2423555505784431,-0.02781416769219247,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.2,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,eta,0.3889939684125678,0.2563191925753375,-0.1326747758372303,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,eta_lo,0.2540128189229466,0.0970935177049338,-0.15691930121801279,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,eta_hi,0.6257449113278017,0.4877521925242036,-0.13799271880359815,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,minus_random,0.1284748531946573,0.0713491066321056,-0.05712574656255169,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,minus_random_lo,-0.0241163357937945,-0.1044578878867113,-0.0803415520929168,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,minus_random_hi,0.3513524616719181,0.3084791567174721,-0.04287330495444597,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.3,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,eta,0.7060956820970504,0.5373066484036843,-0.16878903369336618,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,eta_lo,0.4601001691070866,0.2091897574890536,-0.250910411618033,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,eta_hi,0.9125605619379942,0.7476955957642777,-0.1648649661737165,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,minus_random,0.2246028322586468,0.1548131037349651,-0.0697897285236817,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,minus_random_lo,-0.0054612763675621,-0.0675473693065748,-0.0620860929390127,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,minus_random_hi,0.4390303727821016,0.3739275911527964,-0.06510278162930522,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E4_localization | 0.5,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,eta,0.1484431514107281,0.1126944060892389,-0.03574874532148921,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,eta_lo,0.0838647595944608,0.042312215689041,-0.0415525439054198,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,eta_hi,0.2477577051638688,0.2159496420357287,-0.03180806312814011,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,minus_random,0.0583861024173488,0.0493285451553437,-0.009057557262005099,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,minus_random_lo,-0.0096865852536406,-0.0288500575318031,-0.0191634722781625,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,minus_random_hi,0.1577923403435155,0.1588264607021327,0.001034120358617191,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.1,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,eta,0.2991498508082849,0.1829328578435413,-0.11621699296474358,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,eta_lo,0.2084647029853214,0.0561956979124247,-0.1522690050728967,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,eta_hi,0.4720663688597626,0.3729847495782916,-0.09908161928147102,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,minus_random,0.1303832121064462,0.0541880338238034,-0.07619517828264281,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,minus_random_lo,0.0187273835638315,-0.0766752073696398,-0.0954025909334713,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,minus_random_hi,0.2953005626651135,0.2298916337041916,-0.0654089289609219,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.2,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,eta,0.4265260612581794,0.2723792279410959,-0.15414683331708345,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,eta_lo,0.3226519636738714,0.1207939633973525,-0.2018580002765189,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,eta_hi,0.621846960411751,0.5041745894856133,-0.11767237092613769,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,minus_random,0.1662948937504232,0.0867382887238372,-0.079556605026586,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,minus_random_lo,0.0427202749292586,-0.0848516809241203,-0.1275719558533789,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,minus_random_hi,0.3384038648333302,0.287712661552587,-0.05069120328074317,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.3,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,eta,0.7898364701516281,0.5925505667965247,-0.19728590335510332,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,eta_lo,0.6016147931165159,0.3330926718961837,-0.2685221212203322,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,eta_hi,0.9056680342874854,0.724380517223192,-0.18128751706429347,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,minus_random,0.3145434604177095,0.2242409966812096,-0.09030246373649989,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,minus_random_lo,0.1783321339057143,0.0579287456434421,-0.1204033882622722,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,minus_random_hi,0.4199231476579036,0.3689121258646881,-0.05101102179321554,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_combined | 0.5,paired 95% CI against random,above random,above random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,eta,0.0954748321138594,0.0856139868196476,-0.0098608452942118,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,eta_lo,0.0639297947652283,0.0302812664311677,-0.033648528334060596,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,eta_hi,0.168965962890471,0.1656049463130105,-0.0033610165774604905,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,minus_random,0.0129889319858106,0.0205133701001476,0.007524438114337001,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,minus_random_lo,-0.0337366512247077,-0.0369692455564858,-0.0032325943317780964,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,minus_random_hi,0.0831902330901636,0.1022120467972643,0.019021813707100696,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.1,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,eta,0.2468003921441185,0.1732491533407046,-0.07355123880341391,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,eta_lo,0.1801130392174263,0.0658221235478284,-0.1142909156695979,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,eta_hi,0.3768470166039346,0.291225202576587,-0.08562181402734759,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,minus_random,0.0709246377860224,0.0351181692522868,-0.0358064685337356,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,minus_random_lo,-0.0098098516125768,-0.0636307022488448,-0.053820850636268,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,minus_random_hi,0.1901786550301065,0.1536143294423496,-0.03656432558775691,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.2,paired 95% CI against random,includes random,includes random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,eta,0.6076615289542153,0.4605989589183029,-0.14706257003591244,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,eta_lo,0.3425522576674542,0.2037432704013058,-0.13880898726614838,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,eta_hi,0.7293672608925355,0.638359487377287,-0.09100777351524847,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,minus_random,0.2656684906244903,0.197379032527037,-0.06828945809745332,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,minus_random_lo,0.0748086876750598,0.0112765984328731,-0.0635320892421867,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,minus_random_hi,0.4404250653428228,0.4292927181246866,-0.011132347218136163,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.3,paired 95% CI against random,above random,above random,,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,eta,0.6688468841704898,0.4666248860854165,-0.20222199808507324,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,eta_lo,0.4552550144651118,0.266121454779113,-0.18913355968599882,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,eta_hi,0.8260113216372946,0.6051537525529483,-0.22085756908434628,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,minus_random,0.1987897738223088,0.1107381454105511,-0.0880516284117577,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,minus_random_lo,0.0382388389538223,-0.0438930260794083,-0.08213186503323061,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,minus_random_hi,0.3428506902342676,0.2593537900363858,-0.08349690019788181,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_fp_heavy | 0.5,paired 95% CI against random,above random,includes random,,win disappears
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_loc_heavy | 0.1,eta,0.1357505496646045,0.1031126446607128,-0.032637905003891715,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_loc_heavy | 0.1,eta_lo,0.0971459023284753,0.0057698337192036,-0.0913760686092717,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_loc_heavy | 0.1,eta_hi,0.2286874853372577,0.1986711725333922,-0.03001631280386549,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_loc_heavy | 0.1,minus_random,0.0540483259412005,0.0337761985525565,-0.020272127388644,
3 diagnostic signals,benchmark_table.csv,KITTI | mono | traj | JB | all | dE_E5_loc_heavy | 0.1,minus_random_lo,-0.000241378451408,-0.0449871190599013,-0.0447457406084933,
