architecture,label,track,geometry,system,target,quota,minus_V,minus_V_lo,minus_V_hi,status
R1_mlp_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.2,-0.16845722346538616,-0.3371095886669684,-0.024830426883159337,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.3,-0.03583445598469254,-0.3754130445105697,0.11100102415520785,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.5,-0.06519568326072664,-0.4204461783912908,0.10044510342019307,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_ade,JC_ade,0.1,-0.15801388341189124,-0.32914933482307385,0.1493629957872517,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_ade,JC_ade,0.2,-0.04756517434657376,-0.2503217348050603,0.24499332594159162,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_ade,JC_ade,0.3,-0.0328448864510916,-0.2674167117071807,0.2728440289126332,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_ade,JC_ade,0.5,0.1344356020488196,-0.19423081006470508,0.33419281920547883,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_ade,JC_ade,0.1,0.061420064935625615,-0.03128847397169509,0.2947821325341551,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_ade,JC_ade,0.2,0.06342516611070269,-0.05362323375745628,0.2895812799309245,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_ade,JC_ade,0.3,0.04284738513383742,-0.09653331431495583,0.1990372236318101,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_ade,JC_ade,0.5,0.10931161844045026,-0.016135189940334797,0.26581938435447816,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_ade,JC_ade,0.1,0.06880568755296522,0.007521381976315969,0.194775893880703,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_ade,JC_ade,0.2,0.12159801710981444,0.0029720668435114107,0.21265278396519394,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_ade,JC_ade,0.3,0.06999998770719765,-0.10769125734983054,0.13382593923226377,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_ade,JC_ade,0.5,0.010750417467982346,-0.16337429550348265,0.1386080162813157,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.1,0.3013150216720913,-0.003194185991882101,0.3874191388335496,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.2,0.2827332843592282,-0.007321317427178526,0.45422693063276587,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.3,0.33001514975564306,-0.00999089508107734,0.498409333351731,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_ade,JC_ade,0.5,0.392321536424315,0.015489914151800023,0.5637842361291896,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_ade,JC_ade,0.1,0.15818658493246912,-0.013561912999359908,0.39056987264679094,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_ade,JC_ade,0.2,0.2937945335530626,0.1042450326188369,0.49777976635661647,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_ade,JC_ade,0.3,0.29382360251115147,0.040080227208799175,0.42860358996981757,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_ade,JC_ade,0.5,0.2709537386617804,-0.0009162856654939096,0.46955064188396817,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.1,-0.08161103261943796,-0.19121638349851788,0.029078415005649838,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.2,-0.13064695160987758,-0.21089691284264103,0.05161829894454561,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.3,-0.050782863561969205,-0.24980467985475407,0.08310018585160818,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.5,-0.1613582824353445,-0.4521376846971373,0.03905392231291079,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.1,0.036853027143353756,-0.14304478012935226,0.1705850910700505,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.2,-0.024708606322506182,-0.1822258967796033,0.21773045866544147,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.3,0.042698155614946776,-0.15076853884685046,0.2989820015212967,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.5,-0.05755155137357121,-0.22003048679305323,0.10992339649444278,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.1,-0.14851784410350824,-0.34437174239101603,0.022973408815802357,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.2,-0.3007126364672428,-0.4652748770583,-0.09513541520152345,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.3,-0.14544989866855473,-0.39613704226502183,-0.028206413624967223,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.5,-0.26221139818283723,-0.5915914737385355,-0.06843972394315868,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_fde,JC_fde,0.1,-0.2410977786350157,-0.4506200452707336,0.08569215027006226,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_fde,JC_fde,0.2,-0.160927706685692,-0.3509889775857478,0.123556506894327,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_fde,JC_fde,0.3,-0.13963838559509256,-0.35206510782268957,0.10089998140868936,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,mono,plan_fde,JC_fde,0.5,-0.09826359552806846,-0.4662127633118615,0.15183267957172294,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.1,0.20002380172065345,0.055544303454749415,0.36306343593003465,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.2,0.16976933942372793,0.040823578143335204,0.37662411408210344,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.3,0.229852977984129,0.07071053317902688,0.45525750777802415,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,mono,plan_fde,JC_fde,0.5,0.04726659907111863,-0.088464530005578,0.35202106649313725,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.1,0.24118357242183572,0.056099810790999925,0.4096998417433325,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.2,0.21639906920672253,0.04825722962548516,0.43449775954563047,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.3,0.16160208746048974,0.003334650762595965,0.36330285372020693,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,mono,plan_fde,JC_fde,0.5,0.07169405587733835,-0.06900272625079637,0.3259011847588979,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.1,0.2966717770639567,0.06272302582277099,0.4013144152033163,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.2,0.25276168438217733,0.05312703511373736,0.41236872404241987,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.3,0.1834234069459423,-0.003316640984363876,0.40654143295255946,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,mono,plan_fde,JC_fde,0.5,0.24362042181433943,0.005355192666281361,0.5676840883065671,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_fde,JC_fde,0.1,0.14886697644430308,0.0644510369532917,0.34303410402261586,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_fde,JC_fde,0.2,0.18942845185678625,0.028538831496842026,0.47624747931773803,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_fde,JC_fde,0.3,0.20948185596706123,0.010265710911066477,0.4771514720382334,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,mono,plan_fde,JC_fde,0.5,0.11257948810211085,-0.13263716580140852,0.4734636802482528,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,brake,J,0.1,0.00981455425896599,-0.1388512277946664,0.1255543014066426,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,brake,J,0.2,-0.20976734316239554,-0.6151439867246752,0.08225007621443253,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,brake,J,0.3,-0.3537151390838811,-0.6327096971208608,0.11875989325266496,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,brake,J,0.5,-0.24848359264729103,-0.6775204255389098,0.3238321395743853,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,brake,J,0.1,0.03768887853015233,-0.047331601979238185,0.1545999943468629,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,brake,J,0.2,-0.055588300674669855,-0.3588150805227233,0.153770312044907,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,brake,J,0.3,-0.21956895429406503,-0.4904726664191609,0.0,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,brake,J,0.5,-0.036375576334928605,-0.5785372982574769,0.17148202624716483,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,brake,J,0.1,0.023824078556659363,-0.35399576978135977,0.26855784278435235,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,brake,J,0.2,-0.19374409623670777,-0.7536092623361209,0.2868748985050693,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,brake,J,0.3,-0.2724190322326357,-0.7233355068814175,0.19522051048988417,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,brake,J,0.5,-0.17904700114790967,-0.8066583079674877,0.3155520514097386,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,brake,J,0.1,0.04648574942486627,-0.11621875672846632,0.3612878972612361,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,brake,J,0.2,-0.06592853232335277,-0.48715096161761096,0.3659009943253142,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,brake,J,0.3,-0.27881727514738797,-0.5817405371287127,0.21720046643756719,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,brake,J,0.5,-0.037135520300794755,-0.5303683544692792,0.3480615865648361,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,brake,J,0.1,0.1344749447609551,-0.21669579204548015,0.42127826309854743,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,brake,J,0.2,0.13434812081539682,-0.30100022761945955,0.3263557104648855,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,brake,J,0.3,-0.16433126542848525,-0.3224253258454828,0.29368076424101064,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,brake,J,0.5,0.06550095286678292,-0.2706911140756197,0.4675428454198423,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,brake,J,0.1,0.15532387869248584,0.0,0.3121342229856508,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,brake,J,0.2,-0.021521227976959822,-0.4075396915514254,0.06945747781163206,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,brake,J,0.3,-0.0955783188767031,-0.3903112979279219,1.1102230246251565e-16,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,brake,J,0.5,-0.11834806043958501,-0.5276502846693404,0.1954361448359574,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,brake,J,0.1,0.06566466189984552,-0.29617373435151234,0.29170860227476125,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,brake,J,0.2,-0.10682440663962518,-0.5956349478699596,0.3153220169737991,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,brake,J,0.3,-0.22198881529868736,-0.7481446479709041,0.46864913728293106,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,brake,J,0.5,-0.09337768496507876,-0.5548637425391907,0.5045289996210188,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,brake,J,0.1,0.1359434862831937,-0.25043995679943026,0.5534851631841046,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,brake,J,0.2,0.25197524569125684,-0.28369181616781797,0.614017138029657,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,brake,J,0.3,0.0604173686024031,-0.3253736005366242,0.5663692803624217,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,brake,J,0.5,0.054523973118535185,-0.5082117845828327,0.6988041755324368,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.1,-0.07656728236124538,-0.3676951737818801,0.14221829787541054,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.2,-0.0463146741790261,-0.23485785192015793,0.21228471733477483,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.3,0.2678377016525997,-0.036716642484099095,0.4692596282993539,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.5,0.19978797756016944,-0.023423479370801373,0.442910624856894,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.1,-0.02252844956005963,-0.24887122215317423,0.16050539284038312,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.2,-0.04353867994600322,-0.25366369042256626,0.23333970491034703,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.3,0.24782627936152057,-0.03396114021091083,0.4303277411559173,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.5,0.14491535691919105,-0.017654512715438466,0.3175286082345609,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.1,0.10197654502080306,-0.11848874176155466,0.30962127099781483,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.2,0.14449114374226085,-0.1763582099705886,0.34071328817686597,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.3,0.28099697403908735,-0.028978543777212703,0.45993334097874944,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.5,0.1764562160372119,-0.0973833554511514,0.4029117318457725,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.1,0.03537828211934902,-0.1328812132018421,0.266202128766351,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.2,0.12352171762899203,-0.15015334779375905,0.32001110825726026,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.3,0.16714439778793355,-0.06215370151160031,0.3360163755361139,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.5,0.06064253310955831,-0.3607068275351044,0.3284083436317358,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.1,0.09452917579961656,-0.0271270579343712,0.23901372772095883,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.2,0.17286681390290826,-0.04078788942877313,0.4455536793005157,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.3,0.30966007917752864,-0.03865100041553556,0.643548206370376,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.5,0.24192599795742672,-0.025052015028979736,0.7427690549344945,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.1,0.08414287058766581,-0.0017007861229126637,0.2497391314976874,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.2,0.09250624836282595,-0.03594725131082312,0.2138078768604867,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.3,0.13099378896144231,-0.12778841300277113,0.4284556595097068,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.5,0.04545517547497216,-0.09608626080873432,0.29254285647415756,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.1,0.18101846158054713,0.08118893018334744,0.3084570147731855,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.2,0.15674829952510927,0.04315081551764413,0.3007451249071637,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.3,0.2798258352222673,0.03677839868832737,0.5245090750877933,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.5,0.279715504280161,0.05039425034549784,0.5460929972273977,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.1,0.22152524904036658,0.007018861352259188,0.4221315118273463,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.2,0.2765740491351823,0.014471290122673076,0.4618081479062677,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.3,0.3401251711462778,-0.0051830188684435785,0.5486512119591168,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.5,0.1601990134121331,-0.15868829706313145,0.4839222369646447,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.1,0.08471871397616289,-0.038946060436622,0.2450047239545308,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.2,0.16205171705851987,-0.05245977041407284,0.3280242110723444,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.3,0.09559493700900044,-0.09823080076959564,0.3020702984781253,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.5,0.08578650792766024,-0.29429997574684946,0.48828645133443704,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.1,-0.12061266668706722,-0.3274769019652269,0.20507881477541512,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.2,-0.02125906614701568,-0.283481330444317,0.24615913972162004,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.3,-0.04774882588811534,-0.3967982453630808,0.25747511178912363,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.5,0.07280244149577036,-0.30227598707603687,0.4070365032050985,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.1,0.06403213521931485,-0.060989221487836254,0.19741141008186297,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.2,0.08734091011682873,-0.10762388074590808,0.23094050981702785,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.3,0.05246222274022676,-0.1567556365433077,0.2838911515625967,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.5,0.012793047704997229,-0.1884931431668462,0.2765878526294866,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.1,-0.007440904498604073,-0.0962550501823212,0.22787616369476552,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.2,0.16162399450527176,-0.06022725408388577,0.35967244155376216,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.3,0.059311411903099756,-0.10050640935849767,0.3169553783733012,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.5,0.08788167475760031,-0.19118191686423275,0.43204536639981655,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.1,0.043576422585651614,-0.11785302081836296,0.21042139648591737,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.2,0.21578341112009491,-0.058892513339269044,0.5871729766097623,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.3,0.26332189630482217,-0.028448388929342316,0.7388320398356106,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_fde,JC_fde,0.5,0.2794754165670414,-0.17479767415584035,0.7147629061693378,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.1,0.09909218910889638,-0.08869044771958125,0.24613828359614082,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.2,0.19735221180590595,-0.0325125638320279,0.47234877231737704,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.3,0.13610199017214636,-0.08704852859497923,0.4990935634276994,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_fde,JC_fde,0.5,0.17192914646057242,-0.10359860455136448,0.6014427584566951,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.1,0.10671163686012879,-0.04540011532675864,0.20293131601787442,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.2,0.2610135993920074,-0.0019699746338511484,0.5640455712524972,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.3,0.3321054672597473,-0.005371068478252703,0.6716289411344976,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,nuScenes,oracle,plan_fde,JC_fde,0.5,0.43645421254503614,0.050589438232962115,0.7094599700800813,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.1,0.13004540323044098,-0.07792002584737161,0.32627717908949655,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.2,0.4154120381211238,0.057680923450885095,0.7789630792708145,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.3,0.4095861343628025,0.0020683560951253225,0.762871189591717,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,nuScenes,oracle,plan_fde,JC_fde,0.5,0.29942055707042,-0.024772344123415117,0.5856316398967482,post-hoc (decided after Task 24's test results were seen)
