geometry,target,signal,deployable,quota,eta,n_escalated,boot_dropped,n_frames,lo,hi,minus_random,minus_random_lo,minus_random_hi,p_le_random,minus_unc_sum,minus_unc_sum_lo,minus_unc_sum_hi
oracle,brake,dE_E6_risk_weighted (needs FULL),False,0.2,0.5747683278270175,675.0,0,3376,0.34853800188770045,0.7461150289403049,0.4478163230079484,0.2764739845350431,0.6021157227132847,0.0,0.577767636888758,0.27894262852650975,0.8463174693201957
oracle,brake,linear (OOF by scene),True,0.2,0.2109306566609086,675.0,0,3376,0.030843584671753667,0.38249893414431635,0.08415664644325864,-0.0675927921738607,0.2560331156219103,0.165,0.2141079603240682,-0.055236528894767406,0.4532663740473128
oracle,brake,linear (OOF by scene) [escalate only pred>0],True,0.2,0.2109306566609086,675.0,0,3376,0.030843584671753667,0.38249893414431635,0.08415664644325864,-0.0675927921738607,0.2560331156219103,0.165,0.2141079603240682,-0.055236528894767406,0.4532663740473128
oracle,brake,gbm (OOF by scene),True,0.2,0.3093987643130689,675.0,0,3376,0.13127072936511677,0.464322442862506,0.19077054049005557,0.0074314014685589146,0.3599747706324327,0.0225,0.3207218543708652,0.015103782550553866,0.603817513248704
oracle,brake,gbm (OOF by scene) [escalate only pred>0],True,0.2,0.3093987643130689,675.0,0,3376,0.13127072936511677,0.464322442862506,0.19077054049005557,0.0074314014685589146,0.3599747706324327,0.0225,0.3207218543708652,0.015103782550553866,0.603817513248704
oracle,brake,random,True,0.3,0.17458538677274818,1013.0,0,3376,,,,,,,,,
oracle,brake,unc_sum (eta-table uncertainty),True,0.3,0.030954507089980255,1013.0,0,3376,-0.22574112009738592,0.25272887672065475,-0.1377973891222309,-0.3390736114391366,0.06586149099243688,0.9025,,,
oracle,brake,feat_ent_mean (gate uncertainty),True,0.3,0.16296462552236599,1013.0,0,3376,-0.005089101285206134,0.3246309000193537,-0.020541857525633,-0.15830682703257737,0.14341980518226022,0.635,0.11725553159659792,-0.11536116870065341,0.36071822761116146
oracle,brake,crit_sum (GT geometry),False,0.3,0.1630483665782227,1013.0,0,3376,-0.09105502370336559,0.4458020159102229,0.008379122659184744,-0.20796401881909074,0.23388613389946464,0.455,0.14617651178141566,-0.0657954430819649,0.3938238288570139
oracle,brake,dE_E6_risk_weighted (needs FULL),False,0.3,0.5717441770057836,1013.0,0,3376,0.3156109883977892,0.7465419103217127,0.40108984019223576,0.2073885804659732,0.5438471331881856,0.0,0.5388872293144666,0.2382397792067105,0.8050393860136031
oracle,brake,linear (OOF by scene),True,0.3,0.31970725867133726,1013.0,0,3376,0.09245392748482523,0.48993081779355113,0.1262752018182759,-0.06456304571782123,0.31116641281720436,0.0925,0.2640725909405068,-0.04785497372136282,0.5696799444102565
oracle,brake,linear (OOF by scene) [escalate only pred>0],True,0.3,0.31970725867133726,1013.0,0,3376,0.09245392748482523,0.48993081779355113,0.1262752018182759,-0.06456304571782123,0.31116641281720436,0.0925,0.2640725909405068,-0.04785497372136282,0.5696799444102565
oracle,brake,gbm (OOF by scene),True,0.3,0.4644897480547817,1013.0,0,3376,0.2855412102616996,0.6020513847201961,0.2772122996079067,0.12036714274102712,0.45874304515111297,0.0,0.41500968873013766,0.16354385542169284,0.7080022109736321
oracle,brake,gbm (OOF by scene) [escalate only pred>0],True,0.3,0.4644897480547817,1013.0,0,3376,0.2855412102616996,0.6020513847201961,0.2772122996079067,0.12036714274102712,0.45874304515111297,0.0,0.41500968873013766,0.16354385542169284,0.7080022109736321
oracle,plan,random,True,0.1,0.0331502386039531,266.0,0,2655,,,,,,,,,
