group,track,geometry,trained_for,evaluated_on,diagonal,signal,quota,coverage,n_test_frames,n_test_units,gain,gain_random,delta_vs_random,gain_share_all_cheap,ndg,official_ndg,matches_3dp,undefined_reason,ndg_diag,transfer_regret,delta_lo_all_draws,delta_hi_all_draws,beats_random_all_draws,delta_lo_filtered,beats_random_filtered,draws_dropped_by_filter,delta_share_lo_all_draws,n_entries,median_transfer_regret,off_diag_beating_random_all_draws,off_diag_beating_random_filtered,diag_beating_random_all_draws,n_diag_entries
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_reg,0.2,1.0,384.0,9.0,11.791715175836709,21.022054548713612,-9.230339372876903,0.028304143769436282,0.07183403692296864,0.0718340369229686,True,,0.07183403692296864,0.0,-28.810422848960123,0.7479527138257203,False,-28.95431605193076,False,319.0,-0.06915485476160654,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_reg,0.3,1.0,384.0,9.0,-0.20896940427076682,31.396574975351502,-31.60554437962227,-0.0005015979417492626,-0.001273022259977703,-0.0012730222599777,True,,-0.001273022259977703,0.0,-74.56632867612595,0.6534114907981492,False,-82.1959127339468,False,319.0,-0.17898465623838733,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_reg,0.5,1.0,384.0,9.0,47.02522738407414,52.41862952406511,-5.393402139990968,0.11287660673798643,0.28647333062629565,0.2864733306262956,True,,0.28647333062629565,0.0,-71.03212036714984,17.373236613295425,False,-74.38029016011373,False,319.0,-0.17050134922183213,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_clf,0.1,1.0,384.0,9.0,0.0,10.374520426637886,-10.374520426637886,0.0,0.0,0.0,True,,0.0,0.0,-31.46464704957957,0.8413187674455267,False,-31.55844911933701,False,319.0,-0.07552589936795824,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_clf,0.2,1.0,384.0,9.0,11.323095903796979,21.022054548713612,-9.698958644916633,0.027179297464114977,0.06897925171245935,0.0689792517124593,True,,0.06897925171245935,0.0,-29.053808457525648,1.9016253481394116,False,-41.480597861484505,False,319.0,-0.06973906334818832,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_clf,0.3,1.0,384.0,9.0,11.289133817116753,31.396574975351502,-20.10744115823475,0.02709777685665687,0.06877235782533699,0.0687723578253369,True,,0.06877235782533699,0.0,-41.069052387683726,0.9788207848265926,False,-41.24511604583943,False,319.0,-0.09857975247210193,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/safety,True,R1_gbm_clf,0.5,1.0,384.0,9.0,22.789133817116753,52.41862952406511,-29.629495706948358,0.05470170457155953,0.13882929291031473,0.1388292929103147,True,,0.13882929291031473,0.0,-94.3856172688298,0.4667224934272495,False,-105.02563016718308,False,319.0,-0.22655771794915186,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_ridge,0.1,1.0,384.0,9.0,145.37210008366367,10.715844401534403,134.65625568212926,0.2964524438135635,0.8383660618283683,,,,0.8383660618283683,0.0,0.0905998901610525,188.82861550356094,True,98.4211794367379,True,319.0,0.0001847573147256383,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_ridge,0.2,1.0,384.0,9.0,171.34788853220675,21.713684708372345,149.6342038238344,0.3494239972349073,0.9881693559402288,,,,0.9881693559402288,0.0,0.16121263752211337,352.10090283538585,True,136.61990378087484,True,319.0,0.0003287555200726673,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_ridge,0.3,1.0,384.0,9.0,170.80627771367682,32.42952910990675,138.37674860377007,0.34831950847360676,0.9850458671228198,,,,0.9850458671228198,0.0,0.279920757098334,392.12203924438114,True,123.93864678471589,True,319.0,0.0005708330035005757,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_ridge,0.5,1.0,384.0,9.0,156.13723478196204,54.143213818279094,101.99402096368294,0.3184054216370666,0.9004489757910216,,,,0.9004489757910216,0.0,0.19993591305492506,320.64403281432743,True,77.56135197960967,True,319.0,0.0004077225959941221,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_gbm,0.1,1.0,384.0,9.0,160.76712359736234,10.715844401534403,150.05127919582793,0.3278469984810455,0.9271497089484603,,,,0.9260728535035636,0.0010768554448966627,0.0,223.86887435138863,False,102.61565497629113,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_gbm,0.2,1.0,384.0,9.0,171.55640902815063,21.713684708372345,149.84272431977828,0.3498492260826174,0.9893719010427233,,,,0.9893573565223529,1.4544520370418645e-05,0.0,380.6043912882588,False,136.94056948828342,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_gbm,0.3,1.0,384.0,9.0,171.55640902815063,32.42952910990675,139.12687991824387,0.3498492260826174,0.9893719010427233,,,,0.9892972766301558,7.46244125675588e-05,0.0,391.1017318592237,False,126.28245452973407,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,gate_gbm,0.5,1.0,384.0,9.0,171.23518810582974,54.143213818279094,117.09197428755064,0.34919417103855277,0.9875194085804967,,,,0.9891381096854984,-0.0016187011050017297,0.0,326.17557413033916,False,92.89802926553926,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_reg,0.1,1.0,384.0,9.0,0.465165336151955,10.715844401534403,-10.250679065382448,0.0009485960552282163,0.002682625006754015,,,,0.0027194656959144505,-3.684068916043554e-05,-20.70114172386148,5.671598375899425,False,-20.798642552809007,False,319.0,-0.04221514341636247,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_reg,0.2,1.0,384.0,9.0,24.354004477929557,21.713684708372345,2.6403197695572125,0.04966430381052202,0.14045040838071166,,,,0.14051048827290885,-6.007989219719567e-05,-42.34307626669672,8.383512573905781,False,-62.997837922391895,False,319.0,-0.08634881404768924,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_reg,0.3,1.0,384.0,9.0,36.69112780217426,32.42952910990675,4.261598692267505,0.07482298527000969,0.2115990365541052,,,,0.14058513072765688,0.07101390582644831,-23.445678597081407,23.69218753752361,False,-23.51884199530629,False,319.0,-0.04781198533261897,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_reg,0.5,1.0,384.0,9.0,85.3567372776723,54.143213818279094,31.2135234593932,0.17406512905402977,0.4922553340071232,,,,0.4326660328493792,0.05958930115774397,-0.09874908161236537,74.10219272430562,False,8.743876490936408,True,319.0,-0.00020137568729820173,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_clf,0.1,1.0,384.0,9.0,12.644814229598758,10.715844401534403,1.9289698280643552,0.025786145194130857,0.07292309254746275,,,,0.13528005769650828,-0.062356965149045526,-32.9500179451528,27.657589717969213,False,-21.979363228679688,False,319.0,-0.06719386552109817,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_clf,0.2,1.0,384.0,9.0,-10.674157565157024,21.713684708372345,-32.38784227352937,-0.02176745120983113,-0.061558245606178834,,,,0.2775625847881968,-0.3391208303943756,-64.91373271442632,3.2340193002714077,False,-66.88267541513827,False,319.0,-0.13237639608409765,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_clf,0.3,1.0,384.0,9.0,12.767607344225189,32.42952910990675,-19.661921765681562,0.026036553070838523,0.07363124479861516,,,,0.6756298141283948,-0.6019985693297797,-98.94869202767644,28.27203465844607,False,-108.87388207802911,False,319.0,-0.20178274611757321,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_mlp_clf,0.5,1.0,384.0,9.0,59.46266503461771,54.143213818279094,5.319451216338614,0.12126021674746859,0.3429233001532044,,,,0.6083287024985333,-0.26540540234532894,-38.92217752039072,62.12156159222102,False,-59.758629891302775,False,319.0,-0.079372690067933,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_reg,0.1,1.0,384.0,9.0,11.09043361383672,10.715844401534403,0.37458921230231645,0.022616348982245005,0.06395892435653204,,,,0.06438962487940961,-0.00043070052287756677,-72.40224244868847,0.9320812789871017,False,-72.75888287077382,False,319.0,-0.14764746260900882,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_reg,0.2,1.0,384.0,9.0,11.208777279488457,21.713684708372345,-10.504907428883888,0.022857683247018798,0.0646414164774939,,,,0.06457820953947828,6.320693801561972e-05,-32.361365816338754,0.6674753636798475,False,-32.449659650862245,False,319.0,-0.06599344699482972,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_reg,0.3,1.0,384.0,9.0,-1.6247885865489091,32.42952910990675,-34.05431769645566,-0.0033133768232391256,-0.009370213457910724,,,,0.13478272651832518,-0.1441529399762359,-79.5636056790351,0.06888360450633557,False,-86.96774764733411,False,319.0,-0.16225139025022084,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_reg,0.5,1.0,384.0,9.0,47.42804310927946,54.143213818279094,-6.715170708999636,0.09671841623632814,0.2735192082859715,,,,0.13110605615109652,0.14241315213487496,-76.92835347176822,16.85502725526748,False,-79.91238661963698,False,319.0,-0.15687740888474735,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_clf,0.1,1.0,384.0,9.0,-0.5810937197405269,10.715844401534403,-11.29693812127493,-0.0011850049163673862,-0.00335118811031615,,,,0.00167663892314626,-0.00502782703346241,-32.480409115121844,0.504440876837155,False,-33.0390237187055,False,319.0,-0.06623620799796281,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_clf,0.2,1.0,384.0,9.0,11.404254492939872,21.713684708372345,-10.309430215432473,0.023256313366582227,0.06576874050682367,,,,0.07226030595436043,-0.006491565447536762,-32.90394445254572,1.5068320864673586,False,-43.89148882069111,False,319.0,-0.06709990939423108,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_clf,0.3,1.0,384.0,9.0,10.462776007013339,32.42952910990675,-21.966753102893414,0.02133638789401778,0.060339200656411476,,,,0.06495091189024785,-0.004611711233836371,-45.92891500941927,2.4860644139415986,False,-46.229822185655856,False,319.0,-0.09366129462539065,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_clf,0.5,1.0,384.0,9.0,22.477990325903875,54.143213818279094,-31.66522349237522,0.04583861112480879,0.12963136816829884,,,,0.26776602692924495,-0.1381346587609461,-100.4087313142527,1.1185463746573,False,-110.39398428789043,False,319.0,-0.20476015522372387,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.1,1.0,384.0,9.0,0.34035762745174264,1.1840149027250237,-0.8436572752732812,0.0008688197740106708,0.026285748924041594,,,,0.0,0.026285748924041594,-3.2891347879653487,21.652613607341596,False,-3.478252272918515,False,346.0,-0.00839606670362004,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.2,1.0,384.0,9.0,12.141672188495122,2.399188092363864,9.742484096131257,0.030993649138700882,0.9376988230124277,,,,0.056206833299475525,0.8814919897129522,-2.2902902748904674,28.63330065322473,False,-4.032629587866107,False,346.0,-0.005846349012205706,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.3,1.0,384.0,9.0,12.154534616249366,3.5832029950888877,8.571331621160478,0.031026482636978384,0.9386921856381841,,,,0.056206833299475525,0.8824853523387086,-0.6872511229345397,25.226840366235347,False,7.554948781324044,True,346.0,-0.001754323444392988,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.5,1.0,384.0,9.0,11.170945853150393,5.9823910874527515,5.188554765697641,0.02851570779913154,0.8627298296160791,,,,0.0628085946015181,0.799921235014561,-1.5139184402957175,17.259658169124084,False,4.176327324960975,True,346.0,-0.0038645300445185543,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.1,1.0,384.0,9.0,12.096216037887475,1.1840149027250237,10.912201135162451,0.030877614711048953,0.9341882539358012,,,,0.0,0.9341882539358012,-2.72167642009511,31.737204530558795,False,-3.1051171966697937,False,346.0,-0.006947534303671436,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.2,1.0,384.0,9.0,12.17512786058464,2.399188092363864,9.775939768220775,0.031079050337674486,0.9402825976238981,,,,0.0,0.9402825976238981,-0.2897341034896745,28.84145013082095,False,2.925138938488096,True,346.0,-0.0007395947615505523,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.3,1.0,384.0,9.0,12.17512786058464,3.5832029950888877,8.591924865495752,0.031079050337674486,0.9402825976238981,,,,0.0,0.9402825976238981,-0.19899532250268928,25.34251979404939,False,7.899092849147117,True,346.0,-0.0005079688456533277,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.5,1.0,384.0,9.0,12.890052359642585,5.9823910874527515,6.907661272189833,0.03290401470341148,0.9954960682976172,,,,0.026285748924041594,0.9692103193735756,0.17017881372587132,18.865886843019634,True,6.064059064797954,True,346.0,0.0004344098870053354,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.1,1.0,384.0,9.0,0.17593033877435013,1.1840149027250237,-1.0080845639506737,0.00044909161672077887,0.013587063547737956,,,,0.026285748924041594,-0.012698685376303639,-3.264778228539877,0.19671775261979485,False,-3.314315309721623,False,346.0,-0.008333892511685068,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.2,1.0,384.0,9.0,0.17593033877435013,2.399188092363864,-2.223257753589514,0.00044909161672077887,0.013587063547737956,,,,0.030775317321001854,-0.017188253773263898,-6.764221058234026,9.470288811133402,False,-6.874294336746622,False,346.0,-0.01726680566900578,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.3,1.0,384.0,9.0,12.212460199325356,3.5832029950888877,8.629257204236469,0.031174347376706168,0.9431657663962063,,,,0.03428588639762831,0.908879879998578,-3.0228369340144923,25.225114218258234,False,-5.967142819646618,False,346.0,-0.0077162968890830816,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.5,1.0,384.0,9.0,11.235441667712228,5.9823910874527515,5.253050580259477,0.02868034415369713,0.867710827988047,,,,0.03428588639762831,0.8334249415904187,-1.5427504565663797,17.926499005678828,False,4.22640713138748,True,346.0,-0.003938128588638446,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.1,1.0,384.0,9.0,12.133548376628191,1.1840149027250237,10.949533473903168,0.030972911750080635,0.9370714227081094,,,,0.9370714227081094,0.0,-0.07184492773000208,32.22105615664995,False,10.462233982780543,True,346.0,-0.0001833961951772143,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.2,1.0,384.0,9.0,12.219030430811202,2.399188092363864,9.819842338447337,0.031191118991543972,0.9436731840101519,,,,0.937578840322055,0.006094343688096915,-0.2917638294116742,28.73682920833023,False,9.219140940892247,True,346.0,-0.0007447759764686914,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.3,1.0,384.0,9.0,12.219030430811202,3.5832029950888877,8.635827435722314,0.031191118991543972,0.9436731840101519,,,,0.937578840322055,0.006094343688096915,-1.3433261915635089,25.463575834326843,False,7.2010952484239,True,346.0,-0.0034290647955063105,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.5,1.0,384.0,9.0,11.235441667712228,5.9823910874527515,5.253050580259477,0.02868034415369713,0.867710827988047,,,,0.9437931667005246,-0.0760823387124776,-1.7129292702922512,17.623517765168422,False,4.099283003434632,True,346.0,-0.004372538475643782,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.1,1.0,384.0,9.0,11.754304830054647,1.1840149027250237,10.570289927329624,0.030004829163255843,0.9077825223213869,,,,0.0,0.9077825223213869,-0.18204557685268477,31.76363576272082,False,10.395301449281792,True,346.0,-0.00046470178478141225,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.2,1.0,384.0,9.0,11.799760980662294,2.399188092363864,9.400572888298429,0.03012086359090777,0.9112930913980134,,,,0.0,0.9112930913980134,-0.5046001076858782,28.387186611071858,False,9.004916499330228,True,346.0,-0.0012880761768371534,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.3,1.0,384.0,9.0,10.81617221756332,3.5832029950888877,7.232969222474432,0.027610088753060927,0.8353307353759084,,,,0.0,0.8353307353759084,-1.9190092367309812,24.52652085676849,False,6.198981538243856,True,346.0,-0.00489859205995727,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.5,1.0,384.0,9.0,10.90794646801473,5.9823910874527515,4.9255553805619785,0.027844357877963962,0.8424184416897618,,,,-0.025209024497524733,0.8676274661872865,-1.8573832285096314,17.326214823489707,False,4.019930942597992,True,346.0,-0.004741281366094109,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.1,1.0,384.0,9.0,11.793190749176448,1.1840149027250237,10.609175846451425,0.030104091976069964,0.9107856737840677,,,,0.0,0.9107856737840677,-0.18204557685268477,31.858942582031013,False,10.405985997195508,True,346.0,-0.00046470178478141225,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.2,1.0,384.0,9.0,12.848472875686136,2.399188092363864,10.449284783322272,0.03279787611581762,0.9922848933818283,,,,0.05920998476215632,0.933074908619672,-0.16336216411333698,29.127697839672802,False,9.177523920863157,True,346.0,-0.0004170092486820126,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.3,1.0,384.0,9.0,11.864884112587163,3.5832029950888877,8.281681117498275,0.030287101277970782,0.9163225373597234,,,,0.08998530208315816,0.8263372352765652,-1.138773929122344,25.38915263604357,False,6.862281792062559,True,346.0,-0.0029069109311781133,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.5,1.0,384.0,9.0,11.884316771827253,5.9823910874527515,5.901925684374501,0.03033670639108609,0.9178233175994255,,,,0.9932782560075849,-0.07545493840815942,-0.9835887630989743,17.944390410163244,False,4.748158107549656,True,346.0,-0.002510774837846845,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.1,1.0,384.0,9.0,138.70781635280167,10.374520426637886,128.33329592616377,0.33294613357345487,0.8449951726962819,,,,0.8449951726962819,0.0,0.0,178.39620851527565,False,93.75908101755101,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.2,1.0,384.0,9.0,162.85680724453601,21.022054548713612,141.8347526958224,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,334.0333304837518,False,129.87101836161997,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.3,1.0,384.0,9.0,162.85680724453601,31.396574975351502,131.4602322691845,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,370.88739084231,False,119.0161138852126,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.5,1.0,384.0,9.0,150.83725904813022,52.41862952406511,98.41862952406511,0.3620609387372726,0.9188866143939853,,,,0.9188866143939853,0.0,0.0,306.11822971211717,False,75.1852682773515,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.1,1.0,384.0,9.0,152.18358045023922,10.374520426637886,141.80906002360132,0.3652925699255198,0.9270882797045129,,,,0.9270882797045129,0.0,-0.09276109556866582,246.3794459580355,False,130.0278204132959,True,319.0,-0.00022265831102892428,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.2,1.0,384.0,9.0,162.85680724453601,21.022054548713612,141.8347526958224,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,370.8832955645563,False,129.87101836161997,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.3,1.0,384.0,9.0,162.85680724453601,31.396574975351502,131.4602322691845,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,370.3998503174604,False,119.51679846532008,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.5,1.0,384.0,9.0,162.85680724453601,52.41862952406511,110.4381777204709,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,307.6144494212719,False,86.70413189364982,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.1,1.0,384.0,9.0,0.5476963752037687,10.374520426637886,-9.826824051434118,0.001314658360942525,0.0033365156003415685,,,,0.0033365156003415685,0.0,-20.074443709402956,5.113054657857101,False,-20.07444370940296,False,319.0,-0.04818552113662971,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.2,1.0,384.0,9.0,23.54769637520377,21.022054548713612,2.5256418264901583,0.05652251379074785,0.1434503857702971,,,,0.1434503857702971,0.0,-26.786204973547825,5.614794888923036,False,-37.885923536754525,False,319.0,-0.0642960405083809,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.3,1.0,384.0,9.0,23.54769637520377,31.396574975351502,-7.8488786001477315,0.05652251379074785,0.1434503857702971,,,,0.2134957658556118,-0.07004538008531472,-23.290393773621346,26.674066443787048,False,-23.567944877858963,False,319.0,-0.0559048996677098,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.5,1.0,384.0,9.0,70.79886000123452,52.41862952406511,18.380230477169405,0.16994144467579053,0.43130009906060124,,,,0.4983069100476104,-0.06700681098700917,-0.46672249342724975,67.5069469024104,False,6.646869230455792,True,319.0,-0.001120293388824777,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.1,1.0,384.0,9.0,22.82309590379698,10.374520426637886,12.448575477159093,0.05478322517901764,0.1390361867974371,,,,0.06899080671212239,0.0700453800853147,-0.1393685223428592,38.34274060268021,False,0.7429749294588301,True,319.0,-0.0003345320536073985,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.2,1.0,384.0,9.0,46.545799596591294,21.022054548713612,25.523745047877682,0.11172581630405666,0.28355270094058954,,,,-0.06672041948463618,0.35027312042522574,-8.917597004805824,74.23466526239024,False,-17.388998668301937,False,319.0,-0.021405278531416737,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.3,1.0,384.0,9.0,113.75161931735336,31.396574975351502,82.35504434200186,0.27304273713820415,0.6929643313327761,,,,0.07339345068531931,0.6195708806474568,-0.2800334960563497,156.98650775651657,False,36.738723052635976,True,319.0,-0.0006721760332948658,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.5,1.0,384.0,9.0,102.25161931735336,52.41862952406511,49.83298979328825,0.24543880942330148,0.6229073962477983,,,,0.3580781244739611,0.26482927177383725,-0.4667224934272495,131.14592077241912,False,26.832989793288256,True,319.0,-0.0011202933888247763,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.1,1.0,384.0,9.0,11.791715175836709,10.374520426637886,1.4171947491988224,0.028304143769436282,0.07183403692296864,,,,0.07183403692296864,0.0,-32.038426841946794,2.5131969155295977,False,-42.44824389224335,False,319.0,-0.07690316683863448,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.2,1.0,384.0,9.0,11.791715175836709,21.022054548713612,-9.230339372876903,0.028304143769436282,0.07183403692296864,,,,0.07183403692296864,0.0,-28.6473438855934,4.0706682171814546,False,-28.810422848960123,False,319.0,-0.06876340955146774,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.3,1.0,384.0,9.0,23.291715175836707,31.396574975351502,-8.104859799514795,0.05590807148433894,0.14189097200794637,,,,-0.001273022259977703,0.14316399426792406,-25.458504852004282,0.9795031276532407,False,-25.458504852004282,False,319.0,-0.061109106753410865,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.5,1.0,384.0,9.0,22.791030595729232,52.41862952406511,-29.62759892833588,0.05470625748805606,0.13884084790997778,,,,0.28647333062629565,-0.14763248271631788,-87.84746553811243,0.4667224934272495,False,-94.4411023797681,False,319.0,-0.21086392075230073,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_clf,0.1,1.0,384.0,9.0,0.0,10.374520426637886,-10.374520426637886,0.0,0.0,,,,0.0,0.0,-31.11300363775997,3.4689760192022447,False,-31.46464704957957,False,319.0,-0.07468183507915042,,,,,,
