group,track,geometry,trained_for,evaluated_on,diagonal,signal,quota,coverage,n_test_frames,n_test_units,gain,gain_random,delta_vs_random,gain_share_all_cheap,ndg,official_ndg,matches_3dp,undefined_reason,ndg_diag,transfer_regret,delta_lo_all_draws,delta_hi_all_draws,beats_random_all_draws,delta_lo_filtered,beats_random_filtered,draws_dropped_by_filter,delta_share_lo_all_draws,n_entries,median_transfer_regret,off_diag_beating_random_all_draws,off_diag_beating_random_filtered,diag_beating_random_all_draws,n_diag_entries
KITTI mono,KITTI,mono,brake/J,traj/JB,False,gate_ridge,0.5,1.0,3536.0,6.0,38.438785453023264,-56.603375958134365,95.04216141115762,0.008189524724940642,0.15522020498327194,,,,0.2177297490729147,-0.06250954408964277,-113.01222656621081,465.5636714809526,False,-113.18556917167696,False,9.0,-0.02407767084149075,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,gate_gbm,0.1,1.0,3536.0,6.0,0.0,-11.33348138528256,11.33348138528256,0.0,0.0,,,,0.060121242426366,-0.060121242426366,-20.747945916321765,153.39431857327435,False,-20.747945916321765,False,9.0,-0.004420426245805958,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,gate_gbm,0.2,1.0,3536.0,6.0,31.30108544392802,-22.634947286425906,53.93603273035393,0.006668811465799489,0.12639735729275714,,,,0.1839658206035396,-0.05756846331078247,-41.49589183264353,219.4807477647436,False,-41.49589183264353,False,9.0,-0.008840852491611916,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,gate_gbm,0.3,1.0,3536.0,6.0,28.15999232080524,-33.96842867170846,62.128420992513696,0.005999590014289454,0.11371326458024099,,,,0.24151351001735127,-0.12780024543711027,-62.78108353010389,268.82312031242964,False,-62.7810835301039,False,9.0,-0.01337574092856545,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,gate_gbm,0.5,1.0,3536.0,6.0,-18.294985129485163,-56.603375958134365,38.3083908286492,-0.0038978139213957912,-0.07387723905676236,,,,0.31191064764181786,-0.3857878866985802,-97.27046063789172,234.81369977772255,False,-98.36473555002529,False,9.0,-0.02072382966870578,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_reg,0.1,1.0,3536.0,6.0,31.032081590264994,-11.33348138528256,42.365562975547554,0.006611499204636347,0.1253110890141224,,,,0.10751789110871206,0.017793197905410355,-20.318244016278275,161.12983875810343,False,-20.318244016278275,False,9.0,-0.004328876674369555,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_reg,0.2,1.0,3536.0,6.0,57.353386034994536,-22.634947286425906,79.98833332142044,0.01221934999914808,0.23159952199104644,,,,0.10656645869394232,0.12503306329710412,-39.680127231989246,268.37528093114076,False,-39.80436341380745,False,9.0,-0.00845399716003794,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_reg,0.3,1.0,3536.0,6.0,25.15206752831101,-33.96842867170846,59.120496200019474,0.005358740565781295,0.10156692079329134,,,,-0.14795483659686737,0.2495217573901587,-50.817547158450935,316.7268083203277,False,-50.817547158450935,False,9.0,-0.01082686546960704,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_reg,0.5,1.0,3536.0,6.0,-42.203886664232876,-56.603375958134365,14.399489293901489,-0.008991693396445321,-0.1704241136109509,,,,-0.4088988201164274,0.23847470650547653,-77.10061357708126,240.85504427729614,False,-77.248030801429,False,9.0,-0.01642656951191311,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_clf,0.1,1.0,3536.0,6.0,0.0830986804437508,-11.33348138528256,11.416580065726311,1.7704479735337557e-05,0.0003355619606681385,,,,0.18703339918114978,-0.18669783722048164,-11.163631503509668,72.31263828075595,False,-11.658907601344648,False,9.0,-0.0023784527825378523,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_clf,0.2,1.0,3536.0,6.0,-0.14314337811993355,-22.634947286425906,22.49180390830597,-3.0497223585729134e-05,-0.000578029306387113,,,,0.12740649448349328,-0.1279845237898804,-33.04460701474621,91.03763709837087,False,-33.04460701474621,False,9.0,-0.007040275153957198,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_clf,0.3,1.0,3536.0,6.0,-0.5783022892770794,-33.96842867170846,33.39012638243138,-0.0001232094313258777,-0.0023352506804250133,,,,-0.005405513860770829,0.003070263180345816,-84.08582152131727,146.86302558959682,False,-84.3740368749259,False,9.0,-0.0179147937753484,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_mlp_clf,0.5,1.0,3536.0,6.0,-85.36416538546902,-56.603375958134365,-28.760789427334657,-0.01818714964089054,-0.34471024755846646,,,,-0.34558654441396125,0.0008762968554947848,-198.079033479403,178.6844241696309,False,-198.079033479403,False,9.0,-0.04220146716535576,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_reg,0.1,1.0,3536.0,6.0,30.741760649995026,-11.33348138528256,42.07524203527758,0.006549645259708387,0.12413873990557125,,,,0.1267813046699035,-0.0026425647643322503,-20.866109729999344,155.049490135335,False,-20.866109729999344,False,9.0,-0.004445601481243313,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_reg,0.2,1.0,3536.0,6.0,31.472549456652096,-22.634947286425906,54.107496743078,0.006705342504829259,0.12708974855560834,,,,0.12532701685582354,0.001762731699784803,-44.78661029952096,210.82758321948467,False,-44.78661029952096,False,9.0,-0.009541952173344755,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_reg,0.3,1.0,3536.0,6.0,30.586549651930316,-33.96842867170846,64.55497832363878,0.006516576985275339,0.1235119801718459,,,,-0.06736110567545577,0.19087308584730167,-92.1750455969836,261.79038315429966,False,-93.3852301250218,False,9.0,-0.01963823273920994,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_reg,0.5,1.0,3536.0,6.0,-169.41658819592027,-56.603375958134365,-112.8132122377859,-0.03609482769795609,-0.6841235288111588,,,,0.15079608500599168,-0.8349196138171504,-157.0947277372037,211.66630282853254,False,-157.0947277372037,False,9.0,-0.03346960997334167,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_clf,0.1,1.0,3536.0,6.0,31.65436138686231,-11.33348138528256,42.98784277214487,0.006744078205767713,0.127823925890897,,,,0.00458665687239332,0.12323726901850368,-21.895148775927666,157.50545371079056,False,-22.029871021394058,False,9.0,-0.00466484203763026,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_clf,0.2,1.0,3536.0,6.0,31.418748333340524,-22.634947286425906,54.05369561976643,0.006693879977478384,0.12687249347612725,,,,0.058500686007273026,0.06837180746885423,-54.446223417007275,213.1044164353611,False,-54.446223417007275,False,9.0,-0.011599968302800615,,,,,,
KITTI mono,KITTI,mono,brake/J,traj/JB,False,R1_gbm_clf,0.3,1.0,3536.0,6.0,-50.53402519253216,-33.96842867170846,-16.565596520823703,-0.010766460071190037,-0.20406216420653678,,,,-0.15219848174779038,-0.051863682458746396,-110.78712257458584,203.31348688031883,False,-110.96530393202623,False,9.0,-0.023603604245987963,,,,,,
