status,track,geometry,system,target,architecture,kind,label,quota,k,ndg,minus_random,boot_dropped,minus_random_lo,minus_random_hi,minus_V,minus_V_lo,minus_V_hi,minus_rankV,minus_rankV_lo,minus_rankV_hi,minus_secdfV,minus_secdfV_lo,minus_secdfV_hi,pooled_against,n_cells,note
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,rankV,0.5,1768.0,0.3895766444424196,0.1777466023731093,2.0,0.05609732070995981,0.2960952638393562,-0.04578450573325299,-0.12400988548548324,0.12272081631293719,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,secdfV,0.1,354.0,0.12904021356097342,0.10171598274053578,1.0,0.016566819945635875,0.3034663128877456,0.03815349175375102,-0.008737188671927488,0.11400221979031583,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,secdfV,0.2,707.0,0.1910931738833287,0.14656885834980074,2.0,0.01926755352701312,0.3344753919543928,-0.010152937209720825,-0.023129811743615974,0.0860085682410888,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,secdfV,0.3,1061.0,0.3792014786457338,0.20401498800902165,2.0,0.04151437765695418,0.3587440154350148,0.032687074577737174,-0.03859789437445716,0.07988340427047014,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,secdfV,0.5,1768.0,0.44492450731140665,0.23054967244041608,2.0,0.058616464009494974,0.3456693058076781,0.009563357135734085,-0.041385668570094236,0.17572260932692818,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,Q,0.1,354.0,0.0649544869801693,0.0081034936153484,1.0,-0.05944308824722374,0.11074487978222858,-0.025932234827053105,-0.27399591636048265,0.07056707818272989,-0.09060234004506763,-0.23274974666472725,0.03526786363839072,-0.06408572658080412,-0.3189635060630363,0.0638671296207841,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,Q,0.2,707.0,0.03547303397893197,-0.020958329397472115,2.0,-0.07819299054828968,0.09586663102541262,-0.16577307711411754,-0.33798136479235774,0.05025623731984834,-0.17307677849694483,-0.3188374443229787,0.028325180294800332,-0.15562013990439671,-0.39288275856271804,0.05939570122437341,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,Q,0.3,1061.0,0.08749348047874561,-0.01802760930030987,2.0,-0.08430558263801045,0.06166474097871588,-0.259020923589251,-0.3801381830120694,0.02140993630195748,-0.2330271240093415,-0.3497430238729909,-0.021289452958058966,-0.29170799816698817,-0.4242982077372595,-0.010955119168192085,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,Q,0.5,1768.0,0.21380626985001802,0.014884694332227638,2.0,-0.04486389593459139,0.06423719407497394,-0.22155488032565454,-0.3160023060419193,-0.01164456485194194,-0.17577037459240155,-0.30912501877949816,-0.0450244608820521,-0.23111823746138863,-0.37105589472633677,-0.05465034206768506,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,G,0.1,354.0,0.12044983004410885,0.07845699908001957,1.0,-0.01798541243994378,0.18121298137453964,0.029563108236886446,-0.15053838973821418,0.15348646293340576,-0.03510699698112808,-0.11134215579697132,0.11870409071173421,-0.008590383516864572,-0.2017165507342871,0.14342558872504851,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,G,0.2,707.0,0.14447630406980308,0.05279195389075239,2.0,-0.02196185868163881,0.15421024936545358,-0.05676980702324644,-0.22779624049846545,0.10834218953953025,-0.06407350840607373,-0.19474793309877078,0.08718439325784991,-0.04661686981352561,-0.2762832248435075,0.10617401908968535,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,G,0.3,1061.0,0.16120782495144798,0.03618625036913651,2.0,-0.027818373184389972,0.13326031194582758,-0.18530657911654863,-0.28869613875317246,0.05693580218435068,-0.15931277953663914,-0.25036186226283036,0.03746130668754837,-0.2179936536942858,-0.34024073953443623,0.05301281481882885,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_reg,regression,G,0.5,1768.0,0.23161195423210448,0.031103112797400828,2.0,-0.05263134649102017,0.13600926798774093,-0.20374919594356808,-0.30497749287016945,0.02835590691407838,-0.1579646902103151,-0.25997180707634643,0.02988230534350563,-0.21331255307930216,-0.34178542307855997,0.022540352015704698,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,V,0.1,354.0,0.09511344190983533,0.04362545455591431,1.0,-0.011615388330445568,0.1013733132662562,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,V,0.2,707.0,0.17216353397166592,0.08922963736245274,2.0,0.013252417014931425,0.17497875916843814,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,V,0.3,1061.0,0.26820047186599777,0.12784892555487545,2.0,0.03238510414458374,0.22157424576945778,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,V,0.5,1768.0,0.37619355164026647,0.1587576848393734,2.0,0.027218757432416148,0.2582090034768686,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,Q,0.1,354.0,0.011845785524716063,-0.030707550762228794,1.0,-0.08443169424303534,0.026567556587335076,-0.08326765638511927,-0.15391655558242948,-0.00495999033224696,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,Q,0.2,707.0,0.01962467925586398,-0.06190518480423879,2.0,-0.12667554246760165,0.025862200007887942,-0.15253885471580195,-0.2729153129375687,-0.03693987483776032,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,Q,0.3,1061.0,0.05523676205453142,-0.04816693346726401,2.0,-0.14739115261837596,0.06979835545423149,-0.21296370981146634,-0.3335360148280757,0.006585950585613011,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,Q,0.5,1768.0,0.22784916179006565,0.029243642047436152,2.0,-0.0622020654974734,0.10372062399229345,-0.14834438985020082,-0.25414018633849933,0.0015935508315356173,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,G,0.1,354.0,0.04707082937031794,0.004366885895312964,1.0,-0.07394852120138726,0.11385986522335859,-0.04804261253951739,-0.14137034170178875,0.10984172113255121,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,G,0.2,707.0,0.040468257341092086,-0.024589526575542586,2.0,-0.11017311940751309,0.07934005778697854,-0.13169527663057384,-0.2091400586305742,0.03780761060981251,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,G,0.3,1061.0,0.11259797969342838,-0.002866649174270429,2.0,-0.10016757198543941,0.11246584075413862,-0.15560249217256938,-0.24412393987863945,0.07296409913581946,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_mlp_clf,binary,G,0.5,1768.0,0.18969030353632485,-0.0023774501117240043,2.0,-0.09088424935299416,0.11366327283498971,-0.18650324810394162,-0.28365510752956924,0.06613202618814916,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,V,0.1,354.0,0.16261364867625122,0.11950341605687823,1.0,0.02008899712038296,0.2651689373355527,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,V,0.2,707.0,0.21495919906984853,0.14386438600708015,2.0,0.017352469560146855,0.2985857297868243,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,V,0.3,1061.0,0.3472939015708756,0.17943110338460896,2.0,0.03747191056831955,0.31633547077454477,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,V,0.5,1768.0,0.40184054919862233,0.1817481865919817,2.0,-0.039342856841014774,0.2743969080033069,,,,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,Q,0.1,354.0,0.11575269461915712,0.0777933174470729,1.0,-0.04160220621532257,0.1831750095459805,-0.046860954057094104,-0.2561181085937738,0.15520263010028226,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,Q,0.2,707.0,0.18585573381543694,0.10794306313669386,2.0,-0.00016605700296353182,0.2162570759225909,-0.029103465254411598,-0.2344308037502322,0.18153543892656018,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,Q,0.3,1061.0,0.24404867572968034,0.13303946149728937,2.0,0.01918385261030353,0.2477624958821711,-0.10324522584119525,-0.2625298045255301,0.1969956478563681,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,Q,0.5,1768.0,0.4164508830042762,0.1983792968377611,2.0,0.04401729796871973,0.33427077289677626,0.014610333805653852,-0.20532923813071952,0.303525244352953,,,,,,,,,
post-hoc (decided after Task 24's test results were seen),KITTI,mono,brake,J,R1_gbm_clf,binary,G,0.1,354.0,0.11508996785896378,0.05748453067637816,1.0,-0.05545145741030492,0.11832302659403933,-0.047523680817287445,-0.18563388703143927,0.07234910472686273,,,,,,,,,
