architecture,label,track,geometry,system,target,quota,minus_V_before,minus_V_lo_before,minus_V_hi_before,status_before,minus_V_after,minus_V_lo_after,minus_V_hi_after,status_after
R1_mlp_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.5,0.14491535691919105,-0.017654512715438466,0.3175286082345609,post-hoc (decided after Task 24's test results were seen),0.14491535691919105,-0.017654512715438466,0.3175286082345609,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.1,0.10197654502080306,-0.11848874176155466,0.30962127099781483,post-hoc (decided after Task 24's test results were seen),0.10197654502080306,-0.11848874176155466,0.30962127099781483,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.2,0.14449114374226085,-0.1763582099705886,0.34071328817686597,post-hoc (decided after Task 24's test results were seen),0.14449114374226085,-0.1763582099705886,0.34071328817686597,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.3,0.28099697403908735,-0.028978543777212703,0.45993334097874944,post-hoc (decided after Task 24's test results were seen),0.28099697403908735,-0.028978543777212703,0.45993334097874944,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,Q,nuScenes,oracle,plan_ade,JC_ade,0.5,0.1764562160372119,-0.0973833554511514,0.4029117318457725,post-hoc (decided after Task 24's test results were seen),0.1764562160372119,-0.0973833554511514,0.4029117318457725,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.1,0.03537828211934902,-0.1328812132018421,0.266202128766351,post-hoc (decided after Task 24's test results were seen),0.03537828211934902,-0.1328812132018421,0.266202128766351,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.2,0.12352171762899203,-0.15015334779375905,0.32001110825726026,post-hoc (decided after Task 24's test results were seen),0.12352171762899203,-0.15015334779375905,0.32001110825726026,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.3,0.16714439778793355,-0.06215370151160031,0.3360163755361139,post-hoc (decided after Task 24's test results were seen),0.16714439778793355,-0.06215370151160031,0.3360163755361139,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,G,nuScenes,oracle,plan_ade,JC_ade,0.5,0.06064253310955831,-0.3607068275351044,0.3284083436317358,post-hoc (decided after Task 24's test results were seen),0.06064253310955831,-0.3607068275351044,0.3284083436317358,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.1,0.09452917579961656,-0.0271270579343712,0.23901372772095883,post-hoc (decided after Task 24's test results were seen),0.09452917579961656,-0.0271270579343712,0.23901372772095883,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.2,0.17286681390290826,-0.04078788942877313,0.4455536793005157,post-hoc (decided after Task 24's test results were seen),0.17286681390290826,-0.04078788942877313,0.4455536793005157,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.3,0.30966007917752864,-0.03865100041553556,0.643548206370376,post-hoc (decided after Task 24's test results were seen),0.30966007917752864,-0.03865100041553556,0.643548206370376,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,rankV,nuScenes,oracle,plan_ade,JC_ade,0.5,0.24192599795742672,-0.025052015028979736,0.7427690549344945,post-hoc (decided after Task 24's test results were seen),0.24192599795742672,-0.025052015028979736,0.7427690549344945,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,secdfV,nuScenes,oracle,plan_ade,JC_ade,0.1,0.08414287058766581,-0.0017007861229126637,0.2497391314976874,post-hoc (decided after Task 24's test results were seen),0.08414287058766581,-0.0017007861229126637,0.2497391314976874,post-hoc (decided after Task 24's test results were seen)
