task,variant,signal,scene_normalised,n_frames,n_scenes,eta_10,reduction_frac_10,tie_frac_10,eta_10_lo,eta_10_hi,eta_10_boot_dropped,eta_20,reduction_frac_20,tie_frac_20,eta_20_lo,eta_20_hi,eta_20_boot_dropped,eta_30,reduction_frac_30,tie_frac_30,eta_30_lo,eta_30_hi,eta_30_boot_dropped,eta_50,reduction_frac_50,tie_frac_50,eta_50_lo,eta_50_hi,eta_50_boot_dropped,spearman_vs_dJ,kendall_vs_dJ,inversion_rate_vs_dJ,top10_overlap_vs_dJ,top20_overlap_vs_dJ
longitudinal,oracle,random,False,3376,85,0.06323782600434455,0.015222643142816482,,-0.03564905014856295,0.1587633336293999,0.0,0.12241984124591586,0.029468969359553787,,-0.046016298461673384,0.25120066781639727,0.0,0.19249603594248293,0.04633774825462653,,-0.009097224551322579,0.3370907878341587,0.0,0.3271568718133153,0.07875337635724712,,0.051936767189457445,0.4686481758098962,0.0,,,,,
longitudinal,oracle,uncertainty,False,3376,85,-0.04520623247865856,-0.010882068349511918,0.0029585798816568047,-0.17042680343491018,0.10561542391724756,0.0,0.004778936820655849,0.0011503882157162084,0.0014814814814814814,-0.22646943010451814,0.19038952945316756,0.0,0.030954507089980078,0.007451385426503696,0.0009871668311944718,-0.21264677610714056,0.24993476355254163,0.0,0.19914040576755535,0.04793718449629977,0.0005924170616113745,-0.10450459927192757,0.4254935546414017,0.0,-0.046750403933865765,-0.03852980067303794,0.5800863012816384,0.04142011834319527,0.1037037037037037
longitudinal,oracle,criticality,False,3376,85,0.06198330909325172,0.014920655164088647,0.0029585798816568047,-0.099835010352049,0.2717740084569569,0.0,0.18193207218700974,0.043794785275283,0.0014814814814814814,-0.07323388870461882,0.40376658173861557,0.0,0.16304836657822244,0.039249089607680164,0.0009871668311944718,-0.07663896274815199,0.44440661363699774,0.0,0.4089458667716889,0.09844166676709455,0.0005924170616113745,0.11961642009965856,0.6912942666457713,0.0,0.032239259007455195,0.026114318047773033,0.4555961070559611,0.13313609467455623,0.18962962962962962
longitudinal,oracle,perception_oracle_dE,False,3376,85,0.10289323433778792,0.024768514148900828,0.03550295857988166,0.03493869617417105,0.18159608698342175,0.0,0.1714105327189391,0.04126203469298919,0.5170370370370371,0.07320996878123871,0.2784574878267915,0.0,0.3278742254628793,0.07892605810968054,0.3168805528134255,0.1662708923273448,0.4686001368367975,0.0,0.5632272577398092,0.13558036533847956,0.09774881516587677,0.27503397390173895,0.7457369227570979,0.0,0.07898202256660859,0.07238633107351579,0.3629962673905667,0.11834319526627218,0.1451851851851852
longitudinal,oracle,best_dE_metric (E6_risk_weighted),False,3376,85,0.39892613932742055,0.09602971264232905,0.0029585798816568047,0.1903020024252147,0.6488617515551662,0.0,0.5747683278270167,0.13835853787419772,0.0014814814814814814,0.3231958617390359,0.7491124916647491,0.0,0.5717441770057834,0.13763056267848928,0.0009871668311944718,0.3086001396495406,0.7464346561312079,0.0,0.561009526291965,0.1350465118436612,0.1362559241706161,0.2671970590459825,0.7522726677058715,0.0,0.10592032788075163,0.0932382711168768,0.34253549404847267,0.21597633136094674,0.2414814814814815
longitudinal,oracle,multimetric_dE_oracle,False,3376,85,0.44260312013864445,0.10654365871630109,0.0029585798816568047,0.24172302366745113,0.63570302019689,0.0,0.5556814910750099,0.13376394436965455,0.0014814814814814814,0.36514074514282036,0.7243515922451431,0.0,0.6383179671470938,0.15365624088438298,0.0009871668311944718,0.4476141120998482,0.7685939727513568,0.0,0.6436665024410042,0.15494374314782833,0.0005924170616113745,0.45151661296705037,0.7682389686527006,0.0,0.12074193387374674,0.09806768908568646,0.33345532174443426,0.17751479289940827,0.23407407407407407
longitudinal,oracle,PKL_gain,False,3376,85,0.17850272813879775,0.042969271750256284,0.0029585798816568047,-0.03441712314175282,0.3843128308557403,0.0,0.24242339425029027,0.0583562885272012,0.0014814814814814814,0.0061990339289998255,0.4326136250579712,0.0,0.31190113851781504,0.07508100811638714,0.0009871668311944718,0.048360785400229714,0.5204540731460964,0.0,0.39279009082651595,0.09455263978043359,0.283175355450237,0.14641154489845581,0.6061535278191945,0.0,0.04146031775291837,0.035554020223604495,0.4368403361344538,0.16568047337278108,0.20592592592592593
longitudinal,oracle,TIP_gain,False,3376,85,0.16563462063597548,0.03987165406135273,0.0029585798816568047,-0.06531885567508643,0.37336010412125403,0.0,0.17346940904900007,0.04175764849928222,0.0014814814814814814,-0.13731959747796285,0.41390819428585257,0.0,0.20090282964496078,0.04836143611036188,0.0009871668311944718,-0.10482303397393111,0.49048553194821215,0.0,0.2659208957776884,0.06401261960466095,0.3015402843601896,-0.016626439780520558,0.5553873394322127,0.0,-0.0012352696670134746,-0.0011185000152175014,0.5024706196581197,0.15976331360946747,0.21037037037037037
longitudinal,oracle,decision_oracle_dJ,False,3376,85,1.0,0.2407205323878569,0.7307692307692307,1.0,1.0,0.0,1.0,0.2407205323878569,0.8651851851851852,1.0,1.0,0.0,1.0,0.2407205323878569,0.910167818361303,1.0,1.0,0.0,1.0,0.2407205323878569,0.9460900473933649,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
longitudinal,oracle,uncertainty [scene-z],True,3376,85,-0.020681982429961367,-0.004978577821376603,0.0029585798816568047,-0.0806648158205369,0.08018838993096682,0.0,-0.013907359354060716,-0.0033477869478187373,0.0014814814814814814,-0.18238032110334831,0.13799015270244078,0.0,0.11331803419133,0.02727797751968233,0.0009871668311944718,-0.07436385779751328,0.3217824773729446,0.0,0.2646272318634655,0.06370120813849826,0.0005924170616113745,0.029269750902779845,0.4670193512369688,0.0,-0.00016748108918974958,-0.00012283387050028756,0.4986156401895035,0.07988165680473373,0.20444444444444446
longitudinal,oracle,criticality [scene-z],True,3376,85,0.0560651522464988,0.013496033297183444,0.0029585798816568047,-0.07785086860162231,0.2140093819911879,0.0,0.2052345551773193,0.0494041713866693,0.0014814814814814814,0.017274695390509014,0.3825989730899035,0.0,0.2550932687666515,0.06140618746606702,0.0009871668311944718,0.022154421299180493,0.49558205259554805,0.0,0.4900214938295737,0.11795823487614793,0.0005924170616113745,0.2022384229844849,0.6986218207012024,0.0,0.054566640508101207,0.04430052342160811,0.42520926847021717,0.13609467455621302,0.2222222222222222
longitudinal,oracle,perception_oracle_dE [scene-z],True,3376,85,0.23892484580429002,0.05751411608269531,0.014792899408284023,0.10780091678882774,0.38859023717981034,0.0,0.39107790083678307,0.09414048049455594,0.008888888888888889,0.24477564242834784,0.5571765894400537,0.0,0.4701152866456072,0.11316640208500052,0.007897334649555774,0.2963742210254774,0.6557846884641828,0.0,0.524226729308277,0.12619213737103338,0.01066350710900474,0.23554771063674862,0.7302503852256601,0.0,0.09747473046363453,0.07914185623141866,0.35891510581367064,0.1301775147928994,0.23555555555555555
