task,variant,signal,quota,eta,eta_lo,eta_hi,reduction_frac
longitudinal,oracle,random,0.1,0.06323782600434455,-0.03564905014856295,0.1587633336293999,0.015222643142816482
longitudinal,oracle,random,0.2,0.12241984124591586,-0.046016298461673384,0.25120066781639727,0.029468969359553787
longitudinal,oracle,random,0.3,0.19249603594248293,-0.009097224551322579,0.3370907878341587,0.04633774825462653
longitudinal,oracle,random,0.5,0.3271568718133153,0.051936767189457445,0.4686481758098962,0.07875337635724712
longitudinal,oracle,uncertainty,0.1,-0.04520623247865856,-0.17042680343491018,0.10561542391724756,-0.010882068349511918
longitudinal,oracle,uncertainty,0.2,0.004778936820655849,-0.22646943010451814,0.19038952945316756,0.0011503882157162084
longitudinal,oracle,uncertainty,0.3,0.030954507089980078,-0.21264677610714056,0.24993476355254163,0.007451385426503696
longitudinal,oracle,uncertainty,0.5,0.19914040576755535,-0.10450459927192757,0.4254935546414017,0.04793718449629977
longitudinal,oracle,criticality,0.1,0.06198330909325172,-0.099835010352049,0.2717740084569569,0.014920655164088647
longitudinal,oracle,criticality,0.2,0.18193207218700974,-0.07323388870461882,0.40376658173861557,0.043794785275283
longitudinal,oracle,criticality,0.3,0.16304836657822244,-0.07663896274815199,0.44440661363699774,0.039249089607680164
longitudinal,oracle,criticality,0.5,0.4089458667716889,0.11961642009965856,0.6912942666457713,0.09844166676709455
longitudinal,oracle,perception_oracle_dE,0.1,0.10289323433778792,0.03493869617417105,0.18159608698342175,0.024768514148900828
longitudinal,oracle,perception_oracle_dE,0.2,0.1714105327189391,0.07320996878123871,0.2784574878267915,0.04126203469298919
longitudinal,oracle,perception_oracle_dE,0.3,0.3278742254628793,0.1662708923273448,0.4686001368367975,0.07892605810968054
longitudinal,oracle,perception_oracle_dE,0.5,0.5632272577398092,0.27503397390173895,0.7457369227570979,0.13558036533847956
longitudinal,oracle,best_dE_metric (E6_risk_weighted),0.1,0.39892613932742055,0.1903020024252147,0.6488617515551662,0.09602971264232905
longitudinal,oracle,best_dE_metric (E6_risk_weighted),0.2,0.5747683278270167,0.3231958617390359,0.7491124916647491,0.13835853787419772
longitudinal,oracle,best_dE_metric (E6_risk_weighted),0.3,0.5717441770057834,0.3086001396495406,0.7464346561312079,0.13763056267848928
longitudinal,oracle,best_dE_metric (E6_risk_weighted),0.5,0.561009526291965,0.2671970590459825,0.7522726677058715,0.1350465118436612
longitudinal,oracle,multimetric_dE_oracle,0.1,0.44260312013864445,0.24172302366745113,0.63570302019689,0.10654365871630109
longitudinal,oracle,multimetric_dE_oracle,0.2,0.5556814910750099,0.36514074514282036,0.7243515922451431,0.13376394436965455
longitudinal,oracle,multimetric_dE_oracle,0.3,0.6383179671470938,0.4476141120998482,0.7685939727513568,0.15365624088438298
longitudinal,oracle,multimetric_dE_oracle,0.5,0.6436665024410042,0.45151661296705037,0.7682389686527006,0.15494374314782833
longitudinal,oracle,PKL_gain,0.1,0.17850272813879775,-0.03441712314175282,0.3843128308557403,0.042969271750256284
longitudinal,oracle,PKL_gain,0.2,0.24242339425029027,0.0061990339289998255,0.4326136250579712,0.0583562885272012
longitudinal,oracle,PKL_gain,0.3,0.31190113851781504,0.048360785400229714,0.5204540731460964,0.07508100811638714
longitudinal,oracle,PKL_gain,0.5,0.39279009082651595,0.14641154489845581,0.6061535278191945,0.09455263978043359
longitudinal,oracle,TIP_gain,0.1,0.16563462063597548,-0.06531885567508643,0.37336010412125403,0.03987165406135273
longitudinal,oracle,TIP_gain,0.2,0.17346940904900007,-0.13731959747796285,0.41390819428585257,0.04175764849928222
longitudinal,oracle,TIP_gain,0.3,0.20090282964496078,-0.10482303397393111,0.49048553194821215,0.04836143611036188
longitudinal,oracle,TIP_gain,0.5,0.2659208957776884,-0.016626439780520558,0.5553873394322127,0.06401261960466095
longitudinal,oracle,decision_oracle_dJ,0.1,1.0,1.0,1.0,0.2407205323878569
longitudinal,oracle,decision_oracle_dJ,0.2,1.0,1.0,1.0,0.2407205323878569
longitudinal,oracle,decision_oracle_dJ,0.3,1.0,1.0,1.0,0.2407205323878569
longitudinal,oracle,decision_oracle_dJ,0.5,1.0,1.0,1.0,0.2407205323878569
longitudinal,oracle,uncertainty [scene-z],0.1,-0.020681982429961367,-0.0806648158205369,0.08018838993096682,-0.004978577821376603
longitudinal,oracle,uncertainty [scene-z],0.2,-0.013907359354060716,-0.18238032110334831,0.13799015270244078,-0.0033477869478187373
longitudinal,oracle,uncertainty [scene-z],0.3,0.11331803419133,-0.07436385779751328,0.3217824773729446,0.02727797751968233
longitudinal,oracle,uncertainty [scene-z],0.5,0.2646272318634655,0.029269750902779845,0.4670193512369688,0.06370120813849826
longitudinal,oracle,criticality [scene-z],0.1,0.0560651522464988,-0.07785086860162231,0.2140093819911879,0.013496033297183444
longitudinal,oracle,criticality [scene-z],0.2,0.2052345551773193,0.017274695390509014,0.3825989730899035,0.0494041713866693
longitudinal,oracle,criticality [scene-z],0.3,0.2550932687666515,0.022154421299180493,0.49558205259554805,0.06140618746606702
longitudinal,oracle,criticality [scene-z],0.5,0.4900214938295737,0.2022384229844849,0.6986218207012024,0.11795823487614793
longitudinal,oracle,perception_oracle_dE [scene-z],0.1,0.23892484580429002,0.10780091678882774,0.38859023717981034,0.05751411608269531
longitudinal,oracle,perception_oracle_dE [scene-z],0.2,0.39107790083678307,0.24477564242834784,0.5571765894400537,0.09414048049455594
longitudinal,oracle,perception_oracle_dE [scene-z],0.3,0.4701152866456072,0.2963742210254774,0.6557846884641828,0.11316640208500052
longitudinal,oracle,perception_oracle_dE [scene-z],0.5,0.524226729308277,0.23554771063674862,0.7302503852256601,0.12619213737103338
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.1,0.5208426657555641,0.3227057964189215,0.661270559480962,0.12537752379099001
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.2,0.5516036842332492,0.28280532990880947,0.7384473692902856,0.13278233253573107
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.3,0.5755153964626265,0.33317180125660467,0.7542473241268874,0.138538372633892
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],0.5,0.6846651520271898,0.4823539430284992,0.8252527116218412,0.16481295990339812
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.1,0.466151849471759,0.2924910014627742,0.6340985477968412,0.11221232137842597
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.2,0.5123393626293007,0.3209202210524232,0.6970684925146806,0.12333060413538052
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.3,0.5865536487587069,0.40887493417740267,0.7265291546984864,0.14119550660323593
longitudinal,oracle,multimetric_dE_oracle [scene-z],0.5,0.6827631670509453,0.4993349252757707,0.7975167421977999,0.16435511306732284
longitudinal,oracle,PKL_gain [scene-z],0.1,0.16420993551163082,-0.02650686817144675,0.29743114922612074,0.03952870309973542
longitudinal,oracle,PKL_gain [scene-z],0.2,0.29470764422279183,0.04622323904653212,0.4868445587689608,0.07094218101608157
longitudinal,oracle,PKL_gain [scene-z],0.3,0.3372403047722815,0.0968918031652433,0.5715679949734974,0.08118066570742673
longitudinal,oracle,PKL_gain [scene-z],0.5,0.5130526406226243,0.2811656584698782,0.692313412031736,0.12350230479367395
longitudinal,oracle,TIP_gain [scene-z],0.1,0.12000145688474474,-0.04299983287087443,0.29610672032971436,0.02888681458861421
longitudinal,oracle,TIP_gain [scene-z],0.2,0.19151759567797294,-0.07668356759677386,0.43864407890789364,0.04610221759324397
longitudinal,oracle,TIP_gain [scene-z],0.3,0.28722718317565654,-0.034959218494700614,0.5202619252523333,0.06914148045030853
longitudinal,oracle,TIP_gain [scene-z],0.5,0.34388790726121965,0.05561815818783805,0.6030618605074461,0.08278088011766675
lateral,oracle,random,0.1,0.015475609146244039,-0.38487854759774065,0.24872191475832384,0.0010080797361171775
lateral,oracle,random,0.2,0.06007002322435471,-0.6514511491491071,0.3687405354293417,0.003912955709097702
lateral,oracle,random,0.3,0.03620054078178336,-0.7490608994621615,0.3952359772409201,0.0023580998494948566
lateral,oracle,random,0.5,-0.004322431502802125,-1.1408150496164395,0.5122042347070439,-0.00028156278486697763
lateral,oracle,uncertainty,0.1,0.20511510570225117,0.0,0.6021689924670278,0.013361178850924676
lateral,oracle,uncertainty,0.2,0.2621578349730333,-0.8249114991088067,0.6379500162181234,0.01707693691429305
lateral,oracle,uncertainty,0.3,0.05743421471311105,-1.1619026670029056,0.5081511125808381,0.0037412593885612785
lateral,oracle,uncertainty,0.5,-0.08622611446681827,-1.9358124789316982,0.4807428506882907,-0.00561676105261524
lateral,oracle,criticality,0.1,-0.38055522267366193,-2.1556998739262343,0.2819516893270435,-0.024789331704205428
lateral,oracle,criticality,0.2,-0.26111143656589325,-2.1526643131664778,0.39591298821007725,-0.017008774619667044
lateral,oracle,criticality,0.3,-0.26111143656589325,-2.0994851209605736,0.4645172805001868,-0.017008774619667044
lateral,oracle,criticality,0.5,-0.05415295987193368,-1.9691380256390403,0.5793374264449982,-0.0035275187543045584
lateral,oracle,perception_oracle_dE,0.1,0.2163236742868439,0.0,0.5828101246967736,0.0140913039629142
lateral,oracle,perception_oracle_dE,0.2,0.266236062398779,0.0,0.750610880092964,0.017342592268361573
lateral,oracle,perception_oracle_dE,0.3,0.20435025609979154,-0.5304095373836716,0.619609847899687,0.013311356619170784
lateral,oracle,perception_oracle_dE,0.5,0.006286256839913348,-1.661132559900349,0.6260531159363524,0.0004094861841275349
lateral,oracle,best_dE_metric (E4_localization),0.1,0.20919333312799687,0.0,0.5961627000457634,0.0136268342049932
lateral,oracle,best_dE_metric (E4_localization),0.2,0.36971530074575876,0.09297381870890625,0.7633187040994123,0.024083220201042817
lateral,oracle,best_dE_metric (E4_localization),0.3,0.36971530074575876,0.1256198637257954,0.7633187040994123,0.024083220201042817
lateral,oracle,best_dE_metric (E4_localization),0.5,0.01922116163328582,-1.681159821630191,0.6212826976603691,0.0012520646757126902
lateral,oracle,multimetric_dE_oracle,0.1,-0.11276472241832702,-1.0196120065066627,0.20129028914948105,-0.007345483498876245
lateral,oracle,multimetric_dE_oracle,0.2,-0.26114337138679355,-1.5262190268765685,0.20192632133516608,-0.017010854850921395
lateral,oracle,multimetric_dE_oracle,0.3,-0.466250397917438,-2.2689265194840287,0.18243628852385269,-0.030371507425361287
lateral,oracle,multimetric_dE_oracle,0.5,-0.3646145305621666,-2.254930156655197,0.2618634197583125,-0.023750956507117855
lateral,oracle,PKL_gain,0.1,0.0011040362167648095,-1.0939909587156413,0.5607138542364724,7.191681616811788e-05
lateral,oracle,PKL_gain,0.2,0.10376817148213224,-1.0011954826289504,0.6740699051339596,0.006759449010151444
lateral,oracle,PKL_gain,0.3,0.08530718024677478,-1.2332872418151806,0.674022171445829,0.005556901763245987
lateral,oracle,PKL_gain,0.5,0.08530718024677478,-1.2332872418151806,0.674022171445829,0.005556901763245987
lateral,oracle,TIP_gain,0.1,-0.13513879304529597,-1.4604216307639233,0.3704695408339187,-0.008802928372312847
lateral,oracle,TIP_gain,0.2,0.00028893313515246486,-1.2457827096920644,0.5383518184281046,1.88210774702007e-05
lateral,oracle,TIP_gain,0.3,0.08530718024677478,-1.2332872418151806,0.674022171445829,0.005556901763245987
lateral,oracle,TIP_gain,0.5,0.08530718024677478,-1.2332872418151806,0.674022171445829,0.005556901763245987
lateral,oracle,decision_oracle_dJ,0.1,1.0,1.0,1.0,0.06513990671325791
lateral,oracle,decision_oracle_dJ,0.2,1.0,1.0,1.0,0.06513990671325791
lateral,oracle,decision_oracle_dJ,0.3,1.0,1.0,1.0,0.06513990671325791
lateral,oracle,decision_oracle_dJ,0.5,1.0,1.0,1.0,0.06513990671325791
lateral,oracle,uncertainty [scene-z],0.1,0.2613427318914268,-0.5168218037104484,0.5098259407128221,0.017023841175595515
lateral,oracle,uncertainty [scene-z],0.2,0.003629861686262876,-1.7297468834669463,0.5566522629463864,0.00023644885162519275
lateral,oracle,uncertainty [scene-z],0.3,0.08641325236384494,-1.711493726143229,0.6579572269879705,0.005628951197770072
lateral,oracle,uncertainty [scene-z],0.5,0.027086010691804538,-1.5604897871590881,0.6234706097283755,0.0017643802096984538
lateral,oracle,criticality [scene-z],0.1,-0.26996603501385563,-1.8959071410389243,0.24364352477422238,-0.017585562336550672
lateral,oracle,criticality [scene-z],0.2,-0.24803928105940748,-2.0970981967932816,0.4120513300245649,-0.016157255629433362
lateral,oracle,criticality [scene-z],0.3,-0.06554136563179498,-1.8968965982697679,0.5334761389861846,-0.0042693584431146535
lateral,oracle,criticality [scene-z],0.5,-0.05415295987193368,-1.9745115464135912,0.5793374264449982,-0.0035275187543045584
lateral,oracle,perception_oracle_dE [scene-z],0.1,0.29197672380557893,0.007459258693722683,0.7023937624600681,0.01901933655113808
lateral,oracle,perception_oracle_dE [scene-z],0.2,0.030449946148063185,-1.3391474181292382,0.7398260850915976,0.0019835066515085627
lateral,oracle,perception_oracle_dE [scene-z],0.3,0.041838351907924495,-1.6393126374562075,0.634094770350522,0.002725346340318658
lateral,oracle,perception_oracle_dE [scene-z],0.5,0.01922116163328582,-1.681159821630191,0.6264705395610434,0.0012520646757126902
lateral,oracle,best_dE_metric (E4_localization) [scene-z],0.1,0.349019453076364,0.06668555849064665,0.7618756646907018,0.022735094614506644
lateral,oracle,best_dE_metric (E4_localization) [scene-z],0.2,0.13392918449504296,-1.3033068459552926,0.7398260850915976,0.008724134584189806
lateral,oracle,best_dE_metric (E4_localization) [scene-z],0.3,0.13392918449504296,-1.3033068459552926,0.7336221675626197,0.008724134584189806
lateral,oracle,best_dE_metric (E4_localization) [scene-z],0.5,0.01922116163328582,-1.6650071249769016,0.6534586636249032,0.0012520646757126902
lateral,oracle,multimetric_dE_oracle [scene-z],0.1,-0.26114337138679355,-1.1818745495258631,0.20929373586012961,-0.017010854850921395
lateral,oracle,multimetric_dE_oracle [scene-z],0.2,-0.26114337138679355,-1.5262190268765685,0.20192632133516608,-0.017010854850921395
lateral,oracle,multimetric_dE_oracle [scene-z],0.3,-0.26114337138679355,-1.5262190268765685,0.20192632133516608,-0.017010854850921395
lateral,oracle,multimetric_dE_oracle [scene-z],0.5,-0.5697296362644177,-2.52741062971288,0.11694276099645168,-0.03711213535804253
lateral,oracle,PKL_gain [scene-z],0.1,0.2506174253995082,-0.5366243823516185,0.7890363803782517,0.016325195711240838
lateral,oracle,PKL_gain [scene-z],0.2,0.05030873289765939,-1.2831760643617542,0.6737508290632542,0.003277106167815742
lateral,oracle,PKL_gain [scene-z],0.3,0.08307232381273746,-1.2377801382075762,0.6737508290632542,0.005411323423615271
lateral,oracle,PKL_gain [scene-z],0.5,0.08307232381273746,-1.2377801382075762,0.6737508290632542,0.005411323423615271
lateral,oracle,TIP_gain [scene-z],0.1,-0.032474657779922665,-1.1851496397141854,0.5809296019196684,-0.0021153961783291373
lateral,oracle,TIP_gain [scene-z],0.2,-0.032474657779922665,-1.43208263334062,0.5383518184281046,-0.0021153961783291373
lateral,oracle,TIP_gain [scene-z],0.3,0.08530718024677478,-1.2562255911469977,0.674022171445829,0.005556901763245987
lateral,oracle,TIP_gain [scene-z],0.5,0.08530718024677478,-1.2332872418151806,0.674022171445829,0.005556901763245987
plannerC_path_dev,oracle,random,0.1,0.06754549856933245,0.0058657091281818135,0.128760453724947,0.008068358545955886
plannerC_path_dev,oracle,random,0.2,0.12271827012116761,0.03834141622572559,0.1899581465356905,0.01678097435326042
plannerC_path_dev,oracle,random,0.3,0.17062324593228415,0.06547413982216398,0.25889441214636216,0.023744409122559422
plannerC_path_dev,oracle,random,0.5,0.27698532496987616,0.14734163603692282,0.3718814285680387,0.038546054150440864
plannerC_path_dev,oracle,uncertainty,0.1,0.04446634473994709,-0.02229351307950183,0.10140261607437326,0.005311536966770787
plannerC_path_dev,oracle,uncertainty,0.2,0.09609528884160433,0.020438943269743964,0.19947659176755164,0.013140444172884107
plannerC_path_dev,oracle,uncertainty,0.3,0.17791335512643422,0.07554181978431171,0.2933263724100414,0.024758921150555478
plannerC_path_dev,oracle,uncertainty,0.5,0.2559938959427562,0.13897495901129223,0.3740071142394963,0.03562482805276763
plannerC_path_dev,oracle,criticality,0.1,0.14829027592106284,0.03917152144333659,0.24806717860653746,0.017713380467267576
plannerC_path_dev,oracle,criticality,0.2,0.21863552105495226,0.09649507431304565,0.3441956373481138,0.029897072929013148
plannerC_path_dev,oracle,criticality,0.3,0.29169148308610454,0.14910038681518029,0.444632935506611,0.040592604331952234
plannerC_path_dev,oracle,criticality,0.5,0.3939692954639512,0.2333079876913703,0.5364059126180531,0.05482587136418171
plannerC_path_dev,oracle,perception_oracle_dE,0.1,0.20838687891802754,0.09393798761238345,0.30690236535964355,0.0248919630618689
plannerC_path_dev,oracle,perception_oracle_dE,0.2,0.3283979591484244,0.19592672967937277,0.45081874477622824,0.04490641633630894
plannerC_path_dev,oracle,perception_oracle_dE,0.3,0.39754299184364816,0.26478886611549485,0.5216284195376416,0.055323196968648354
plannerC_path_dev,oracle,perception_oracle_dE,0.5,0.5226040894793921,0.39791999234861464,0.6330154671689633,0.07272704983379645
plannerC_path_dev,oracle,best_dE_metric (E6_risk_weighted),0.1,0.3861937701524739,0.22729350957702138,0.5528637283423393,0.04613112452795432
plannerC_path_dev,oracle,best_dE_metric (E6_risk_weighted),0.2,0.45452296074818666,0.31006438535416336,0.6000255981492982,0.06215324042420378
plannerC_path_dev,oracle,best_dE_metric (E6_risk_weighted),0.3,0.4615257414696558,0.3179097211189642,0.6097637652068904,0.06422721573587514
plannerC_path_dev,oracle,best_dE_metric (E6_risk_weighted),0.5,0.5137177614360984,0.3845412729013514,0.6439950041292498,0.07149040351691077
plannerC_path_dev,oracle,multimetric_dE_oracle,0.1,0.3266471501028761,0.20681064576435337,0.4354219122128544,0.03901823779329196
plannerC_path_dev,oracle,multimetric_dE_oracle,0.2,0.3813685512193212,0.2381034183164708,0.5219344800527833,0.052149821463687865
plannerC_path_dev,oracle,multimetric_dE_oracle,0.3,0.38624736805940424,0.23236024100435113,0.5292704425124142,0.0537512663037374
plannerC_path_dev,oracle,multimetric_dE_oracle,0.5,0.4219323767498805,0.2595878758675825,0.550586797109546,0.05871729213016574
plannerC_path_dev,oracle,PKL_gain,0.1,0.8204820750998817,0.7717211252764552,0.873002385990471,0.09800717594290419
plannerC_path_dev,oracle,PKL_gain,0.2,0.8692506764347324,0.8249967372693338,0.9097578465918781,0.11886472400077808
plannerC_path_dev,oracle,PKL_gain,0.3,0.8905249361087176,0.8497143773350336,0.9286090473504174,0.12392794605020215
plannerC_path_dev,oracle,PKL_gain,0.5,0.8938905556853123,0.8547301824162473,0.9311162010676782,0.12439631510355653
plannerC_path_dev,oracle,TIP_gain,0.1,0.8540856963064852,0.8000517780299672,0.8938425161164704,0.10202115274491218
plannerC_path_dev,oracle,TIP_gain,0.2,0.8497488903296663,0.7945741815637056,0.8853661743707051,0.11619797379195618
plannerC_path_dev,oracle,TIP_gain,0.3,0.860216262853452,0.8146446877276359,0.9028480108362711,0.11971010613159798
plannerC_path_dev,oracle,TIP_gain,0.5,0.8696217694464823,0.8256666465713866,0.9087400703231888,0.12101900279060583
plannerC_path_dev,oracle,decision_oracle_dJ,0.1,1.0,1.0,1.0,0.1194507216150618
plannerC_path_dev,oracle,decision_oracle_dJ,0.2,1.0,1.0,1.0,0.13674389589008623
plannerC_path_dev,oracle,decision_oracle_dJ,0.3,1.0,1.0,1.0,0.13916280277532025
plannerC_path_dev,oracle,decision_oracle_dJ,0.5,1.0,1.0,1.0,0.13916280277532025
plannerC_path_dev,oracle,uncertainty [scene-z],0.1,0.060133795605522115,0.00857162441762325,0.11652411244236993,0.0071830252785322485
plannerC_path_dev,oracle,uncertainty [scene-z],0.2,0.11588307172182305,0.041694519687834344,0.17954409640882404,0.015846302694952366
