track,band,n,dz_max,dz_p99,dlat_min_max,dlat_min_p99,dlat_max_max,dlat_max_p99,material
KITTI,0-15,310879,27.220090123992726,1.3681271174808591,23.77734688913942,0.9024237695870944,20.06029907360468,0.9754537993047221,True
KITTI,15-30,493167,25.16303360920047,6.980371481617453,21.975793149771732,3.9395727050484783,20.202373964393487,4.153680001249999,True
KITTI,30-50,502144,34.380410687245345,16.272150837743002,26.86554911287932,9.214586863805804,27.62429306698069,8.784991467241346,True
nuScenes,0-15,4279,1.6478209196768496,1.503455420801066,1.0175263540948274,0.8631601491975297,1.1119172824855017,1.0077519060182223,True
nuScenes,15-30,11291,42.56605059686949,5.477781381390241,15.846947928569321,2.767157053649744,18.55453602654177,3.2355990401328265,True
nuScenes,30-50,11528,38.469686913561745,14.579002915776039,23.60433222297616,6.676050511232977,25.44272805613518,7.100829710477928,True
